DATE,BIALOWIEZA_SD,BIALYSTOK_SD,BIEBRZA-PIENCZYKOWEK_SD,BIELSKO-BIALA_SD,BORUSOWA_SD,CHOJNICE_SD,CHORZELOW_SD,CIESZANOW_SD,DRONIOWICE_SD,DYNOW_SD,ELBLAG_SD,ELBLAG-MILEJEWO_SD,FRANKFURT/ODER_SD,GDANSK-REBIECHOWO_SD,GDANSK-SWIBNO_SD,GORZOW WLKP_SD,GORZYN_SD,HEL_SD,JABLONKA_SD,JARCZEW_SD,JELENIA GORA_SD,KALISZ_SD,KASPROWY WIERCH_SD,KATOWICE-MUCHOWIEC_SD,KETRZYN_SD,KIELCE_SD,KLODZKO_SD,KOLOBRZEG-DZWIRZYNO_SD,KOLUDA WIELKA_SD,KOMANCZA_SD,KOSZALIN_SD,KOZIENCE_SD,KRAKOW OBS. ASTRONOMICZNE_SD,KRAKOW-BALICE_SD,KROSCIENKO_SD,KROSNO_SD,KRYNICA_SD,LACKO_SD,LAZY_SD,LEBA_SD,LEBORK_SD,LEGIONOWO_SD,LEGNICA_SD,LESKO_SD,LESZNO_SD,LIDZBARK WARMINSKI_SD,LIMANOWA_SD,LODZ_SD,LUBLIN-RADAWIEC_SD,MIKOLAJKI_SD,MLAWA_SD,MSZANA DOLNA_SD,NOWY SACZ_SD,OLECKO_SD,OLSZTYN_SD,OPOLE_SD,PILA_SD,PIWNICZNA_SD,PLOCK_SD,PORONIN_SD,POZNAN_SD,PSZCZYNA_SD,PUCZNIEW_SD,PULAWY_SD,PULTUSK_SD,RACIBORZ_SD,ROZANYSTOK_SD,RZESZOW JASIONKA_SD,SIEDLCE_SD,SKIERNIEWICE_SD,SLUBICE_SD,SNIEZKA_SD,SOLINA-JAWOR_SD,STASZOW_SD,SULEJOW_SD,SWINOUJSCIE_SD,SZCZECIN_SD,SZEPIETOWO_SD,TARNOW_SD,TERESPOL_SD,TORUN_SD,USTKA_SD,WARSZAWA-BIELANY_SD,WARSZAWA-FILTRY_SD,WARSZAWA-OKECIE_SD,WIELICHOWO_SD,WIELUN_SD,WLODAWA_SD,WROCLAW_SD,ZAKOPANE_SD,ZAMOSC_SD,ZIELONA GORA_SD,mean_SD
2018-02-28,6.0,1.0,2.0,16.0,2.0,1.0,4.0,9.0,1.0,7.0,7.0,12.0,,13.0,3.0,0.0,0.0,14.0,16.0,4.0,0.0,0.0,250.0,1.0,6.0,3.0,2.0,8.0,0.0,32.0,6.0,3.0,3.0,2.0,27.0,13.0,27.0,14.0,10.0,10.0,,,0.0,28.0,,2.0,20.0,0.0,4.0,5.0,2.0,12.0,14.0,3.0,1.0,0.0,0.0,28.0,,30.0,0.0,6.0,0.0,2.0,0.0,4.0,8.0,7.0,3.0,1.0,0.0,99.0,30.0,4.0,1.0,7.0,0.0,2.0,7.0,4.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,29.0,10.0,0.0,10.574712643678161
2018-03-01,4.0,2.0,2.0,15.0,2.0,1.0,6.0,9.0,1.0,7.0,7.0,12.0,,14.0,3.0,0.0,0.0,14.0,16.0,7.0,0.0,0.0,247.0,1.0,5.0,3.0,2.0,7.0,0.0,33.0,4.0,4.0,3.0,3.0,27.0,12.0,28.0,14.0,10.0,7.0,,,0.0,28.0,,2.0,20.0,0.0,6.0,6.0,2.0,13.0,14.0,4.0,1.0,0.0,0.0,28.0,,30.0,0.0,6.0,0.0,4.0,0.0,4.0,9.0,7.0,4.0,0.0,0.0,99.0,29.0,6.0,1.0,6.0,0.0,2.0,8.0,6.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,29.0,11.0,0.0,10.666666666666666
2018-03-02,5.0,3.0,4.0,15.0,2.0,0.0,5.0,9.0,0.0,7.0,12.0,13.0,,18.0,7.0,0.0,0.0,15.0,16.0,6.0,0.0,0.0,245.0,1.0,8.0,3.0,0.0,7.0,0.0,33.0,5.0,3.0,2.0,2.0,26.0,11.0,28.0,14.0,10.0,10.0,,,0.0,28.0,,3.0,20.0,0.0,6.0,6.0,2.0,12.0,14.0,6.0,3.0,0.0,0.0,26.0,,29.0,0.0,6.0,0.0,4.0,0.0,4.0,12.0,7.0,3.0,0.0,0.0,97.0,28.0,6.0,0.0,5.0,0.0,3.0,9.0,6.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,28.0,10.0,0.0,10.827586206896552
2018-03-03,5.0,3.0,5.0,14.0,1.0,0.0,4.0,9.0,0.0,7.0,12.0,13.0,,21.0,8.0,0.0,0.0,14.0,16.0,6.0,0.0,0.0,244.0,1.0,7.0,3.0,0.0,6.0,0.0,31.0,4.0,3.0,2.0,2.0,26.0,11.0,27.0,14.0,9.0,10.0,,,0.0,28.0,,4.0,21.0,0.0,6.0,7.0,2.0,11.0,13.0,8.0,3.0,0.0,0.0,26.0,,28.0,0.0,6.0,0.0,4.0,0.0,3.0,13.0,7.0,3.0,0.0,0.0,97.0,28.0,6.0,0.0,5.0,0.0,3.0,9.0,5.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,27.0,10.0,0.0,10.74712643678161
2018-03-04,6.0,4.0,5.0,14.0,1.0,0.0,3.0,9.0,0.0,7.0,13.0,12.0,,14.0,6.0,0.0,0.0,12.0,16.0,5.0,0.0,0.0,243.0,0.0,7.0,3.0,0.0,6.0,0.0,30.0,3.0,3.0,2.0,2.0,25.0,11.0,26.0,14.0,9.0,10.0,,,0.0,28.0,,4.0,21.0,0.0,4.0,6.0,2.0,9.0,13.0,7.0,3.0,0.0,0.0,25.0,,26.0,0.0,6.0,0.0,3.0,0.0,3.0,14.0,7.0,3.0,0.0,0.0,96.0,27.0,6.0,0.0,4.0,0.0,3.0,9.0,5.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,27.0,10.0,0.0,10.402298850574713
2018-03-05,5.0,3.0,5.0,13.0,0.0,0.0,2.0,9.0,0.0,7.0,13.0,12.0,,12.0,6.0,0.0,0.0,11.0,15.0,4.0,0.0,0.0,242.0,0.0,7.0,3.0,0.0,6.0,0.0,27.0,2.0,3.0,2.0,1.0,25.0,11.0,24.0,12.0,8.0,8.0,,,0.0,28.0,,3.0,20.0,0.0,4.0,6.0,2.0,8.0,13.0,6.0,3.0,0.0,0.0,25.0,,25.0,0.0,5.0,0.0,3.0,0.0,2.0,14.0,7.0,3.0,0.0,0.0,95.0,27.0,5.0,0.0,3.0,0.0,2.0,8.0,5.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,27.0,10.0,0.0,9.977011494252874
2018-03-06,4.0,0.0,4.0,13.0,0.0,0.0,0.0,8.0,0.0,4.0,12.0,12.0,,10.0,6.0,0.0,0.0,10.0,14.0,3.0,0.0,0.0,238.0,0.0,7.0,3.0,0.0,6.0,0.0,26.0,0.0,2.0,0.0,0.0,24.0,9.0,22.0,11.0,7.0,7.0,,,0.0,24.0,,2.0,17.0,0.0,2.0,6.0,0.0,6.0,10.0,5.0,2.0,0.0,0.0,23.0,,24.0,0.0,5.0,0.0,0.0,0.0,2.0,13.0,6.0,3.0,0.0,0.0,94.0,26.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,26.0,10.0,0.0,9.045977011494253
2018-03-07,3.0,2.0,4.0,11.0,0.0,3.0,0.0,5.0,0.0,4.0,9.0,11.0,,8.0,0.0,4.0,2.0,10.0,13.0,2.0,1.0,0.0,239.0,0.0,5.0,0.0,2.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,19.0,5.0,15.0,9.0,3.0,4.0,,,1.0,18.0,1.0,0.0,14.0,0.0,2.0,5.0,0.0,4.0,8.0,4.0,1.0,0.0,5.0,18.0,,21.0,1.0,3.0,0.0,0.0,0.0,0.0,13.0,4.0,1.0,0.0,4.0,98.0,23.0,0.0,0.0,3.0,4.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,20.0,9.0,3.0,8.181818181818182
2018-03-08,2.0,0.0,2.0,6.0,0.0,0.0,0.0,4.0,0.0,3.0,8.0,11.0,,7.0,0.0,2.0,0.0,9.0,12.0,0.0,0.0,0.0,238.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,3.0,,,0.0,14.0,,0.0,9.0,0.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,15.0,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,2.0,98.0,19.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,2.0,6.747126436781609
2018-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,,4.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,10.0,0.0,11.0,0.0,0.0,0.0,,,0.0,11.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,12.0,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,98.0,17.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,5.709302325581396
2018-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,,,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,98.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,5.186046511627907
2018-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,96.0,12.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.569767441860465
2018-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.872093023255814
2018-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63953488372093
2018-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.63953488372093
2018-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.697674418604651
2018-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.627906976744186
2018-03-17,0.0,0.0,0.0,1.0,3.0,0.0,6.0,2.0,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,4.0,221.0,2.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,11.0,0.0,6.0,0.0,0.0,8.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,1.0,3.0,16.0,0.0,0.0,0.0,2.0,6.0,10.0,0.0,99.0,0.0,15.0,8.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,5.0,5.0,6.0,2.0,9.0,18.0,9.0,1.0,17.0,6.0,6.818181818181818
2018-03-18,0.0,0.0,0.0,1.0,2.0,0.0,6.0,2.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,16.0,17.0,3.0,220.0,2.0,0.0,6.0,10.0,0.0,0.0,8.0,0.0,15.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,0.0,,,9.0,3.0,3.0,0.0,5.0,6.0,20.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,,3.0,0.0,1.0,2.0,15.0,0.0,0.0,0.0,3.0,6.0,7.0,0.0,99.0,3.0,15.0,8.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,4.0,5.0,6.0,0.0,10.0,18.0,10.0,1.0,16.0,2.0,7.193181818181818
2018-03-19,0.0,0.0,0.0,2.0,3.0,0.0,9.0,3.0,7.0,15.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,2.0,226.0,1.0,0.0,4.0,8.0,0.0,0.0,18.0,0.0,11.0,2.0,2.0,25.0,5.0,19.0,9.0,9.0,0.0,,,7.0,13.0,,0.0,11.0,5.0,16.0,0.0,0.0,9.0,13.0,0.0,0.0,2.0,0.0,12.0,,5.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,7.0,5.0,5.0,0.0,98.0,9.0,15.0,8.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,2.0,2.0,4.0,0.0,7.0,16.0,9.0,3.0,16.0,0.0,8.448275862068966
2018-03-20,0.0,0.0,0.0,2.0,3.0,0.0,9.0,4.0,6.0,15.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,10.0,6.0,0.0,223.0,1.0,0.0,4.0,5.0,0.0,0.0,17.0,0.0,11.0,2.0,2.0,17.0,4.0,14.0,8.0,8.0,1.0,,,4.0,14.0,,0.0,9.0,3.0,15.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,12.0,,5.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,7.0,4.0,5.0,0.0,97.0,12.0,13.0,5.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,16.0,8.0,2.0,16.0,0.0,7.7011494252873565
2018-03-21,0.0,0.0,0.0,3.0,2.0,0.0,10.0,10.0,5.0,20.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,9.0,5.0,0.0,230.0,1.0,0.0,5.0,7.0,0.0,0.0,20.0,0.0,10.0,3.0,3.0,15.0,10.0,16.0,8.0,7.0,0.0,,,1.0,17.0,,0.0,11.0,0.0,16.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,16.0,,7.0,0.0,,1.0,13.0,0.0,0.0,0.0,11.0,3.0,4.0,2.0,100.0,18.0,13.0,4.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,18.0,0.0,6.0,21.0,2.0,8.44186046511628
2018-03-22,0.0,0.0,0.0,2.0,0.0,1.0,7.0,6.0,3.0,15.0,0.0,2.0,,0.0,0.0,2.0,0.0,0.0,3.0,7.0,3.0,0.0,232.0,0.0,2.0,3.0,3.0,0.0,0.0,18.0,1.0,9.0,0.0,0.0,11.0,5.0,15.0,5.0,5.0,0.0,,,0.0,17.0,,1.0,8.0,0.0,16.0,1.0,1.0,5.0,3.0,1.0,1.0,0.0,1.0,10.0,,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,100.0,16.0,8.0,2.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.0,19.0,0.0,7.218390804597701
2018-03-23,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,230.0,0.0,0.0,2.0,1.0,0.0,0.0,14.0,0.0,5.0,0.0,0.0,8.0,4.0,11.0,0.0,0.0,0.0,,,0.0,10.0,,0.0,4.0,0.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,103.0,13.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,15.0,0.0,5.632183908045977
2018-03-24,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,,,0.0,5.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,4.850574712643678
2018-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,4.252873563218391
2018-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,3.9651162790697674
2018-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.755813953488372
2018-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.9302325581395348
2018-03-29,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,112.0,0.0,0.0,0.0,5.0,1.0,0.0,,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.209302325581396
2018-03-30,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,3.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.325581395348837
2018-03-31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.813953488372093
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8275862068965516
2018-04-02,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,106.0,2.0,0.0,0.0,0.0,0.0,1.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,4.425287356321839
2018-04-03,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.068965517241379
