DATE,BIALOWIEZA_HU,BIALYSTOK_HU,BIEBRZA-PIENCZYKOWEK_HU,BIELSKO-BIALA_HU,CHOJNICE_HU,CHORZELOW_HU,CIESZANOW_HU,CZOSTOCHOWA_HU,DRONIOWICE_HU,ELBLAG_HU,ELBLAG-MILEJEWO_HU,GDANSK-SWIBNO_HU,GORZOW WLKP_HU,GORZYN_HU,HEL_HU,JARCZEW_HU,JELENIA GORA_HU,KALISZ_HU,KASPROWY WIERCH_HU,KATOWICE-MUCHOWIEC_HU,KETRZYN_HU,KIELCE_HU,KLODZKO_HU,KOLO_HU,KOLOBRZEG-DZWIRZYNO_HU,KOMANCZA_HU,KOSZALIN_HU,KOZIENCE_HU,KRAKOW_HU,KRAKOW OBS. ASTRONOMICZNE_HU,KRAKOW-BALICE_HU,KROSNO_HU,KRYNICA_HU,LEBA_HU,LEBORK_HU,LEGNICA_HU,LESKO_HU,LESZNO_HU,LIDZBARK WARMINSKI_HU,LIMANOWA_HU,LODZ_HU,LUBLIN-RADAWIEC_HU,MIKOLAJKI_HU,MLAWA_HU,MSZANA DOLNA_HU,NOWY SACZ_HU,OLSZTYN_HU,OPOLE_HU,PILA_HU,PLOCK_HU,PORONIN_HU,POZNAN_HU,PULAWY_HU,PULTUSK_HU,RACIBORZ_HU,RESKO-SMOLSKO_HU,RZESZOW JASIONKA_HU,SANDOMIERZ_HU,SIEDLCE_HU,SKIERNIEWICE_HU,SLUBICE_HU,SNIEZKA_HU,SULEJOW_HU,SWINOUJSCIE_HU,SZCZECIN_HU,TARNOW_HU,TERESPOL_HU,TORUN_HU,USTKA_HU,WARSZAWA-BIELANY_HU,WARSZAWA-OKECIE_HU,WIELUN_HU,WLODAWA_HU,WROCLAW_HU,ZAKOPANE_HU,ZAMOSC_HU,ZIELONA GORA_HU,mean_HU
2017-10-14,91.0,,94.0,,,81.0,85.0,,88.0,,,,,,,95.0,,,,,,,,,,86.0,,,,84.0,,,79.0,,,,,,97.0,85.0,,,,,84.0,,,,,,86.0,,86.0,93.0,,,,,,83.0,,,,,,,,,,90.0,,,,,,,,87.47058823529412
2017-10-15,90.0,88.0,87.0,81.0,92.0,81.0,86.0,83.0,87.0,87.0,91.0,86.0,94.0,,91.0,91.0,85.0,89.0,65.0,83.0,90.0,83.0,91.0,89.0,89.0,83.0,91.0,83.0,,82.0,81.0,76.0,89.0,94.0,90.0,81.0,74.0,85.0,92.0,85.0,90.0,89.0,90.0,92.0,85.0,82.0,87.0,82.0,88.0,87.0,84.0,86.0,89.0,91.0,83.0,,79.0,85.0,90.0,84.0,87.0,64.0,88.0,88.0,90.0,73.0,87.0,89.0,93.0,89.0,88.0,85.0,91.0,81.0,76.0,88.0,82.0,85.77027027027027
2017-10-16,90.0,,92.0,,,79.0,86.0,,84.0,,,,,,,89.0,,,,,,,,8.0,,87.0,,,,83.0,,,90.0,,,,,,86.0,74.0,,,,,82.0,,,,,,84.0,,88.0,86.0,,,,,,82.0,,,,,,,,,,85.0,,,,,,,,80.83333333333333
2017-10-17,91.0,92.0,92.0,71.0,92.0,84.0,87.0,77.0,86.0,92.0,93.0,94.0,86.0,,94.0,88.0,82.0,77.0,33.0,82.0,88.0,89.0,84.0,80.0,89.0,87.0,88.0,80.0,,81.0,80.0,78.0,92.0,93.0,88.0,81.0,82.0,81.0,86.0,71.0,85.0,87.0,89.0,91.0,83.0,80.0,88.0,82.0,86.0,84.0,77.0,82.0,88.0,86.0,83.0,,80.0,,86.0,79.0,81.0,53.0,85.0,90.0,85.0,75.0,90.0,88.0,82.0,82.0,84.0,74.0,89.0,75.0,61.0,84.0,69.0,82.93150684931507
2017-10-18,86.0,,93.0,,,83.0,89.0,,87.0,,,,,,,88.0,,,,,,,,8.0,,81.0,,,,83.0,,,94.0,,,,,,91.0,72.0,,,,,78.0,,,,,,86.0,,84.0,87.0,,,,8.0,,84.0,,,,,,,,,,90.0,,,,,,,,77.47368421052632
2017-10-19,87.0,89.0,92.0,84.0,88.0,88.0,89.0,86.0,92.0,93.0,95.0,90.0,97.0,,90.0,98.0,90.0,99.0,75.0,86.0,91.0,89.0,92.0,90.0,88.0,87.0,86.0,97.0,,84.0,86.0,73.0,89.0,93.0,94.0,91.0,75.0,90.0,93.0,84.0,94.0,96.0,92.0,88.0,88.0,83.0,89.0,93.0,88.0,85.0,83.0,90.0,98.0,87.0,89.0,,80.0,,88.0,90.0,95.0,59.0,90.0,88.0,88.0,79.0,86.0,87.0,90.0,91.0,85.0,,96.0,92.0,76.0,88.0,86.0,88.29166666666667
2017-10-20,83.0,,87.0,,,92.0,98.0,,99.0,,,,,,,92.0,,,,,,,,8.0,,88.0,,,,96.0,,,97.0,,,,,,95.0,93.0,,,,,89.0,,,,,,88.0,,96.0,90.0,,,,8.0,,92.0,,,,,,,,,,90.0,,8.0,,,,,,79.45
2017-10-21,92.0,93.0,98.0,94.0,92.0,91.0,97.0,89.0,93.0,91.0,98.0,97.0,95.0,,97.0,92.0,82.0,89.0,73.0,92.0,96.0,92.0,88.0,92.0,93.0,95.0,93.0,93.0,,93.0,93.0,93.0,98.0,98.0,98.0,81.0,91.0,88.0,99.0,88.0,94.0,96.0,96.0,95.0,89.0,93.0,94.0,86.0,88.0,95.0,89.0,86.0,97.0,96.0,92.0,,93.0,,95.0,91.0,90.0,81.0,92.0,91.0,86.0,86.0,92.0,90.0,95.0,96.0,95.0,89.0,96.0,82.0,80.0,96.0,84.0,91.68493150684931
2017-10-22,79.0,,87.0,,,91.0,97.0,,99.0,,,,,,,96.0,,,,,,,,8.0,,75.0,,,,96.0,,,98.0,,,,,,94.0,94.0,,,,,94.0,,,,,,95.0,,93.0,91.0,,,,8.0,,95.0,,,,,,,,,,93.0,,,,,,,,83.3157894736842
2017-10-23,81.0,88.0,97.0,98.0,94.0,96.0,96.0,91.0,91.0,95.0,99.0,95.0,90.0,,93.0,98.0,93.0,94.0,95.0,88.0,94.0,94.0,90.0,,93.0,94.0,95.0,96.0,,98.0,92.0,97.0,98.0,96.0,96.0,85.0,95.0,91.0,100.0,100.0,96.0,95.0,94.0,96.0,95.0,95.0,97.0,90.0,95.0,94.0,97.0,94.0,94.0,96.0,89.0,,96.0,,95.0,93.0,89.0,100.0,94.0,91.0,88.0,91.0,93.0,96.0,93.0,97.0,95.0,93.0,96.0,92.0,92.0,95.0,90.0,93.91666666666667
2017-10-24,85.0,,89.0,,,89.0,94.0,,92.0,,,,,,,91.0,,,,,,,,8.0,,97.0,,,,87.0,,,100.0,,,,,,95.0,98.0,,,,,95.0,,,,,,96.0,,88.0,87.0,,,,,,88.0,,,,,,,,,,82.0,,,,,,,,86.72222222222223
2017-10-25,92.0,89.0,94.0,85.0,94.0,86.0,93.0,93.0,94.0,90.0,96.0,94.0,93.0,,95.0,89.0,86.0,96.0,84.0,91.0,91.0,93.0,89.0,,91.0,83.0,90.0,93.0,,94.0,90.0,83.0,92.0,94.0,92.0,83.0,79.0,90.0,96.0,94.0,95.0,93.0,92.0,94.0,87.0,82.0,93.0,86.0,93.0,94.0,93.0,93.0,90.0,91.0,90.0,,84.0,92.0,91.0,90.0,89.0,100.0,93.0,91.0,87.0,81.0,91.0,95.0,90.0,91.0,93.0,91.0,94.0,86.0,83.0,91.0,93.0,90.58904109589041
2017-10-26,88.0,,80.0,,,87.0,85.0,,91.0,,,,,,,88.0,,,,,,,,,,91.0,,,,83.0,,,89.0,,,,,,85.0,87.0,,,,,89.0,,,,,,82.0,,81.0,88.0,,,,,,74.0,,,,,,,,,,82.0,,,,,,,,85.29411764705883
2017-10-27,88.0,92.0,92.0,90.0,90.0,92.0,94.0,91.0,91.0,93.0,93.0,88.0,90.0,,90.0,95.0,88.0,91.0,93.0,89.0,93.0,90.0,85.0,89.0,85.0,92.0,87.0,88.0,,92.0,90.0,93.0,93.0,85.0,91.0,85.0,90.0,85.0,91.0,96.0,88.0,91.0,93.0,90.0,90.0,90.0,91.0,85.0,89.0,86.0,93.0,87.0,92.0,92.0,87.0,,92.0,89.0,88.0,82.0,83.0,100.0,91.0,88.0,86.0,84.0,90.0,90.0,83.0,87.0,88.0,89.0,89.0,85.0,83.0,90.0,90.0,89.47297297297297
2017-10-28,89.0,,93.0,,,87.0,92.0,,94.0,,,,,,,94.0,,,,,,,,,,94.0,,,,86.0,,,93.0,,,,,,95.0,91.0,,,,,92.0,,,,,,87.0,,86.0,91.0,,,,,,85.0,,,,,,,,,,91.0,,,,,,,,90.58823529411765
2017-10-29,89.0,88.0,92.0,82.0,85.0,83.0,90.0,85.0,87.0,91.0,88.0,84.0,82.0,,79.0,93.0,81.0,88.0,94.0,82.0,92.0,84.0,78.0,87.0,69.0,87.0,72.0,84.0,,81.0,80.0,83.0,90.0,73.0,80.0,86.0,82.0,78.0,85.0,90.0,84.0,86.0,92.0,90.0,88.0,78.0,91.0,77.0,77.0,84.0,82.0,78.0,85.0,93.0,75.0,,80.0,86.0,90.0,85.0,81.0,100.0,83.0,75.0,76.0,75.0,88.0,81.0,74.0,89.0,85.0,83.0,89.0,79.0,79.0,84.0,92.0,84.02702702702703
2017-10-30,89.0,,90.0,,,76.0,83.0,,73.0,,,,,,,92.0,,,,,,,,,,79.0,,,,65.0,,,80.0,,,,,,70.0,84.0,,,,,74.0,,,,,,87.0,,72.0,82.0,,,,,,68.0,,,,,,,,,,64.0,,,,,,,,78.11764705882354
2017-10-31,94.0,85.0,88.0,78.0,75.0,77.0,79.0,85.0,89.0,84.0,71.0,72.0,82.0,,67.0,78.0,85.0,87.0,89.0,83.0,79.0,78.0,83.0,79.0,67.0,76.0,71.0,71.0,,75.0,81.0,74.0,71.0,62.0,75.0,83.0,72.0,82.0,80.0,79.0,79.0,73.0,82.0,79.0,77.0,71.0,81.0,81.0,79.0,73.0,84.0,80.0,68.0,75.0,79.0,,75.0,77.0,74.0,75.0,84.0,97.0,81.0,81.0,83.0,71.0,73.0,74.0,66.0,68.0,75.0,84.0,75.0,82.0,76.0,73.0,87.0,78.08108108108108
2017-11-01,88.0,,97.0,,,82.0,89.0,,86.0,,,,,,,94.0,,,,,,,,,,82.0,,,,74.0,,,89.0,,,,,,98.0,84.0,,,,,83.0,,,,,,81.0,,90.0,95.0,,,,,,87.0,,,,,,,,,,91.0,,,,,,,,87.6470588235294
2017-11-02,88.0,92.0,92.0,83.0,93.0,83.0,89.0,94.0,97.0,95.0,98.0,91.0,96.0,,92.0,95.0,85.0,96.0,96.0,88.0,94.0,92.0,84.0,94.0,91.0,89.0,91.0,93.0,,82.0,85.0,90.0,90.0,93.0,94.0,86.0,80.0,91.0,96.0,81.0,96.0,95.0,94.0,94.0,87.0,79.0,94.0,90.0,92.0,92.0,88.0,94.0,85.0,93.0,85.0,,86.0,94.0,94.0,89.0,92.0,98.0,95.0,88.0,89.0,80.0,93.0,89.0,91.0,92.0,93.0,94.0,95.0,87.0,82.0,91.0,97.0,90.62162162162163
2017-11-03,84.0,,92.0,,,89.0,95.0,,96.0,,,,,,,94.0,,,,,,,,,,97.0,,,,92.0,,,95.0,,,,,,96.0,92.0,,,,,94.0,,,,,,92.0,,94.0,93.0,,,,,,95.0,,,,,,,,,,88.0,,,,,,,,92.82352941176471
2017-11-04,90.0,90.0,94.0,70.0,89.0,88.0,89.0,78.0,84.0,91.0,89.0,90.0,90.0,,83.0,92.0,88.0,82.0,75.0,77.0,86.0,89.0,82.0,83.0,83.0,84.0,85.0,85.0,,84.0,82.0,80.0,83.0,85.0,83.0,82.0,77.0,86.0,86.0,79.0,78.0,90.0,89.0,86.0,85.0,78.0,86.0,74.0,89.0,83.0,88.0,86.0,86.0,86.0,79.0,,80.0,86.0,88.0,75.0,86.0,96.0,83.0,85.0,81.0,73.0,90.0,84.0,81.0,79.0,84.0,78.0,88.0,81.0,85.0,87.0,87.0,84.22972972972973
2017-11-05,84.0,,88.0,,,75.0,86.0,,81.0,,,,,,,78.0,,,,,,,,,,74.0,,,,76.0,,,74.0,,,,,,87.0,71.0,,,,,85.0,,,,,,75.0,,77.0,85.0,,,,,,77.0,,,,,,,,,,76.0,,,,,,,,79.3529411764706
2017-11-06,87.0,87.0,92.0,76.0,93.0,88.0,93.0,85.0,91.0,94.0,93.0,91.0,93.0,,89.0,86.0,96.0,96.0,46.0,86.0,94.0,84.0,93.0,93.0,83.0,77.0,90.0,79.0,,84.0,82.0,67.0,84.0,88.0,94.0,93.0,63.0,91.0,93.0,80.0,88.0,80.0,94.0,94.0,85.0,74.0,95.0,85.0,89.0,93.0,87.0,93.0,85.0,89.0,84.0,,77.0,82.0,84.0,80.0,94.0,100.0,85.0,92.0,90.0,72.0,86.0,95.0,85.0,77.0,82.0,91.0,86.0,93.0,78.0,84.0,98.0,86.48648648648648
2017-11-07,91.0,,96.0,,,88.0,94.0,,91.0,,,,,,,91.0,,,,,,,,,,85.0,,,,82.0,,,88.0,,,,,,92.0,92.0,,,,,86.0,,,,,,86.0,,85.0,94.0,,,,,,89.0,,,,,,,,,,89.0,,,,,,,,89.3529411764706
2017-11-08,85.0,82.0,83.0,92.0,85.0,81.0,89.0,85.0,87.0,84.0,88.0,85.0,86.0,,78.0,86.0,93.0,82.0,57.0,86.0,85.0,83.0,96.0,84.0,80.0,96.0,78.0,86.0,,84.0,84.0,90.0,98.0,83.0,83.0,89.0,87.0,79.0,78.0,98.0,83.0,91.0,85.0,85.0,90.0,86.0,83.0,86.0,81.0,81.0,83.0,78.0,86.0,86.0,90.0,,84.0,88.0,84.0,81.0,86.0,97.0,83.0,81.0,81.0,81.0,81.0,78.0,81.0,81.0,83.0,83.0,86.0,85.0,81.0,90.0,87.0,84.74324324324324
2017-11-09,92.0,,93.0,,,88.0,93.0,,91.0,,,,,,,98.0,,,,,,,,,,95.0,,,,87.0,,,86.0,,,,,,91.0,96.0,,,,,93.0,,,,,,96.0,,90.0,89.0,,,,,,90.0,,,,,,,,,,87.0,,,,,,,,91.47058823529412
2017-11-10,90.0,90.0,91.0,72.0,95.0,79.0,93.0,89.0,90.0,92.0,98.0,90.0,95.0,,84.0,94.0,77.0,92.0,94.0,84.0,92.0,85.0,84.0,91.0,91.0,89.0,90.0,88.0,,74.0,79.0,89.0,84.0,90.0,87.0,77.0,89.0,85.0,97.0,77.0,88.0,90.0,93.0,92.0,77.0,79.0,93.0,82.0,92.0,89.0,82.0,91.0,90.0,89.0,82.0,,83.0,88.0,88.0,85.0,91.0,99.0,90.0,92.0,92.0,69.0,89.0,92.0,87.0,85.0,85.0,86.0,93.0,81.0,75.0,87.0,95.0,87.4054054054054
2017-11-11,84.0,,84.0,,,73.0,84.0,,80.0,,,,,,,90.0,,,,,,,,,,83.0,,,,75.0,,,74.0,,,,,,84.0,71.0,,,,,81.0,,,,,,79.0,,89.0,79.0,,,,,,75.0,,,,,,,,,,85.0,,,,,,,,80.58823529411765
2017-11-12,84.0,87.0,83.0,83.0,87.0,85.0,92.0,84.0,88.0,82.0,89.0,87.0,92.0,,84.0,88.0,80.0,83.0,92.0,83.0,81.0,85.0,84.0,84.0,87.0,90.0,87.0,89.0,,80.0,82.0,82.0,91.0,89.0,88.0,80.0,85.0,80.0,80.0,86.0,85.0,86.0,81.0,86.0,89.0,78.0,80.0,79.0,85.0,85.0,88.0,83.0,92.0,86.0,82.0,,81.0,86.0,87.0,80.0,87.0,97.0,87.0,90.0,89.0,74.0,87.0,82.0,83.0,84.0,84.0,84.0,89.0,78.0,83.0,84.0,85.0,84.98648648648648
2017-11-13,92.0,,95.0,,,92.0,95.0,,92.0,,,,,,,97.0,,,,,,,,,,95.0,,,,94.0,,,97.0,,,,,,92.0,97.0,,,,,96.0,,,,,,96.0,,91.0,93.0,,,,,,91.0,,,,,,,,,,94.0,,,,,,,,94.05882352941177
2017-11-14,87.0,86.0,90.0,92.0,90.0,84.0,90.0,87.0,91.0,90.0,91.0,86.0,96.0,,80.0,91.0,82.0,88.0,76.0,87.0,84.0,85.0,85.0,85.0,83.0,86.0,83.0,85.0,,83.0,88.0,83.0,92.0,81.0,87.0,83.0,87.0,85.0,86.0,94.0,86.0,85.0,87.0,86.0,92.0,83.0,85.0,81.0,94.0,82.0,86.0,91.0,80.0,86.0,85.0,,85.0,88.0,84.0,81.0,91.0,94.0,88.0,91.0,91.0,83.0,83.0,86.0,81.0,80.0,82.0,86.0,87.0,82.0,85.0,84.0,92.0,86.24324324324324
2017-11-15,85.0,,91.0,,,84.0,87.0,,95.0,,,,,,,91.0,,,,,,,,,,84.0,,,,87.0,,,87.0,,,,,,89.0,86.0,,,,,86.0,,,,,,84.0,,82.0,85.0,,,,,,83.0,,,,,,,,,,82.0,,,,,,,,86.3529411764706
2017-11-16,88.0,89.0,95.0,84.0,95.0,85.0,92.0,80.0,89.0,89.0,96.0,94.0,98.0,,89.0,95.0,86.0,94.0,70.0,83.0,88.0,88.0,99.0,,91.0,88.0,93.0,88.0,,84.0,84.0,88.0,90.0,95.0,92.0,87.0,87.0,89.0,86.0,85.0,93.0,84.0,89.0,93.0,86.0,87.0,90.0,88.0,93.0,97.0,86.0,94.0,86.0,94.0,93.0,,86.0,85.0,90.0,91.0,97.0,92.0,91.0,96.0,93.0,81.0,87.0,93.0,92.0,90.0,93.0,86.0,85.0,83.0,87.0,83.0,97.0,89.36986301369863
2017-11-17,86.0,,85.0,,,93.0,95.0,,94.0,,,,,,,98.0,,,,,,,,,,92.0,,,,93.0,,,97.0,,,,,,87.0,99.0,,,,,95.0,,,,,,93.0,,91.0,82.0,,,,,,87.0,,,,,,,,,,83.0,,,,,,,,91.17647058823529
2017-11-18,91.0,89.0,92.0,85.0,91.0,93.0,93.0,82.0,86.0,91.0,91.0,87.0,90.0,,80.0,94.0,83.0,92.0,92.0,82.0,87.0,88.0,92.0,,84.0,96.0,84.0,82.0,,84.0,85.0,99.0,93.0,85.0,84.0,83.0,97.0,86.0,86.0,94.0,90.0,96.0,90.0,92.0,92.0,94.0,88.0,80.0,90.0,90.0,89.0,90.0,91.0,90.0,84.0,,94.0,96.0,87.0,81.0,85.0,85.0,86.0,85.0,85.0,87.0,92.0,89.0,83.0,84.0,85.0,88.0,97.0,84.0,88.0,95.0,92.0,88.58904109589041
2017-11-19,87.0,,92.0,,,83.0,89.0,,82.0,,,,,,,89.0,,,,,,,,,,94.0,,,,75.0,,,95.0,,,,,,91.0,81.0,,,,,89.0,,,,,,85.0,,84.0,90.0,,,,,,80.0,,,,,,,,,,86.0,,,,,,,,86.58823529411765
2017-11-20,89.0,89.0,94.0,86.0,87.0,88.0,84.0,90.0,88.0,91.0,92.0,83.0,92.0,,87.0,94.0,86.0,89.0,89.0,86.0,93.0,88.0,87.0,89.0,75.0,96.0,81.0,86.0,,81.0,85.0,87.0,91.0,82.0,94.0,84.0,87.0,83.0,89.0,92.0,90.0,88.0,93.0,87.0,85.0,81.0,90.0,85.0,89.0,86.0,80.0,88.0,85.0,90.0,87.0,,85.0,90.0,89.0,83.0,84.0,96.0,88.0,91.0,90.0,79.0,87.0,88.0,78.0,85.0,84.0,90.0,91.0,84.0,79.0,87.0,90.0,87.24324324324324
2017-11-21,86.0,,94.0,,,87.0,90.0,,98.0,,,,,,,94.0,,,,,,,,,,93.0,,,,90.0,,,96.0,,,,,,95.0,96.0,,,,,91.0,,,,,,92.0,,87.0,94.0,,,,,,90.0,,,,,,,,,,92.0,,,,,,,,92.05882352941177
2017-11-22,92.0,89.0,94.0,86.0,99.0,93.0,94.0,98.0,98.0,90.0,98.0,97.0,99.0,,94.0,98.0,90.0,97.0,97.0,96.0,94.0,96.0,89.0,96.0,93.0,97.0,93.0,95.0,,97.0,95.0,94.0,97.0,94.0,95.0,91.0,95.0,92.0,94.0,96.0,97.0,94.0,96.0,98.0,92.0,93.0,97.0,91.0,95.0,96.0,95.0,94.0,89.0,92.0,91.0,,95.0,99.0,96.0,93.0,92.0,91.0,97.0,96.0,93.0,91.0,90.0,96.0,94.0,94.0,95.0,98.0,95.0,92.0,90.0,91.0,96.0,94.27027027027027
2017-11-23,91.0,,98.0,,,89.0,93.0,,83.0,,,,,,,94.0,,,,,,,,,,91.0,,,,91.0,,,99.0,,,,,,91.0,90.0,,,,,81.0,,,,,,89.0,,88.0,92.0,,,,,,88.0,,,,,,,,,,91.0,,,,,,,,90.52941176470588
2017-11-24,88.0,90.0,92.0,76.0,87.0,86.0,93.0,81.0,82.0,93.0,86.0,88.0,83.0,,89.0,97.0,68.0,79.0,58.0,86.0,87.0,92.0,85.0,79.0,88.0,87.0,89.0,83.0,,89.0,91.0,88.0,99.0,92.0,87.0,73.0,78.0,77.0,85.0,80.0,80.0,88.0,90.0,88.0,79.0,87.0,85.0,78.0,84.0,85.0,88.0,75.0,82.0,92.0,86.0,,83.0,91.0,86.0,79.0,77.0,97.0,87.0,94.0,83.0,75.0,93.0,76.0,89.0,84.0,87.0,79.0,94.0,75.0,82.0,87.0,76.0,84.75675675675676
2017-11-25,90.0,,94.0,,,84.0,92.0,,86.0,,,,,,,83.0,,,,,,,,,,84.0,,,,79.0,,,94.0,,,,,,95.0,77.0,,,,,82.0,,,,,,76.0,,87.0,91.0,,,,,,82.0,,,,,,,,,,85.0,,,,,,,,85.94117647058823
2017-11-26,88.0,84.0,89.0,88.0,89.0,85.0,94.0,85.0,88.0,84.0,90.0,84.0,90.0,,84.0,86.0,77.0,88.0,92.0,84.0,84.0,84.0,82.0,83.0,86.0,95.0,85.0,81.0,,82.0,83.0,96.0,98.0,85.0,86.0,79.0,94.0,82.0,89.0,94.0,86.0,87.0,82.0,82.0,92.0,88.0,81.0,82.0,87.0,81.0,95.0,83.0,87.0,89.0,83.0,,91.0,88.0,84.0,78.0,87.0,95.0,86.0,89.0,87.0,84.0,88.0,81.0,85.0,76.0,81.0,85.0,93.0,81.0,89.0,89.0,89.0,86.32432432432432
2017-11-27,83.0,,93.0,,,88.0,92.0,,91.0,,,,,,,92.0,,,,,,,,,,96.0,,,,86.0,,,91.0,,,,,,83.0,85.0,,,,,90.0,,,,,,88.0,,89.0,90.0,,,,,,84.0,,,,,,,,,,85.0,,,,,,,,88.58823529411765
2017-11-28,85.0,85.0,85.0,58.0,95.0,84.0,98.0,73.0,84.0,82.0,92.0,89.0,91.0,,87.0,90.0,76.0,82.0,73.0,74.0,83.0,83.0,86.0,79.0,86.0,87.0,86.0,83.0,,76.0,87.0,86.0,89.0,89.0,88.0,79.0,90.0,83.0,87.0,81.0,78.0,92.0,86.0,87.0,69.0,82.0,86.0,70.0,93.0,81.0,89.0,89.0,88.0,91.0,71.0,,84.0,95.0,87.0,69.0,88.0,96.0,79.0,89.0,85.0,73.0,90.0,85.0,86.0,70.0,78.0,76.0,93.0,75.0,87.0,90.0,95.0,83.95945945945945
2017-11-29,90.0,,98.0,,,84.0,91.0,,98.0,,,,,,,97.0,,,,,,,,,,89.0,,,,95.0,,,86.0,,,,,,95.0,82.0,,,,,81.0,,,,,,88.0,,93.0,93.0,,,,,,86.0,,,,,,,,,,87.0,,,,,,,,90.17647058823529
2017-11-30,92.0,96.0,98.0,99.0,99.0,87.0,91.0,98.0,99.0,97.0,96.0,91.0,99.0,,88.0,92.0,95.0,99.0,92.0,98.0,96.0,95.0,96.0,95.0,92.0,93.0,94.0,96.0,,95.0,96.0,82.0,98.0,94.0,95.0,96.0,82.0,95.0,98.0,95.0,98.0,94.0,98.0,98.0,92.0,82.0,96.0,95.0,97.0,97.0,92.0,98.0,95.0,96.0,99.0,,89.0,98.0,96.0,94.0,98.0,97.0,98.0,93.0,94.0,82.0,93.0,96.0,94.0,97.0,97.0,99.0,94.0,93.0,90.0,92.0,97.0,94.55405405405405
2017-12-01,90.0,,95.0,,,84.0,78.0,,95.0,,,,,,,94.0,,,,,,,,,,88.0,,,,89.0,,,96.0,,,,,,99.0,91.0,,,,,89.0,,,,,,87.0,,86.0,92.0,,,,,,88.0,,,,,,,,,,95.0,,,,,,,,90.3529411764706
2017-12-02,87.0,93.0,95.0,98.0,94.0,90.0,93.0,98.0,98.0,95.0,98.0,95.0,97.0,,85.0,86.0,94.0,98.0,76.0,98.0,94.0,93.0,93.0,94.0,83.0,91.0,85.0,95.0,,95.0,95.0,98.0,95.0,82.0,94.0,92.0,91.0,95.0,98.0,94.0,99.0,94.0,94.0,94.0,87.0,94.0,94.0,94.0,95.0,93.0,90.0,93.0,93.0,93.0,97.0,,97.0,,97.0,92.0,95.0,94.0,98.0,87.0,90.0,92.0,92.0,96.0,80.0,92.0,95.0,97.0,92.0,92.0,82.0,93.0,100.0,92.9041095890411
2017-12-03,91.0,,96.0,,,93.0,95.0,,95.0,,,,,,,92.0,,,,,,,,,,95.0,,,,91.0,,,97.0,,,,,,97.0,96.0,,,,,93.0,,,,,,93.0,,93.0,94.0,,,,8.0,,90.0,,,,,,,,,,91.0,,,,,,,,88.88888888888889
2017-12-04,93.0,92.0,97.0,88.0,92.0,89.0,96.0,96.0,94.0,94.0,93.0,87.0,90.0,,83.0,87.0,92.0,93.0,89.0,92.0,91.0,91.0,86.0,89.0,77.0,92.0,79.0,91.0,,86.0,87.0,95.0,88.0,81.0,93.0,90.0,88.0,90.0,92.0,85.0,94.0,89.0,92.0,91.0,91.0,88.0,92.0,89.0,89.0,91.0,87.0,89.0,84.0,90.0,87.0,,94.0,,92.0,88.0,90.0,96.0,92.0,90.0,88.0,87.0,90.0,92.0,80.0,89.0,92.0,94.0,93.0,89.0,84.0,90.0,97.0,89.83561643835617
2017-12-05,90.0,,97.0,,,84.0,88.0,,95.0,,,,,,,93.0,,,,,,,,,,92.0,,,,84.0,,,83.0,,,,,,96.0,88.0,,,,,91.0,,,,,,81.0,,84.0,87.0,,,,8.0,,83.0,,,,,,,,,,89.0,,,,,,,,84.05555555555556
2017-12-06,91.0,93.0,96.0,84.0,94.0,90.0,89.0,91.0,94.0,94.0,99.0,92.0,88.0,,94.0,91.0,71.0,90.0,93.0,86.0,95.0,91.0,82.0,92.0,90.0,96.0,91.0,92.0,,83.0,86.0,86.0,89.0,97.0,96.0,73.0,91.0,82.0,100.0,88.0,94.0,93.0,95.0,93.0,82.0,76.0,95.0,76.0,91.0,90.0,88.0,88.0,92.0,90.0,83.0,,86.0,,93.0,90.0,79.0,92.0,93.0,89.0,85.0,77.0,93.0,90.0,94.0,93.0,94.0,90.0,94.0,74.0,86.0,92.0,85.0,89.24657534246575
2017-12-07,88.0,,90.0,,,76.0,83.0,,80.0,,,,,,,89.0,,,,,,,,,,95.0,,,,69.0,,,91.0,,,,,,88.0,70.0,,,,,75.0,,,,,,83.0,,86.0,93.0,,,,8.0,,78.0,,,,,,,,,,85.0,,,,,,,,79.27777777777777
2017-12-08,87.0,83.0,87.0,64.0,91.0,77.0,77.0,79.0,77.0,89.0,92.0,88.0,88.0,,82.0,91.0,69.0,81.0,63.0,77.0,88.0,87.0,80.0,81.0,90.0,93.0,89.0,81.0,,72.0,73.0,86.0,96.0,91.0,89.0,69.0,78.0,81.0,91.0,74.0,82.0,83.0,89.0,88.0,74.0,78.0,86.0,81.0,90.0,83.0,85.0,81.0,77.0,83.0,78.0,,78.0,79.0,83.0,75.0,83.0,96.0,82.0,91.0,87.0,69.0,80.0,84.0,90.0,74.0,80.0,80.0,83.0,69.0,82.0,76.0,88.0,82.13513513513513
2017-12-09,92.0,,90.0,,,93.0,95.0,,85.0,,,,,,,96.0,,,,,,,,,,97.0,,,77.0,77.0,,,97.0,,,,,,80.0,95.0,79.0,,,,94.0,,,,,,94.0,,94.0,88.0,,,,,,76.0,,,,,84.0,,,,,78.0,,,,,,,,88.05
