No,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county,STANAME,isUrban
512,MpTarnowWIOSSoli6303,PL0122A,Tarnów Al. Solidarności,MpTarnowWIOSSoli6303,2001-01-01,2009-12-31,background,urban,container,małopolskie,Tarnów,al. Solidarności,50.016111,20.983611,powiat Tarnów,TARNOW,1
513,MpTarnowWSSEMosc6301,,Tarnów ul.Mościckiego 10,MpTarnowWSSEMosc6301,2001-01-01,2005-12-31,background,urban,container,małopolskie,Tarnów,ul. Mościckiego 10,50.006667,20.975278,powiat Tarnów,TARNOW,1
514,MpTarnowWSSEWest6302,,Tarnów Westerplatte,MpTarnowWSSEWest6302,2003-01-01,2008-12-31,background,urban,container,małopolskie,Tarnów,ul. Westerplatte 10,50.023333,21.005,powiat Tarnów,TARNOW,1
515,MpTarRoSitko,PL0647A,"Tarnów, ul. Ks. Romana Sitko",,2016-01-01,,communication,urban,container,małopolskie,Tarnów,ul. Ks. Romana Sitko,50.018253,20.992578,powiat Tarnów,TARNOW,1
516,MpTrzebiWIOSPils0303,PL0123A,Trzebinia,MpTrzebiWIOSPils0303,2004-01-23,2010-08-31,industrial,urban,container,małopolskie,Trzebinia,ul. Piłsudskiego,50.160833,19.472778,powiat chrzanowski,TRZEBINIA,0
517,MpTrzebOsZWM,PL0552A,"Trzebinia, os. Związku Walki Młodych",,2010-01-01,,background,urban,container,małopolskie,Trzebinia,os. Widokowe (dawne os. ZWM),50.159406,19.477464,powiat chrzanowski,TRZEBINIA,0
518,MpTuchChopin,PL0481A,"Tuchów, ul. Chopina",,2009-01-01,,background,urban,dust collector,małopolskie,Tuchów,ul. Chopina,49.894169,21.051061,powiat tarnowski,TUCHOW,0
519,MpWadowiWIOSPSka1805,PL0124A,"Wadowice, os. Pod Skarpą",MpWadowiWIOSPSka1805,2004-12-16,2014-12-31,background,urban,dust collector,małopolskie,Wadowice,os. Pod Skarpą,49.872761,19.497942,powiat wadowicki,WADOWICE,0
520,MpWadowiWIOSPska1807,,wadowice mobilna,MpWadowiWIOSPska1807,2005-01-01,2008-12-31,background,urban,mobile,małopolskie,Wadowice,os. Pod Skarpą,49.871944,19.498333,powiat wadowicki,WADOWICE,0
521,MpWadowiWIOSTeat1802,,Wadowice Teatralna,MpWadowiWIOSTeat1802,2002-01-01,2003-12-31,background,urban,in-house,małopolskie,Wadowice,ul. Teatralna 1,49.884722,19.489722,powiat wadowicki,WADOWICE,0
522,MpWielDembowMOB,PL0648A,"Wieliczka, ul. Dembowskiego",MpWielDembowMOB,2016-01-01,2016-12-31,background,urban,mobile,małopolskie,Wieliczka,ul. Dembowskiego,49.98825,20.059,powiat wielicki,WIELICZKA,0
523,MpWielicWIOSOSP1902,,Wieliczka OSP,MpWielicWIOSOSP1902,2002-01-01,2003-12-31,background,urban,in-house,małopolskie,Wieliczka,ul. OSP Plac Targowy,49.975833,20.057778,powiat wielicki,WIELICZKA,0
525,MpWysowaWSSE0502,,Uście Gorlickie Wysowa,MpWysowaWSSE0502,2000-01-01,2004-12-31,background,nonurban,in-house,małopolskie,Uście Gorlickie Wysowa,ul. Wysowa,49.424722,21.176389,powiat gorlicki,USCIE GORLICKIE WYSOWA,0
526,MpZabieWapie,PL0728A,"Zabierzów, ul. Wapienna",,2019-01-01,,background,urban,dust collector,małopolskie,Zabierzów,Wapienna,50.116028,19.800639,powiat krakowski,ZABIERZOW,0
527,MpZakopaSien,PL0126A,"Zakopane, ul. Sienkiewicza",,2003-04-01,,background,urban,container,małopolskie,Zakopane,ul. Sienkiewicza,49.293564,19.960083,powiat tatrzański,ZAKOPANE,0
528,MzBelsIGFPAN,PL0014A,"Belsk Duży, IGF PAN",,1991-07-01,,background,nonurban,container,mazowieckie,Belsk Duży,Osiedle PAN 1,51.835242,20.791912,powiat grójecki,BELSK DUZY,0
529,MzBialaKmiciMOB,PL0712A,"Biała, ul. Kmicica",,2019-01-01,,industrial,suburban,mobile,mazowieckie,Biała,ul. Andrzeja Kmicica 33,52.602534,19.6451,powiat płocki,BIALA,0
530,MzCiechSienkWSSE,,Ciechanów-Sienkiewicza,MzCiechSienkWSSE,1979-07-01,2006-12-31,background,urban,in-house,mazowieckie,Ciechanów,ul. Sienkiewicza,52.88265,20.594756,powiat ciechanowski,CIECHANOW,0
531,MzCiechStrazacka,PL0127A,Ciechanów-Strażacka,MzCiechStrazacka,1992-07-01,2014-12-31,background,urban,in-house,mazowieckie,Ciechanów,ul. Strażacka 6,52.878436,20.613288,powiat ciechanowski,CIECHANOW,0
532,MzGostMajaWSSE,,Gostynin-Maja,MzGostMajaWSSE,1998-04-09,2007-12-31,background,urban,in-house,mazowieckie,Gostynin,ul. 3 Maja 17,52.425533,19.460439,powiat gostyniński,GOSTYNIN,0
533,MzGranicaKPN,PL0128A,"Granica, KPN",,2003-08-01,,background,nonurban,container,mazowieckie,Granica,Kampinoski Park Narodowy,52.285858000000005,20.454653,powiat warszawski zachodni,GRANICA,0
534,MzGrodziskWSSE,,Grodzisk Maz-Kościuszki,MzGrodziskWSSE,2005-01-01,2007-12-31,background,urban,in-house,mazowieckie,Grodzisk Mazowiecki,ul. Kościuszki 32a,52.109081,20.625174,powiat grodziski,GRODZISK MAZOWIECKI,0
535,MzGutyDuCzer,PL0649A,Guty Duże,,2016-01-01,,background,nonurban,container,mazowieckie,Guty Duże,Guty Duże 4,52.943172,21.288167,powiat makowski,GUTY DUZE,0
536,MzKonJezMos,PL0673A,Konstancin-Jeziorna-Wierzejewskiego,MzKonJezMos,2017-01-01,,background,suburban,mobile,mazowieckie,Konstancin-Jeziorna,Wierzejewskiego 12,52.080625,21.111186,powiat piaseczyński,KONSTANCIN-JEZIORNA,0
537,MzKonJezWieMOB,PL0673A,"Konstancin-Jeziorna, ul. Wierzejewskiego",,2017-01-01,,background,suburban,mobile,mazowieckie,Konstancin-Jeziorna,ul. Wierzejewskiego 12,52.080625,21.111186,powiat piaseczyński,KONSTANCIN-JEZIORNA,0
538,MzKonJezZrodWSSE,,Konstancin Jeziorna - Źródlana,MzKonJezZrodWSSE,1989-06-15,2006-12-31,background,urban,in-house,mazowieckie,Konstancin-Jeziorna,ul. Źródlana 6/8,52.084541,21.113746,powiat piaseczyński,KONSTANCIN-JEZIORNA,0
539,MzKozienSwierWSSE,,Kozienice-Świerczewskiego,MzKozienSwierWSSE,1984-01-01,2003-12-31,background,urban,in-house,mazowieckie,Kozienice,ul. Świerczewskiego 27,51.58563,21.545647,powiat kozienicki,KOZIENICE,0
540,MzLegionBronWSSE,,Legionowo-Broniewskiego,MzLegionBronWSSE,1991-11-06,2009-12-31,background,urban,in-house,mazowieckie,Legionowo,ul. Broniewskiego 6,52.399686,20.927147,powiat legionowski,LEGIONOWO,0
541,MzLegZegrzyn,PL0129A,"Legionowo, ul. Zegrzyńska",,2003-08-01,,background,suburban,container,mazowieckie,Legionowo,ul. Zegrzyńska 38,52.407578,20.955928,powiat legionowski,LEGIONOWO,0
542,MzMakMMickWSSE,,Maków-Mazowiecki-Mickiewicza,MzMakMMickWSSE,1985-01-01,2006-12-31,background,urban,in-house,mazowieckie,Maków Mazowiecki,ul. Mickiewicza 31,52.864687,21.094026,powiat makowski,MAKOW MAZOWIECKI,0
543,MzMinMazKaziMOB,PL0753A,Mińsk Mazowiecki-Kazikowskiego,MzMinMazKaziMOB,2019-01-01,2020-12-31,background,urban,mobile,mazowieckie,Mińsk Mazowiecki,Zygmunta Kazikowskiego 18,52.178766,21.560968,powiat miński,MINSK MAZOWIECKI,0
544,MzMinskKilinWSSE,PL0394A,Mińsk-Kilińskiego,MzMinskKilinWSSE,2004-01-01,2009-12-31,background,urban,in-house,mazowieckie,Mińsk Mazowiecki,ul. Kilińskiego 10,52.179811,21.56651,powiat miński,MINSK MAZOWIECKI,0
545,MzMinskKoscWSSE,,Mińsk-Kościuszki,MzMinskKoscWSSE,1992-01-01,2003-12-31,background,urban,in-house,mazowieckie,Mińsk Mazowiecki,ul. Kościuszki 9,52.18047,21.558658,powiat miński,MINSK MAZOWIECKI,0
546,MzMlawaMajaWSSE,,Mława-Maja,MzMlawaMajaWSSE,1980-01-01,2006-12-31,background,urban,in-house,mazowieckie,Mława,ul. 1 Maja 6,53.112359,20.381051,powiat mławski,MLAWA,0
547,MzMlawOrdona,PL0516A,Mława-Ordona,MzMlawaOrdona,2006-01-01,2018-01-01,background,urban,dust collector,mazowieckie,Mława,ul. Ordona 14,53.11190799999999,20.371725,powiat mławski,MLAWA,0
548,MzNowDwChemWSSE,PL0130A,Nowy Dwór-Chemików,MzNowDwChemWSSE,2004-01-01,2009-12-31,background,urban,in-house,mazowieckie,Nowy Dwór Mazowiecki,ul. Chemików,52.429424,20.724131,powiat nowodworski,NOWY DWOR MAZOWIECKI,0
549,MzOstMazSikorWSSE,PL0395A,Ostrów Mazowiecka-Sikorskiego,MzOstMazSikorWSSE,1980-01-01,2009-12-31,background,urban,in-house,mazowieckie,Ostrów Mazowiecka,ul. Generała Sikorskiego 3,52.803259,21.890476,powiat ostrowski,OSTROW MAZOWIECKA,0
550,MzOstroHalle,PL0620A,"Ostrołęka, ul. Hallera",,2015-01-01,,background,urban,dust collector,mazowieckie,Ostrołęka,ul. gen. J. Hallera 12,53.083736,21.579322,powiat Ostrołęka,OSTROLEKA,1
551,MzOstrolKoscWSSE,,Ostrołęka-Kościuszki,MzOstrolKoscWSSE,1982-01-01,2006-12-31,background,urban,in-house,mazowieckie,Ostrołęka,ul. Kościuszki 19,53.08531899999999,21.568983,powiat Ostrołęka,OSTROLEKA,1
552,MzOstrolTargowa,PL0131A,Ostrołęka-Targowa,MzOstrolTargowa,1994-01-03,2014-12-31,background,urban,dust collector,mazowieckie,Ostrołęka,ul. Targowa 4,53.084023,21.589205,powiat Ostrołęka,OSTROLEKA,1
553,MzOtwoBrzozo,PL0539A,"Otwock, ul. Brzozowa",,2010-05-11,,background,suburban,container,mazowieckie,Otwock,ul. Brzozowa 2,52.115725,21.237297,powiat otwocki,OTWOCK,0
554,MzOtwockBrzozWSSE,PL0132A,Otwock-BrzozowaWSSE,MzOtwockBrzozWSSE,1980-01-02,2009-12-31,background,urban,in-house,mazowieckie,Otwock,ul. Brzozowa 2,52.115444,21.237658,powiat otwocki,OTWOCK,0
555,MzPiaseczDworWSSE,PL0133A,Piaseczno-Dworska,MzPiaseczDworWSSE,1981-10-01,2009-12-31,background,urban,in-house,mazowieckie,Piaseczno,ul. Dworska,52.051445,21.005582,powiat piaseczyński,PIASECZNO,0
556,MzPiasPulask,PL0134A,"Piastów, ul. Pułaskiego",,2003-08-01,,background,suburban,container,mazowieckie,Piastów,ul. Pułaskiego 6/8,52.191728000000005,20.837489,powiat pruszkowski,PIASTOW,0
557,MzPiastWarszWSSE,,Piastów-Warszawska,MzPiastWarszWSSE,1994-01-04,2003-12-31,industrial,urban,in-house,mazowieckie,Piastów,ul. Warszawska 24,52.186581,20.843524,powiat pruszkowski,PIASTOW,0
558,MzPionkiSienWSSE,,Pionki-Sienkiewicza,MzPionkiSienWSSE,1995-01-09,2003-12-31,background,urban,in-house,mazowieckie,Pionki,ul. Sienkiewicza 11,51.478028,21.451383,powiat radomski,PIONKI,0
559,MzPlockJasnaWSSE,,Płock-Jasna,MzPlockJasnaWSSE,1986-04-14,2006-12-31,background,urban,in-house,mazowieckie,Płock,ul. Jasna 8,52.554005,19.667701,powiat Płock,PLOCK,1
560,MzPlockKolegWSSE,PL0135A,Płock-Kolegialna,MzPlockKolegWSSE,2004-02-27,2009-12-31,background,urban,in-house,mazowieckie,Płock,ul. Kolegialna 20,52.542222,19.695556,powiat Płock,PLOCK,1
561,MzPlockKolodWSSE,,Płock-Piasta Kołodzieja,MzPlockKolodWSSE,1990-01-02,2003-12-31,background,urban,in-house,mazowieckie,Płock,ul. Piasta Kołodzieja 4,52.550865,19.69058,powiat Płock,PLOCK,1
562,MzPlockLaczWSSE,,Płock-Łączniczek,MzPlockLaczWSSE,1991-01-10,2003-12-31,background,urban,in-house,mazowieckie,Płock,ul. Łączniczek 14,52.539936,19.751334,powiat Płock,PLOCK,1
563,MzPlockOpsis,,Płock-Opsis,MzPlockOpsis,1995-02-27,2006-12-31,communication,urban,in-house,mazowieckie,Płock,ul. Jachowicza 44,52.549779,19.691923000000003,powiat Płock,PLOCK,1
564,MzPlockPiaskaWSSE,,Płock-Piaska,MzPlockPiaskaWSSE,1987-01-05,2006-12-31,background,urban,in-house,mazowieckie,Płock,ul. Piaska 5,52.544338,19.724452,powiat Płock,PLOCK,1
565,MzPlockPKN1,PL0396A,Płock-Trzepowo,MzPlockPKN1,1996-12-01,2009-12-31,industrial,urban,container,mazowieckie,Trzepowo,ul. Trzepowo 56,52.5888,19.724289,powiat płocki,TRZEPOWO,0
566,MzPlockPKN2,PL0397A,Płock-Maszewo,MzPlockPKN2,1994-10-01,2009-12-31,background,nonurban,container,mazowieckie,Maszewo Duże,ul. Maszewo Duże 154,52.584167,19.6114,powiat płocki,MASZEWO DUZE,0
567,MzPlockPKN3,,Płock-Chełpowo,MzPlockPKN3,1993-01-01,2005-12-31,industrial,urban,container,mazowieckie,Chełpowo,ul. Długa,52.5675,19.6875,powiat Płock,CHELPOWO,1
568,MzPlocKroJad,PL0398A,"Płock, ul. Królowej Jadwigi",,1993-01-01,,industrial,urban,container,mazowieckie,Płock,ul. Królowej Jadwigi 4,52.556279,19.687672,powiat Płock,PLOCK,1
569,MzPlocMiReja,PL0136A,"Płock, ul. Reja",,2003-08-01,,background,urban,container,mazowieckie,Płock,ul. Mikołaja Reja 28,52.550938,19.709791,powiat Płock,PLOCK,1
570,MzPlonskSienWSSE,,Płońsk-Sienkiewicza,MzPlonskSienWSSE,1987-01-01,2003-12-31,background,urban,in-house,mazowieckie,Płońsk,ul. Sienkiewicza 7a,52.629778,20.37556,powiat płoński,PLONSK,0
571,MzPruszKraszeWSSE,PL0399A,Pruszków-Kraszewskiego,MzPruszKraszeWSSE,2004-01-01,2009-12-31,background,urban,in-house,mazowieckie,Pruszków,ul. Kraszewskiego 14,52.162262,20.812831,powiat pruszkowski,PRUSZKOW,0
572,MzPruszMajWSSE,,Pruszków-Majowa,MzPruszMajWSSE,1980-10-01,2003-12-31,background,urban,in-house,mazowieckie,Pruszków,ul. Majowa 14,52.17154,20.810253,powiat pruszkowski,PRUSZKOW,0
573,MzPultusKoscWSSE,,Pułtusk-Kościuszki,MzPultusKoscWSSE,1987-01-01,2003-12-31,background,urban,in-house,mazowieckie,Pułtusk,ul. Kościuszki 16,52.70964300000001,21.083912,powiat pułtuski,PULTUSK,0
574,MzPultusMajaWSSE,,Pułtusk-Maja,MzPultusMajaWSSE,2004-01-01,2006-12-31,background,urban,in-house,mazowieckie,Pułtusk,ul. 3 Maja 20,52.707685,21.084498,powiat pułtuski,PULTUSK,0
575,MzRad25Czerw,PL0137A,"Radom, ul. 25 Czerwca",,2010-07-01,,background,urban,dust collector,mazowieckie,Radom,ul. 25 Czerwca 1976 70,51.40608,21.166819,powiat Radom,RADOM,1
576,MzRadHallera,PL0493A,"Radom, ul. Hallera",,2010-06-23,,background,urban,dust collector,mazowieckie,Radom,ul. Hallera,51.415324,21.171285,powiat Radom,RADOM,1
577,MzRadomAlekWSSE,,Radom-Józefów,MzRadomAlekWSSE,1987-11-06,2006-12-31,background,urban,in-house,mazowieckie,Radom,ul. Aleksandrowicza 5,51.437739,21.161865,powiat Radom,RADOM,1
578,MzRadomCzWSSE,,Radom-CzerwcaWSSE,MzRadomCzWSSE,2004-01-01,2009-12-31,background,urban,container,mazowieckie,Radom,ul. 25 Czerwca,51.400128,21.162633,powiat Radom,RADOM,1
579,MzRadomLubonWSSE,,Radom-Lubońskiego,MzRadomLubonWSSE,1992-01-22,2003-12-31,background,urban,in-house,mazowieckie,Radom,ul. Lubońskiego 2,51.390409000000005,21.170235,powiat Radom,RADOM,1
580,MzRadomPulask,,Radom-Pułaskiego,MzRadomPulask,1996-04-22,2006-12-31,background,urban,in-house,mazowieckie,Radom,ul. Pułaskiego 9,51.42521,21.158278,powiat Radom,RADOM,1
581,MzRadTochter,PL0138A,"Radom, ul. Tochtermana",,2003-08-01,,background,urban,container,mazowieckie,Radom,ul. Tochtermana 1,51.399084,21.147474,powiat Radom,RADOM,1
582,MzSiedChrobWSSE,,Siedlce-Chrobrego,MzSiedChrobWSSE,1994-01-01,2003-12-31,background,urban,in-house,mazowieckie,Siedlce,ul. Chrobrego 19,52.18308,22.27501,powiat Siedlce,SIEDLCE,1
583,MzSiedKonars,PL0538A,"Siedlce, ul. Konarskiego",,2012-01-01,,background,urban,container,mazowieckie,Siedlce,ul. Konarskiego 11,52.172145,22.282001,powiat Siedlce,SIEDLCE,1
584,MzSiedPodlasWSSE,,Siedlce-Podlaska,MzSiedPodlasWSSE,1990-01-01,2004-12-31,background,urban,in-house,mazowieckie,Siedlce,ul. Podlaska 8,52.160795,22.255203,powiat Siedlce,SIEDLCE,1
585,MzSiedPoniatWSSE,,Siedlce-Poniatowskiego,MzSiedPoniatWSSE,2008-01-01,2009-12-31,background,urban,in-house,mazowieckie,Siedlce,ul. Poniatowskiego 31,52.176298,22.288741,powiat Siedlce,SIEDLCE,1
586,MzSiedSienkWSSE,,Siedlce-Sienkiewicza,MzSiedSienkWSSE,1994-01-03,2004-12-31,background,urban,in-house,mazowieckie,Siedlce,ul. Sienkiewicza 32,52.165962,22.278046,powiat Siedlce,SIEDLCE,1
587,MzSiedStarowWSSE,,Siedlce-Starowiejska,MzSiedStarowWSSE,1998-01-01,2003-12-31,background,urban,in-house,mazowieckie,Siedlce,ul. Starowiejska 66,52.166475,22.292956,powiat Siedlce,SIEDLCE,1
588,MzSiedWoszczWSSE,,Siedlce-Woszczerowicza,MzSiedWoszczWSSE,2005-01-01,2007-12-31,background,urban,in-house,mazowieckie,Siedlce,ul. Woszczerowicza 9,52.164444,22.279722,powiat Siedlce,SIEDLCE,1
589,MzSierpcPiastWSSE,,Sierpc-Piastowska,MzSierpcPiastWSSE,1987-02-03,2006-12-31,background,urban,in-house,mazowieckie,Sierpc,ul. Piastowska 24,52.853175,19.666716,powiat sierpecki,SIERPC,0
590,MzSierWiosnyMOB,PL0785A,"Sierpc, ul. Wiosny Ludów",,2021-01-09,,background,urban,mobile,mazowieckie,Sierpc,ul. Wiosny Ludów 7,52.851783,19.662061,powiat sierpecki,SIERPC,0
591,MzSochPlocWSSE,PL0400A,Sochaczew-Płocka,MzSochPlocWSSE,2004-01-01,2009-12-31,background,urban,in-house,mazowieckie,Sochaczew,ul. Płocka,52.231793,20.219171,powiat sochaczewski,SOCHACZEW,0
592,MzSochSierpWSSE,,Sochaczew-Sierpnia,MzSochSierpWSSE,2004-01-01,2005-12-31,background,urban,in-house,mazowieckie,Sochaczew,ul. 15 Sierpnia 4,52.221772,20.234649,powiat sochaczewski,SOCHACZEW,0
593,MzSokPodSierpWSSE,,Sokołów Podlaski-Sierpnia,MzSokPodSierpWSSE,1994-01-01,2003-12-31,background,urban,in-house,mazowieckie,Sokołów Podlaski,ul. 1 Sierpnia 1d,52.405721,22.234814,powiat sokołowski,SOKOLOW PODLASKI,0
594,MzTluszczJKiel,PL0139A,Tłuszcz-Kielaka,MzTluszczJKiel,2003-08-01,2010-12-31,background,suburban,container,mazowieckie,Tłuszcz,ul. Jana Kielaka 1,52.425833,21.429167,powiat wołomiński,TLUSZCZ,0
595,MzWarAKrzywo,PL0214A,"Warszawa, ul. Krzywoń",,2011-01-01,,background,urban,dust collector,mazowieckie,Warszawa,ul. Anieli Krzywoń,52.228649,20.917513,powiat Warszawa,WARSZAWA,1
596,MzWarAKrzywWSSE,,Warszawa-Anieli KrzywońWSSE,MzWarAKrzywWSSE,2004-01-01,2009-12-31,background,urban,container,mazowieckie,Warszawa,ul. Anieli Krzywoń,52.228649,20.917513,powiat Warszawa,WARSZAWA,1
597,MzWarAlNiepo,PL0140A,"Warszawa, al. Niepodległości",,2003-08-01,,communication,urban,container,mazowieckie,Warszawa,al. Niepodległości 227/233,52.219298,21.004724,powiat Warszawa,WARSZAWA,1
598,MzWarBajkowa,PL0717A,"Warszawa, ul. Bajkowa",,2019-01-01,,background,urban,container,mazowieckie,Warszawa,ul. Bajkowa 17/21,52.188474,21.176233,powiat Warszawa,WARSZAWA,1
599,MzWarChrosci,PL0739A,"Warszawa, ul. Chrościckiego",,2019-01-01,,background,urban,container,mazowieckie,Warszawa,ul. Chrościckiego 16/18,52.207742,20.906073000000003,powiat Warszawa,WARSZAWA,1
600,MzWarKondrat,PL0143A,"Warszawa, ul. Kondratowicza",,2003-08-01,,background,urban,container,mazowieckie,Warszawa,ul. Kondratowicza 8,52.290864,21.042458,powiat Warszawa,WARSZAWA,1
601,MzWarMarszal,PL0592A,Warszawa-Marszałkowska,MzWarszMarsz,2013-01-01,2017-12-31,communication,urban,container,mazowieckie,Warszawa,ul. Marszałkowska 68,52.225157,21.014803,powiat Warszawa,WARSZAWA,1
602,MzWarMeteo,PL0787A,"Warszawa, IMiGW",,2021-01-01,,background,urban,container,mazowieckie,Warszawa,ul. Podleśna 61,52.281472,20.963361,powiat Warszawa,WARSZAWA,1
603,MzWarPodlesn,PL0044A,Warszawa-Podleśna,MzWarPodIMGW,2003-09-30,2020-12-31,background,urban,in-house,mazowieckie,Warszawa,ul. Podleśna 61,52.280939,20.962156,powiat Warszawa,WARSZAWA,1
604,MzWarPorajow,PL0034A,Warszawa-Porajów,MzWarszPorajow,1991-01-01,2016-01-04,industrial,urban,container,mazowieckie,Warszawa,ul. Porajów 3,52.314516,20.958614,powiat Warszawa,WARSZAWA,1
605,MzWarPuszSol,PL0033A,Warszawa-Puszczy Solskiej,MzWarszPuszSolska,1998-08-22,2016-01-04,industrial,urban,container,mazowieckie,Warszawa,ul. Puszczy Solskiej 5,52.226408,20.908633,powiat Warszawa,WARSZAWA,1
606,MzWarszAlJerozol,,Warszawa-Aleje Jerozolimskie,MzWarszAlJerozol,1993-01-01,2004-12-31,background,urban,in-house,mazowieckie,Warszawa,al. Jerozolimskie 30,52.231631,21.0189,powiat Warszawa,WARSZAWA,1
607,MzWarszArmLudWSSE,,Warszawa-Armii Ludowej,MzWarszArmLudWSSE,1989-10-01,2003-12-31,communication,urban,in-house,mazowieckie,Warszawa,ul. Armii Ludowej 16,52.217723,21.011722,powiat Warszawa,WARSZAWA,1
608,MzWarszBednarWSSE,,Warszawa-Bednarska,MzWarszBednarWSSE,1976-09-01,2006-12-31,communication,urban,in-house,mazowieckie,Warszawa,ul. Bednarska 2/4,52.245977,21.020429,powiat Warszawa,WARSZAWA,1
609,MzWarszBernWoda,PL0215A,Warszawa-Bernardyńska,MzWarszBernWoda,1996-04-26,2013-12-31,industrial,urban,container,mazowieckie,Warszawa,ul. Przy Bernardyńskiej Wodzie 7,52.191733,21.051053,powiat Warszawa,WARSZAWA,1
610,MzWarszBialobWSSE,,Warszawa-Białobrzeska,MzWarszBialobWSSE,1994-01-01,2006-12-31,background,urban,in-house,mazowieckie,Warszawa,ul. Białobrzeska 26,52.213226,20.973755,powiat Warszawa,WARSZAWA,1
611,MzWarszBorKomWSSE,PL0309A,Warszawa-Bora Komorowskiego,MzWarszBorKomWSSE,1995-03-14,2008-12-31,background,urban,container,mazowieckie,Warszawa,ul. Bora Komorowskiego 31,52.225194,21.087355,powiat Warszawa,WARSZAWA,1
612,MzWarszHertzaWSSE,,Warszawa-Hertza,MzWarszHertzaWSSE,1980-01-02,2003-12-31,background,urban,in-house,mazowieckie,Warszawa,ul. Hertza 8,52.224538,21.152749,powiat Warszawa,WARSZAWA,1
613,MzWarszKochanWSSE,,Warszawa-Kochanowskiego,MzWarszKochanWSSE,1980-01-02,2003-12-31,background,urban,in-house,mazowieckie,Warszawa,ul. Kochanowskiego 21,52.267161,20.94953,powiat Warszawa,WARSZAWA,1
614,MzWarszKrucza,PL0010A,Warszawa-Krucza,MzWarszKrucza,1990-01-01,2013-12-31,background,urban,in-house,mazowieckie,Warszawa,ul. Krucza 5/11,52.224583,21.019039000000003,powiat Warszawa,WARSZAWA,1
615,MzWarszLazurowa,,Warszawa - Lazurowa,MzWarszLazurowa,1991-11-01,2008-12-31,industrial,urban,container,mazowieckie,Warszawa,ul. Lazurowa,52.220278,20.8975,powiat Warszawa,WARSZAWA,1
616,MzWarszOskLanWSSE,,Warszawa-Oskara Lange,MzWarszOskLanWSSE,1996-01-01,2003-12-31,background,urban,container,mazowieckie,Warszawa,ul. Oskara Lange,52.181540000000005,21.008873,powiat Warszawa,WARSZAWA,1
617,MzWarszSGGW,PL0274A,Warszawa-Nowoursynowska,MzWarszSGGW,2001-02-01,2012-12-31,background,urban,in-house,mazowieckie,Warszawa,ul. Nowoursynowska 166,52.160556,21.047778,powiat Warszawa,WARSZAWA,1
618,MzWarszSuwalWSSE,,Warszawa-Suwalska,MzWarszSuwalWSSE,1995-04-03,2003-12-31,background,urban,container,mazowieckie,Warszawa,ul. Suwalska 14,52.295469,21.029065,powiat Warszawa,WARSZAWA,1
619,MzWarszZelazWSSE,PL0142A,Warszawa-Żelazna,MzWarszZelazWSSE,1976-09-01,2009-12-31,background,urban,in-house,mazowieckie,Warszawa,ul. Żelazna 79,52.237499,20.98793,powiat Warszawa,WARSZAWA,1
620,MzWarTolstoj,PL0308A,"Warszawa, ul. Tołstoja",,2000-05-15,,background,urban,container,mazowieckie,Warszawa,ul. Tołstoja 2,52.285073,20.933018,powiat Warszawa,WARSZAWA,1
621,MzWarWokalna,PL0141A,"Warszawa, ul. Wokalna",,2003-08-01,,background,urban,container,mazowieckie,Warszawa,ul. Wokalna 1,52.160772,21.033819,powiat Warszawa,WARSZAWA,1
622,MzWarZeganWSSE,PL0216A,Warszawa-Żegańska,MzWarZeganWSSE,2004-01-01,2009-12-31,background,urban,container,mazowieckie,Warszawa,ul. Żegańska,52.205769,21.169522,powiat Warszawa,WARSZAWA,1
623,MzWolOgrodowa,PL0404A,Wołomin-Ogrodowa,MzWolOgrodowa,2010-09-20,2013-04-23,background,urban,in-house,mazowieckie,Wołomin,ul. Ogrodowa 4,52.344675,21.239511,powiat wołomiński,WOLOMIN,0
624,MzWolomLegionWSSE,,Wołomin-Legionów,MzWolomLegionWSSE,2000-01-03,2006-12-31,background,urban,in-house,mazowieckie,Wołomin,ul. Legionów 78,52.338759,21.241824,powiat wołomiński,WOLOMIN,0
625,MzWyszDaszynWSSE,,Wyszków-Daszyńskiego,MzWyszDaszynWSSE,1982-01-01,2006-12-31,background,urban,in-house,mazowieckie,Wyszków,ul. Daszyńskiego 28,52.593993000000005,21.458079,powiat wyszkowski,WYSZKOW,0
626,MzZwolenWSSE,,Zwoleń-Kościuszki,MzZwolenWSSE,2004-01-01,2006-12-31,background,urban,in-house,mazowieckie,Zwoleń,ul. Kościuszki 11,51.35581,21.578566,powiat zwoleński,ZWOLEN,0
627,MzZyrardMoniuszWSSE,,Żyrardów-Moniuszki,MzZyrardMoniuszWSSE,1988-05-30,2006-12-31,background,urban,in-house,mazowieckie,Żyrardów,ul. Moniuszki 40,52.057147,20.450546,powiat żyrardowski,ZYRARDOW,0
628,MzZyraRoosev,PL0144A,"Żyrardów, ul. Roosevelta",,2003-08-01,,background,urban,container,mazowieckie,Żyrardów,ul. Roosevelta 2,52.053811,20.429892,powiat żyrardowski,ZYRARDOW,0
629,OpBrzeg101,PL0405A,Brzeg manualna 101,OpBrzeg101,1978-12-13,2009-12-31,background,urban,in-house,opolskie,Brzeg,ul. Armii Krajowej 22,50.8575,17.463611,powiat brzeski,BRZEG,0
