SOUID,DATE,SD,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
240620,2019,1.6191780821917807,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240620,2020,0.08469945355191257,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240620,2021,3.96986301369863,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240621,2017,0.2356164383561644,332,LEBA,PL,+54:45:13,+017:32:05,2, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240621,2018,0.6109589041095891,332,LEBA,PL,+54:45:13,+017:32:05,2, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240621,2019,0.06027397260273973,332,LEBA,PL,+54:45:13,+017:32:05,2, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240621,2020,0.01366120218579235,332,LEBA,PL,+54:45:13,+017:32:05,2, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240621,2021,1.5452054794520549,332,LEBA,PL,+54:45:13,+017:32:05,2, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240622,2017,0.6520547945205479,205,HEL,PL,+54:36:13,+018:48:43,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240622,2018,0.6958904109589041,205,HEL,PL,+54:36:13,+018:48:43,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240622,2019,0.10136986301369863,205,HEL,PL,+54:36:13,+018:48:43,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240622,2020,0.00546448087431694,205,HEL,PL,+54:36:13,+018:48:43,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240622,2021,1.4438356164383561,205,HEL,PL,+54:36:13,+018:48:43,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240623,2017,1.5068493150684932,396,ELBLAG,PL,+54:13:24,+019:32:37,189, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240623,2018,1.0657534246575342,396,ELBLAG,PL,+54:13:24,+019:32:37,189, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240623,2019,1.7342465753424658,396,ELBLAG,PL,+54:13:24,+019:32:37,189, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240623,2020,0.06284153005464481,396,ELBLAG,PL,+54:13:24,+019:32:37,189, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240623,2021,4.120547945205479,396,ELBLAG,PL,+54:13:24,+019:32:37,189, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
912125,2017,3.0,25149,LEBORK,PL,+54:33:00,+017:45:00,41, SD1,1980-01-22,2018-01-24,,
912125,2018,1.0,25149,LEBORK,PL,+54:33:00,+017:45:00,41, SD1,1980-01-22,2018-01-24,,
912185,2017,6.775510204081633,2023,KETRZYN,PL,+54:04:00,+021:22:00,110, SD1,1980-01-01,2020-02-29,,
912230,2017,1.6933333333333334,25076,PILA,PL,+53:08:00,+016:45:00,73, SD1,1980-02-17,2020-02-29,,
912230,2017,1.6933333333333334,8943,PILA,PL,+53:08:00,+016:45:00,73, SD1,1980-02-17,2020-02-29,,
912272,2017,6.649122807017544,752,OLSZTYN,PL,+53:46:00,+020:25:00,137, SD1,1980-01-22,2020-02-29,,
912360,2017,2.0,25141,PLOCK,PL,+52:35:00,+019:44:00,109, SD1,1980-01-01,2019-03-08,,
912360,2018,4.142857142857143,25141,PLOCK,PL,+52:35:00,+019:44:00,109, SD1,1980-01-01,2019-03-08,,
912360,2019,1.7391304347826086,25141,PLOCK,PL,+52:35:00,+019:44:00,109, SD1,1980-01-01,2019-03-08,,
912360,2021,3.2,25141,PLOCK,PL,+52:35:00,+019:44:00,109, SD1,1980-01-01,2019-03-08,,
912418,2017,5.976744186046512,923,LESZNO,PL,+51:50:00,+016:32:00,92, SD1,1980-11-17,2020-02-29,,
912418,2018,2.6363636363636362,923,LESZNO,PL,+51:50:00,+016:32:00,92, SD1,1980-11-17,2020-02-29,,
912418,2021,5.222222222222222,923,LESZNO,PL,+51:50:00,+016:32:00,92, SD1,1980-11-17,2020-02-29,,
912455,2017,8.732142857142858,924,WIELUN,PL,+51:13:00,+018:34:00,201, SD1,1980-01-22,2020-02-29,,
912469,2017,6.931818181818182,926,SULEJOW,PL,+51:21:00,+019:52:00,189, SD1,1980-11-17,2020-02-29,,
912540,2017,2.8157894736842106,928,RACIBORZ,PL,+50:03:00,+018:12:00,206, SD1,1980-11-17,2020-02-29,,
912575,2017,5.878048780487805,25134,TARNOW,PL,+50:02:00,+020:59:00,209, SD1,1980-01-02,2020-01-12,,
912575,2018,4.735849056603773,25134,TARNOW,PL,+50:02:00,+020:59:00,209, SD1,1980-01-02,2020-01-12,,
912575,2019,1.55,25134,TARNOW,PL,+50:02:00,+020:59:00,209, SD1,1980-01-02,2020-01-12,,
912575,2020,1.25,25134,TARNOW,PL,+50:02:00,+020:59:00,209, SD1,1980-01-02,2020-01-12,,
912575,2021,5.294117647058823,25134,TARNOW,PL,+50:02:00,+020:59:00,209, SD1,1980-01-02,2020-01-12,,
912660,2017,8.627906976744185,24909,NOWY SACZ,PL,+49:37:00,+020:42:00,295, SD1,1980-01-22,2020-01-09,,
912660,2017,8.627906976744185,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295, SD1,1980-01-22,2020-01-09,,
912660,2018,4.7974683544303796,24909,NOWY SACZ,PL,+49:37:00,+020:42:00,295, SD1,1980-01-22,2020-01-09,,
912660,2018,4.7974683544303796,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295, SD1,1980-01-22,2020-01-09,,
912660,2019,5.097560975609756,24909,NOWY SACZ,PL,+49:37:00,+020:42:00,295, SD1,1980-01-22,2020-01-09,,
912660,2019,5.097560975609756,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295, SD1,1980-01-22,2020-01-09,,
912660,2020,1.7647058823529411,24909,NOWY SACZ,PL,+49:37:00,+020:42:00,295, SD1,1980-01-22,2020-01-09,,
912660,2020,1.7647058823529411,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295, SD1,1980-01-22,2020-01-09,,
912660,2021,8.09375,24909,NOWY SACZ,PL,+49:37:00,+020:42:00,295, SD1,1980-01-22,2020-01-09,,
912660,2021,8.09375,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295, SD1,1980-01-22,2020-01-09,,
912670,2017,18.470588235294116,25156,KROSNO,PL,+49:42:25,+021:46:09,331, SD1,2012-11-01,2020-02-29,,
912670,2017,18.470588235294116,8969,KROSNO,PL,+49:42:25,+021:46:09,331, SD1,2012-11-01,2020-02-29,,
