SOUID,DATE,QQ,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
240814,2017,115.63583815028902,924,WIELUN,PL,+51:12:37,+018:33:24,199, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240814,2018,133.21428571428572,924,WIELUN,PL,+51:12:37,+018:33:24,199, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240814,2019,126.68299711815563,924,WIELUN,PL,+51:12:37,+018:33:24,199, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240814,2020,109.123745819398,924,WIELUN,PL,+51:12:37,+018:33:24,199, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240814,2021,51.91304347826087,924,WIELUN,PL,+51:12:37,+018:33:24,199, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240815,2017,123.3890410958904,2033,LODZ,PL,+51:43:48,+019:24:00,187, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240815,2018,141.13972602739727,2033,LODZ,PL,+51:43:48,+019:24:00,187, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240815,2019,137.03835616438357,2033,LODZ,PL,+51:43:48,+019:24:00,187, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240815,2020,127.54341736694678,2033,LODZ,PL,+51:43:48,+019:24:00,187, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240815,2021,50.09782608695652,2033,LODZ,PL,+51:43:48,+019:24:00,187, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240816,2017,121.96296296296296,926,SULEJOW,PL,+51:21:12,+019:51:59,188, QQ6,1974-08-01,2022-09-30,26,Miroslaw Mietus
240816,2018,135.46571428571428,926,SULEJOW,PL,+51:21:12,+019:51:59,188, QQ6,1974-08-01,2022-09-30,26,Miroslaw Mietus
240816,2019,127.71554252199414,926,SULEJOW,PL,+51:21:12,+019:51:59,188, QQ6,1974-08-01,2022-09-30,26,Miroslaw Mietus
240816,2020,132.2877094972067,926,SULEJOW,PL,+51:21:12,+019:51:59,188, QQ6,1974-08-01,2022-09-30,26,Miroslaw Mietus
240816,2021,52.33695652173913,926,SULEJOW,PL,+51:21:12,+019:51:59,188, QQ6,1974-08-01,2022-09-30,26,Miroslaw Mietus
240817,2017,113.58479532163743,927,WLODAWA,PL,+51:33:12,+023:31:46,177, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240817,2018,123.466472303207,927,WLODAWA,PL,+51:33:12,+023:31:46,177, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240817,2019,132.93965517241378,927,WLODAWA,PL,+51:33:12,+023:31:46,177, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240817,2020,130.59718309859156,927,WLODAWA,PL,+51:33:12,+023:31:46,177, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240817,2021,52.65217391304348,927,WLODAWA,PL,+51:33:12,+023:31:46,177, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240818,2017,124.38440111420613,4108,SLUBICE,PL,+52:20:55,+014:37:11,53, QQ6,2015-05-01,2022-09-30,26,Miroslaw Mietus
240818,2017,124.38440111420613,779,SLUBICE,PL,+52:20:55,+014:37:11,53, QQ6,2015-05-01,2022-09-30,26,Miroslaw Mietus
240818,2018,142.9777777777778,4108,SLUBICE,PL,+52:20:55,+014:37:11,53, QQ6,2015-05-01,2022-09-30,26,Miroslaw Mietus
240818,2018,142.9777777777778,779,SLUBICE,PL,+52:20:55,+014:37:11,53, QQ6,2015-05-01,2022-09-30,26,Miroslaw Mietus
240818,2019,137.38397790055248,4108,SLUBICE,PL,+52:20:55,+014:37:11,53, QQ6,2015-05-01,2022-09-30,26,Miroslaw Mietus
240818,2019,137.38397790055248,779,SLUBICE,PL,+52:20:55,+014:37:11,53, QQ6,2015-05-01,2022-09-30,26,Miroslaw Mietus
240818,2020,137.97814207650273,4108,SLUBICE,PL,+52:20:55,+014:37:11,53, QQ6,2015-05-01,2022-09-30,26,Miroslaw Mietus
240818,2020,137.97814207650273,779,SLUBICE,PL,+52:20:55,+014:37:11,53, QQ6,2015-05-01,2022-09-30,26,Miroslaw Mietus
240818,2021,44.95652173913044,4108,SLUBICE,PL,+52:20:55,+014:37:11,53, QQ6,2015-05-01,2022-09-30,26,Miroslaw Mietus
240818,2021,44.95652173913044,779,SLUBICE,PL,+52:20:55,+014:37:11,53, QQ6,2015-05-01,2022-09-30,26,Miroslaw Mietus
240819,2017,109.45103857566765,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240819,2018,131.71646341463415,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240819,2019,121.12094395280236,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240819,2020,128.3135593220339,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240819,2021,40.91304347826087,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240820,2017,111.26256983240224,25140,POZNAN,PL,+52:11:59,+018:39:37,115, QQ6,1961-01-01,2022-09-30,26,Miroslaw Mietus
240820,2017,111.26256983240224,206,POZNAN,PL,+52:11:59,+018:39:37,115, QQ6,1961-01-01,2022-09-30,26,Miroslaw Mietus
240820,2018,131.4712643678161,25140,POZNAN,PL,+52:11:59,+018:39:37,115, QQ6,1961-01-01,2022-09-30,26,Miroslaw Mietus
240820,2018,131.4712643678161,206,POZNAN,PL,+52:11:59,+018:39:37,115, QQ6,1961-01-01,2022-09-30,26,Miroslaw Mietus
240820,2019,122.46491228070175,25140,POZNAN,PL,+52:11:59,+018:39:37,115, QQ6,1961-01-01,2022-09-30,26,Miroslaw Mietus
240820,2019,122.46491228070175,206,POZNAN,PL,+52:11:59,+018:39:37,115, QQ6,1961-01-01,2022-09-30,26,Miroslaw Mietus
240820,2020,116.21474358974359,25140,POZNAN,PL,+52:11:59,+018:39:37,115, QQ6,1961-01-01,2022-09-30,26,Miroslaw Mietus
240820,2020,116.21474358974359,206,POZNAN,PL,+52:11:59,+018:39:37,115, QQ6,1961-01-01,2022-09-30,26,Miroslaw Mietus
240820,2021,44.98913043478261,25140,POZNAN,PL,+52:11:59,+018:39:37,115, QQ6,1961-01-01,2022-09-30,26,Miroslaw Mietus
240820,2021,44.98913043478261,206,POZNAN,PL,+52:11:59,+018:39:37,115, QQ6,1961-01-01,2022-09-30,26,Miroslaw Mietus
240821,2017,63.86842105263158,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, QQ6,1982-05-10,2022-09-30,26,Miroslaw Mietus
240821,2018,140.02962962962962,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, QQ6,1982-05-10,2022-09-30,26,Miroslaw Mietus
240821,2019,14.208333333333334,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, QQ6,1982-05-10,2022-09-30,26,Miroslaw Mietus
240821,2020,143.0187265917603,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, QQ6,1982-05-10,2022-09-30,26,Miroslaw Mietus
240823,2017,113.76657060518733,922,TERESPOL,PL,+52:04:43,+023:37:19,133, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240823,2018,126.79591836734694,922,TERESPOL,PL,+52:04:43,+023:37:19,133, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240823,2019,128.11815561959654,922,TERESPOL,PL,+52:04:43,+023:37:19,133, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240823,2020,126.28531073446328,922,TERESPOL,PL,+52:04:43,+023:37:19,133, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240823,2021,48.94565217391305,922,TERESPOL,PL,+52:04:43,+023:37:19,133, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240825,2017,115.3,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, QQ6,1966-01-02,2022-09-30,26,Miroslaw Mietus
240825,2018,137.36111111111111,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, QQ6,1966-01-02,2022-09-30,26,Miroslaw Mietus
240825,2019,127.75078864353313,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, QQ6,1966-01-02,2022-09-30,26,Miroslaw Mietus
240825,2020,133.05074626865672,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, QQ6,1966-01-02,2022-09-30,26,Miroslaw Mietus
240825,2021,38.42391304347826,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, QQ6,1966-01-02,2022-09-30,26,Miroslaw Mietus
240826,2017,115.74545454545455,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, QQ6,1966-01-02,2022-09-30,26,Miroslaw Mietus
240826,2018,132.77018633540374,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, QQ6,1966-01-02,2022-09-30,26,Miroslaw Mietus
240826,2019,121.56521739130434,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, QQ6,1966-01-02,2022-09-30,26,Miroslaw Mietus
240826,2020,130.50903614457832,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, QQ6,1966-01-02,2022-09-30,26,Miroslaw Mietus
240826,2021,38.57608695652174,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, QQ6,1966-01-02,2022-09-30,26,Miroslaw Mietus
240827,2017,112.34402332361516,2027,TORUN,PL,+53:02:31,+018:35:44,69, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240827,2018,130.55151515151516,2027,TORUN,PL,+53:02:31,+018:35:44,69, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240827,2019,120.99704142011835,2027,TORUN,PL,+53:02:31,+018:35:44,69, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240827,2020,125.68713450292398,2027,TORUN,PL,+53:02:31,+018:35:44,69, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240827,2021,43.03260869565217,2027,TORUN,PL,+53:02:31,+018:35:44,69, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240828,2017,105.74926253687316,2028,MLAWA,PL,+53:06:15,+020:21:40,147, QQ6,1972-12-01,2022-09-30,26,Miroslaw Mietus
240828,2018,125.30930930930931,2028,MLAWA,PL,+53:06:15,+020:21:40,147, QQ6,1972-12-01,2022-09-30,26,Miroslaw Mietus
240828,2019,116.71470588235294,2028,MLAWA,PL,+53:06:15,+020:21:40,147, QQ6,1972-12-01,2022-09-30,26,Miroslaw Mietus
240828,2020,117.16224188790561,2028,MLAWA,PL,+53:06:15,+020:21:40,147, QQ6,1972-12-01,2022-09-30,26,Miroslaw Mietus
240828,2021,38.70652173913044,2028,MLAWA,PL,+53:06:15,+020:21:40,147, QQ6,1972-12-01,2022-09-30,26,Miroslaw Mietus
240830,2017,111.8562874251497,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240830,2018,127.32601880877743,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240830,2019,128.0553846153846,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240830,2020,126.63855421686748,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240830,2021,40.891304347826086,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240832,2017,122.527950310559,205,HEL,PL,+54:36:13,+018:48:43,1, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240832,2018,135.43288590604027,205,HEL,PL,+54:36:13,+018:48:43,1, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240832,2019,129.25762711864408,205,HEL,PL,+54:36:13,+018:48:43,1, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240832,2020,125.18471337579618,205,HEL,PL,+54:36:13,+018:48:43,1, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240832,2021,37.17391304347826,205,HEL,PL,+54:36:13,+018:48:43,1, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
240833,2017,107.00274725274726,396,ELBLAG,PL,+54:13:24,+019:32:37,189, QQ6,1961-01-04,2022-09-30,26,Miroslaw Mietus
240833,2018,128.14794520547946,396,ELBLAG,PL,+54:13:24,+019:32:37,189, QQ6,1961-01-04,2022-09-30,26,Miroslaw Mietus
240833,2019,122.47671232876712,396,ELBLAG,PL,+54:13:24,+019:32:37,189, QQ6,1961-01-04,2022-09-30,26,Miroslaw Mietus
240833,2020,118.39890710382514,396,ELBLAG,PL,+54:13:24,+019:32:37,189, QQ6,1961-01-04,2022-09-30,26,Miroslaw Mietus
240833,2021,36.17391304347826,396,ELBLAG,PL,+54:13:24,+019:32:37,189, QQ6,1961-01-04,2022-09-30,26,Miroslaw Mietus
912625,2020,206.0,1383,ZAKOPANE,PL,+49:18:00,+019:58:00,857, QQ1,2019-09-01,2019-09-02,,
912625,2021,175.69298245614036,1383,ZAKOPANE,PL,+49:18:00,+019:58:00,857, QQ1,2019-09-01,2019-09-02,,
