SOUID,DATE,PP,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
240055,2017,10171.56830601093,929,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, PP2,1961-01-02,2022-09-30,26,Miroslaw Mietus
240055,2017,10171.56830601093,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, PP2,1961-01-02,2022-09-30,26,Miroslaw Mietus
240055,2018,10172.448087431694,929,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, PP2,1961-01-02,2022-09-30,26,Miroslaw Mietus
240055,2018,10172.448087431694,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, PP2,1961-01-02,2022-09-30,26,Miroslaw Mietus
240055,2019,10160.125683060109,929,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, PP2,1961-01-02,2022-09-30,26,Miroslaw Mietus
240055,2019,10160.125683060109,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, PP2,1961-01-02,2022-09-30,26,Miroslaw Mietus
240055,2020,10177.79781420765,929,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, PP2,1961-01-02,2022-09-30,26,Miroslaw Mietus
240055,2020,10177.79781420765,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, PP2,1961-01-02,2022-09-30,26,Miroslaw Mietus
240055,2021,10172.530054644809,929,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, PP2,1961-01-02,2022-09-30,26,Miroslaw Mietus
240055,2021,10172.530054644809,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, PP2,1961-01-02,2022-09-30,26,Miroslaw Mietus
240067,2017,10169.890710382513,25134,TARNOW,PL,+50:01:48,+020:59:04,207, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240067,2018,10172.95,25134,TARNOW,PL,+50:01:48,+020:59:04,207, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240067,2019,10158.181318681318,25134,TARNOW,PL,+50:01:48,+020:59:04,207, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240067,2020,10176.475409836066,25134,TARNOW,PL,+50:01:48,+020:59:04,207, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240067,2021,10170.445054945056,25134,TARNOW,PL,+50:01:48,+020:59:04,207, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240079,2017,10165.456043956045,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240079,2018,10171.258241758242,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240079,2019,10155.68156424581,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240079,2020,10172.241758241758,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240079,2021,10165.817679558011,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240091,2017,10166.104972375691,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
240091,2018,10174.010928961749,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
240091,2019,10158.306010928962,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
240091,2020,10173.786885245901,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
240091,2021,10167.424581005587,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
240115,2017,10165.765027322404,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240115,2018,10165.934065934065,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240115,2019,10151.699453551913,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240115,2020,10166.426229508197,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240115,2021,10163.928961748634,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240127,2017,10162.890710382513,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240127,2018,10172.890710382513,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240127,2019,10155.666666666666,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240127,2020,10170.852459016394,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240127,2021,10164.16393442623,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240139,2017,10156.989071038251,206,KOLO,PL,+52:12:01,+018:39:41,113, PP2,1966-01-02,2020-12-27,26,Miroslaw Mietus
240139,2017,10156.989071038251,25140,KOLO,PL,+52:12:01,+018:39:41,113, PP2,1966-01-02,2020-12-27,26,Miroslaw Mietus
240139,2018,10167.112359550561,206,KOLO,PL,+52:12:01,+018:39:41,113, PP2,1966-01-02,2020-12-27,26,Miroslaw Mietus
240139,2018,10167.112359550561,25140,KOLO,PL,+52:12:01,+018:39:41,113, PP2,1966-01-02,2020-12-27,26,Miroslaw Mietus
240139,2019,10146.972677595628,206,KOLO,PL,+52:12:01,+018:39:41,113, PP2,1966-01-02,2020-12-27,26,Miroslaw Mietus
240139,2019,10146.972677595628,25140,KOLO,PL,+52:12:01,+018:39:41,113, PP2,1966-01-02,2020-12-27,26,Miroslaw Mietus
240139,2020,10162.792134831461,206,KOLO,PL,+52:12:01,+018:39:41,113, PP2,1966-01-02,2020-12-27,26,Miroslaw Mietus
240139,2020,10162.792134831461,25140,KOLO,PL,+52:12:01,+018:39:41,113, PP2,1966-01-02,2020-12-27,26,Miroslaw Mietus
240151,2017,10155.0,25141,PLOCK,PL,+52:35:18,+019:43:33,87, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240151,2018,10166.23076923077,25141,PLOCK,PL,+52:35:18,+019:43:33,87, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240151,2019,10145.45856353591,25141,PLOCK,PL,+52:35:18,+019:43:33,87, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240151,2020,10162.1797752809,25141,PLOCK,PL,+52:35:18,+019:43:33,87, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240151,2021,10155.923076923076,25141,PLOCK,PL,+52:35:18,+019:43:33,87, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240163,2018,10181.263157894737,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240163,2019,10135.692307692309,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240163,2020,10150.533707865168,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240163,2021,10150.039772727272,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240199,2017,10147.88524590164,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240199,2018,10168.95081967213,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240199,2019,10143.693989071038,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240199,2020,10156.306010928962,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240199,2021,10151.655737704918,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240223,2017,10145.508196721312,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240223,2018,10160.622950819672,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240223,2019,10135.841530054644,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240223,2020,10147.48087431694,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240223,2021,10146.879781420765,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240235,2017,10140.983606557376,25148,USTKA,PL,+54:35:18,+016:51:15,18, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240235,2018,10159.978142076503,25148,USTKA,PL,+54:35:18,+016:51:15,18, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240235,2019,10133.693989071038,25148,USTKA,PL,+54:35:18,+016:51:15,18, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240235,2020,10145.07650273224,25148,USTKA,PL,+54:35:18,+016:51:15,18, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240235,2021,10144.220994475138,25148,USTKA,PL,+54:35:18,+016:51:15,18, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240247,2017,10139.890710382513,25149,LEBORK,PL,+54:33:11,+017:43:25,45, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240247,2018,10159.39226519337,25149,LEBORK,PL,+54:33:11,+017:43:25,45, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240247,2019,10132.591160220994,25149,LEBORK,PL,+54:33:11,+017:43:25,45, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240247,2020,10145.207650273223,25149,LEBORK,PL,+54:33:11,+017:43:25,45, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240247,2021,10142.93888888889,25149,LEBORK,PL,+54:33:11,+017:43:25,45, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240271,2017,10144.448087431694,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240271,2018,10165.180327868853,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240271,2019,10139.48087431694,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240271,2020,10151.857923497268,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240271,2021,10148.546448087433,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
240354,2017,10152.639344262296,8943,PILA,PL,+53:07:48,+016:45:00,72, PP2,1970-10-17,2022-09-30,26,Miroslaw Mietus
240354,2018,10163.697802197803,8943,PILA,PL,+53:07:48,+016:45:00,72, PP2,1970-10-17,2022-09-30,26,Miroslaw Mietus
240354,2019,10142.174863387978,8943,PILA,PL,+53:07:48,+016:45:00,72, PP2,1970-10-17,2022-09-30,26,Miroslaw Mietus
240354,2020,10156.07182320442,8943,PILA,PL,+53:07:48,+016:45:00,72, PP2,1970-10-17,2022-09-30,26,Miroslaw Mietus
240354,2021,10153.741758241758,8943,PILA,PL,+53:07:48,+016:45:00,72, PP2,1970-10-17,2022-09-30,26,Miroslaw Mietus
240366,2017,10143.846153846154,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240366,2018,10166.081967213115,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240366,2019,10140.677595628415,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240366,2020,10152.945355191257,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240366,2021,10148.786885245901,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240398,2017,10159.207650273223,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, PP2,1977-01-02,2022-09-30,26,Miroslaw Mietus
240398,2018,10170.72131147541,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, PP2,1977-01-02,2022-09-30,26,Miroslaw Mietus
240398,2019,10151.896174863388,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, PP2,1977-01-02,2022-09-30,26,Miroslaw Mietus
240398,2020,10167.295081967213,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, PP2,1977-01-02,2022-09-30,26,Miroslaw Mietus
240398,2021,10161.409836065573,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, PP2,1977-01-02,2022-09-30,26,Miroslaw Mietus
240897,2017,10161.081967213115,2032,KALISZ,PL,+51:43:48,+018:04:48,140, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240897,2018,10167.48087431694,2032,KALISZ,PL,+51:43:48,+018:04:48,140, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240897,2019,10149.196721311475,2032,KALISZ,PL,+51:43:48,+018:04:48,140, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240897,2020,10164.306010928962,2032,KALISZ,PL,+51:43:48,+018:04:48,140, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240897,2021,10160.234972677596,2032,KALISZ,PL,+51:43:48,+018:04:48,140, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240899,2017,10160.825136612022,2033,LODZ,PL,+51:43:48,+019:24:00,187, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
240899,2018,10169.781420765028,2033,LODZ,PL,+51:43:48,+019:24:00,187, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
240899,2019,10151.699453551913,2033,LODZ,PL,+51:43:48,+019:24:00,187, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
240899,2020,10166.96174863388,2033,LODZ,PL,+51:43:48,+019:24:00,187, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
240899,2021,10161.530054644809,2033,LODZ,PL,+51:43:48,+019:24:00,187, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
912105,2017,10145.71978021978,2022,KOSZALIN,PL,+54:12:00,+016:08:59,34,PP11,1980-01-01,2020-02-29,,
912105,2018,10161.560439560439,2022,KOSZALIN,PL,+54:12:00,+016:08:59,34,PP11,1980-01-01,2020-02-29,,
912105,2019,10138.945054945056,2022,KOSZALIN,PL,+54:12:00,+016:08:59,34,PP11,1980-01-01,2020-02-29,,
912105,2020,10152.005464480875,2022,KOSZALIN,PL,+54:12:00,+016:08:59,34,PP11,1980-01-01,2020-02-29,,
912105,2021,10147.194805194806,2022,KOSZALIN,PL,+54:12:00,+016:08:59,34,PP11,1980-01-01,2020-02-29,,
912115,2017,10141.054945054944,25148,USTKA,PL,+54:35:00,+016:52:00,11,PP11,1980-01-22,2020-02-29,,
912115,2018,10160.472527472528,25148,USTKA,PL,+54:35:00,+016:52:00,11,PP11,1980-01-22,2020-02-29,,
912115,2019,10135.516483516483,25148,USTKA,PL,+54:35:00,+016:52:00,11,PP11,1980-01-22,2020-02-29,,
912115,2020,10148.016393442624,25148,USTKA,PL,+54:35:00,+016:52:00,11,PP11,1980-01-22,2020-02-29,,
912115,2021,10142.78205128205,25148,USTKA,PL,+54:35:00,+016:52:00,11,PP11,1980-01-22,2020-02-29,,
912120,2017,10141.060439560439,332,LEBA,PL,+54:45:00,+017:32:00,6,PP11,1980-01-01,2020-02-29,,
912120,2018,10161.983516483517,332,LEBA,PL,+54:45:00,+017:32:00,6,PP11,1980-01-01,2020-02-29,,
912120,2019,10135.170329670329,332,LEBA,PL,+54:45:00,+017:32:00,6,PP11,1980-01-01,2020-02-29,,
912120,2020,10147.579234972678,332,LEBA,PL,+54:45:00,+017:32:00,6,PP11,1980-01-01,2020-02-29,,
912120,2021,10143.551282051281,332,LEBA,PL,+54:45:00,+017:32:00,6,PP11,1980-01-01,2020-02-29,,
912125,2017,10140.39010989011,25149,LEBORK,PL,+54:33:00,+017:45:00,41,PP11,1980-01-22,2020-02-29,,
912125,2018,10160.655737704918,25149,LEBORK,PL,+54:33:00,+017:45:00,41,PP11,1980-01-22,2020-02-29,,
912125,2019,10135.608695652174,25149,LEBORK,PL,+54:33:00,+017:45:00,41,PP11,1980-01-22,2020-02-29,,
912125,2020,10147.718232044199,25149,LEBORK,PL,+54:33:00,+017:45:00,41,PP11,1980-01-22,2020-02-29,,
912125,2021,10143.467532467532,25149,LEBORK,PL,+54:33:00,+017:45:00,41,PP11,1980-01-22,2020-02-29,,
912135,2017,10141.945054945056,205,HEL,PL,+54:36:00,+018:49:00,3,PP11,1980-01-01,2020-02-29,,
912135,2018,10163.532967032967,205,HEL,PL,+54:36:00,+018:49:00,3,PP11,1980-01-01,2020-02-29,,
912135,2019,10136.637362637362,205,HEL,PL,+54:36:00,+018:49:00,3,PP11,1980-01-01,2020-02-29,,
912135,2020,10150.08743169399,205,HEL,PL,+54:36:00,+018:49:00,3,PP11,1980-01-01,2020-02-29,,
912135,2021,10143.0,205,HEL,PL,+54:36:00,+018:49:00,3,PP11,1980-01-01,2020-02-29,,
912185,2017,10145.956284153006,2023,KETRZYN,PL,+54:04:00,+021:22:00,110,PP11,1980-01-01,2020-02-29,,
912185,2018,10166.15934065934,2023,KETRZYN,PL,+54:04:00,+021:22:00,110,PP11,1980-01-01,2020-02-29,,
912185,2019,10140.884615384615,2023,KETRZYN,PL,+54:04:00,+021:22:00,110,PP11,1980-01-01,2020-02-29,,
912185,2020,10154.459016393443,2023,KETRZYN,PL,+54:04:00,+021:22:00,110,PP11,1980-01-01,2020-02-29,,
912185,2021,10145.171052631578,2023,KETRZYN,PL,+54:04:00,+021:22:00,110,PP11,1980-01-01,2020-02-29,,
912195,2017,10146.410958904109,2024,SUWALKI,PL,+54:08:00,+022:57:00,186,PP11,1980-01-01,2020-02-29,,
912195,2018,10168.194520547946,2024,SUWALKI,PL,+54:08:00,+022:57:00,186,PP11,1980-01-01,2020-02-29,,
912195,2019,10143.109589041096,2024,SUWALKI,PL,+54:08:00,+022:57:00,186,PP11,1980-01-01,2020-02-29,,
912195,2020,10156.035519125682,2024,SUWALKI,PL,+54:08:00,+022:57:00,186,PP11,1980-01-01,2020-02-29,,
912195,2021,10151.454794520549,2024,SUWALKI,PL,+54:08:00,+022:57:00,186,PP11,1980-01-01,2020-02-29,,
912200,2017,10149.027322404372,696,SWINOUJSCIE,PL,+53:55:00,+014:14:00,5,PP11,1980-01-07,2020-02-29,,
912200,2018,10160.945652173914,696,SWINOUJSCIE,PL,+53:55:00,+014:14:00,5,PP11,1980-01-07,2020-02-29,,
912200,2019,10139.423076923076,696,SWINOUJSCIE,PL,+53:55:00,+014:14:00,5,PP11,1980-01-07,2020-02-29,,
912200,2020,10152.032786885246,696,SWINOUJSCIE,PL,+53:55:00,+014:14:00,5,PP11,1980-01-07,2020-02-29,,
912200,2021,10147.461538461539,696,SWINOUJSCIE,PL,+53:55:00,+014:14:00,5,PP11,1980-01-07,2020-02-29,,
912205,2017,10151.516483516483,208,SZCZECIN,PL,+53:24:00,+014:37:00,7,PP11,1980-01-01,2020-02-29,,
912205,2018,10161.527472527472,208,SZCZECIN,PL,+53:24:00,+014:37:00,7,PP11,1980-01-01,2020-02-29,,
912205,2019,10142.39010989011,208,SZCZECIN,PL,+53:24:00,+014:37:00,7,PP11,1980-01-01,2020-02-29,,
912205,2020,10155.639344262296,208,SZCZECIN,PL,+53:24:00,+014:37:00,7,PP11,1980-01-01,2020-02-29,,
912205,2021,10149.179487179486,208,SZCZECIN,PL,+53:24:00,+014:37:00,7,PP11,1980-01-01,2020-02-29,,
912210,2017,10145.752747252747,25142,RESKO,PL,+53:46:00,+015:25:00,56,PP11,1980-01-13,2020-02-29,,
912210,2018,10155.425076452599,25142,RESKO,PL,+53:46:00,+015:25:00,56,PP11,1980-01-13,2020-02-29,,
912210,2019,10143.005102040815,25142,RESKO,PL,+53:46:00,+015:25:00,56,PP11,1980-01-13,2020-02-29,,
912210,2020,10154.320652173914,25142,RESKO,PL,+53:46:00,+015:25:00,56,PP11,1980-01-13,2020-02-29,,
912210,2021,10148.857142857143,25142,RESKO,PL,+53:46:00,+015:25:00,56,PP11,1980-01-13,2020-02-29,,
912230,2017,10153.39010989011,8943,PILA,PL,+53:08:00,+016:45:00,73,PP11,1980-02-17,2020-02-29,,
912230,2018,10164.021857923497,8943,PILA,PL,+53:08:00,+016:45:00,73,PP11,1980-02-17,2020-02-29,,
912230,2019,10144.258241758242,8943,PILA,PL,+53:08:00,+016:45:00,73,PP11,1980-02-17,2020-02-29,,
912230,2020,10158.070652173914,8943,PILA,PL,+53:08:00,+016:45:00,73,PP11,1980-02-17,2020-02-29,,
912230,2021,10150.848101265823,8943,PILA,PL,+53:08:00,+016:45:00,73,PP11,1980-02-17,2020-02-29,,
912235,2017,10150.604395604396,2026,CHOJNICE,PL,+53:43:00,+017:33:00,172,PP11,1980-01-01,2020-02-29,,
912235,2018,10165.747252747253,2026,CHOJNICE,PL,+53:43:00,+017:33:00,172,PP11,1980-01-01,2020-02-29,,
912235,2019,10143.972527472528,2026,CHOJNICE,PL,+53:43:00,+017:33:00,172,PP11,1980-01-01,2020-02-29,,
912235,2020,10157.84699453552,2026,CHOJNICE,PL,+53:43:00,+017:33:00,172,PP11,1980-01-01,2020-02-29,,
912235,2021,10150.376623376624,2026,CHOJNICE,PL,+53:43:00,+017:33:00,172,PP11,1980-01-01,2020-02-29,,
912250,2017,10154.351648351649,2027,TORUN,PL,+53:03:00,+018:35:00,72,PP11,1980-01-01,2020-02-29,,
912250,2018,10165.791208791208,2027,TORUN,PL,+53:03:00,+018:35:00,72,PP11,1980-01-01,2020-02-29,,
912250,2019,10145.983516483517,2027,TORUN,PL,+53:03:00,+018:35:00,72,PP11,1980-01-01,2020-02-29,,
912250,2020,10159.896174863388,2027,TORUN,PL,+53:03:00,+018:35:00,72,PP11,1980-01-01,2020-02-29,,
912250,2021,10150.684210526315,2027,TORUN,PL,+53:03:00,+018:35:00,72,PP11,1980-01-01,2020-02-29,,
912270,2017,10154.78021978022,2028,MLAWA,PL,+53:06:00,+020:21:00,149,PP11,1980-01-01,2020-02-29,,
912270,2018,10167.906593406593,2028,MLAWA,PL,+53:06:00,+020:21:00,149,PP11,1980-01-01,2020-02-29,,
912270,2019,10146.357142857143,2028,MLAWA,PL,+53:06:00,+020:21:00,149,PP11,1980-01-01,2020-02-29,,
912270,2020,10160.814207650274,2028,MLAWA,PL,+53:06:00,+020:21:00,149,PP11,1980-01-01,2020-02-29,,
912270,2021,10150.802631578947,2028,MLAWA,PL,+53:06:00,+020:21:00,149,PP11,1980-01-01,2020-02-29,,
912272,2017,10148.818681318682,752,OLSZTYN,PL,+53:46:00,+020:25:00,137,PP11,1980-01-22,2020-02-29,,
912272,2018,10167.274725274725,752,OLSZTYN,PL,+53:46:00,+020:25:00,137,PP11,1980-01-22,2020-02-29,,
912272,2019,10143.516483516483,752,OLSZTYN,PL,+53:46:00,+020:25:00,137,PP11,1980-01-22,2020-02-29,,
912272,2020,10157.081967213115,752,OLSZTYN,PL,+53:46:00,+020:25:00,137,PP11,1980-01-22,2020-02-29,,
912272,2021,10146.857142857143,752,OLSZTYN,PL,+53:46:00,+020:25:00,137,PP11,1980-01-22,2020-02-29,,
912280,2017,10150.60989010989,25145,MIKOLAJKI,PL,+53:47:00,+021:35:00,132,PP11,1980-01-22,2020-02-29,,
912280,2018,10168.807692307691,25145,MIKOLAJKI,PL,+53:47:00,+021:35:00,132,PP11,1980-01-22,2020-02-29,,
912280,2019,10143.796703296703,25145,MIKOLAJKI,PL,+53:47:00,+021:35:00,132,PP11,1980-01-22,2020-02-29,,
912280,2020,10157.672131147541,25145,MIKOLAJKI,PL,+53:47:00,+021:35:00,132,PP11,1980-01-22,2020-02-29,,
912280,2021,10147.48051948052,25145,MIKOLAJKI,PL,+53:47:00,+021:35:00,132,PP11,1980-01-22,2020-02-29,,
912295,2017,10154.752747252747,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151,PP11,1980-01-01,2020-02-29,,
912295,2018,10169.846153846154,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151,PP11,1980-01-01,2020-02-29,,
912295,2019,10147.565934065935,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151,PP11,1980-01-01,2020-02-29,,
912295,2020,10161.819672131147,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151,PP11,1980-01-01,2020-02-29,,
912295,2021,10145.51948051948,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151,PP11,1980-01-01,2020-02-29,,
912300,2017,10155.395604395604,2029,GORZOW WLKP,PL,+52:45:00,+015:17:00,73,PP11,1980-01-01,2020-02-29,,
912300,2018,10162.57142857143,2029,GORZOW WLKP,PL,+52:45:00,+015:17:00,73,PP11,1980-01-01,2020-02-29,,
912300,2019,10146.538461538461,2029,GORZOW WLKP,PL,+52:45:00,+015:17:00,73,PP11,1980-01-01,2020-02-29,,
912300,2020,10160.535519125682,2029,GORZOW WLKP,PL,+52:45:00,+015:17:00,73,PP11,1980-01-01,2020-02-29,,
912300,2021,10155.675324675325,2029,GORZOW WLKP,PL,+52:45:00,+015:17:00,73,PP11,1980-01-01,2020-02-29,,
912345,2017,10158.989010989011,206,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2017,10158.989010989011,25140,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2018,10165.604395604396,206,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2018,10165.604395604396,25140,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2019,10148.71978021978,206,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2019,10148.71978021978,25140,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2020,10163.447513812154,206,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2020,10163.447513812154,25140,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2021,10154.5,206,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
