SOUID,DATE,TG,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
106405,2019,98.27671232876712,24921,LESKO,PL,+49:27:59,+022:20:30,420, TG7,1954-06-17,2022-09-30,26,Miroslaw Mietus
106405,2020,91.42896174863388,933,LESKO,PL,+49:27:59,+022:20:30,420, TG7,1954-06-17,2022-09-30,26,Miroslaw Mietus
106405,2020,91.42896174863388,24921,LESKO,PL,+49:27:59,+022:20:30,420, TG7,1954-06-17,2022-09-30,26,Miroslaw Mietus
106405,2021,80.32328767123288,933,LESKO,PL,+49:27:59,+022:20:30,420, TG7,1954-06-17,2022-09-30,26,Miroslaw Mietus
106405,2021,80.32328767123288,24921,LESKO,PL,+49:27:59,+022:20:30,420, TG7,1954-06-17,2022-09-30,26,Miroslaw Mietus
236770,2017,91.95342465753424,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, TG7,1956-04-08,2022-08-31,26,Miroslaw Mietus
236770,2018,100.32876712328768,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, TG7,1956-04-08,2022-08-31,26,Miroslaw Mietus
236770,2019,101.94246575342466,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, TG7,1956-04-08,2022-08-31,26,Miroslaw Mietus
236770,2020,96.93169398907104,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, TG7,1956-04-08,2022-08-31,26,Miroslaw Mietus
236770,2021,86.94794520547946,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, TG7,1956-04-08,2022-08-31,26,Miroslaw Mietus
236962,2017,63.35890410958904,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
236962,2018,70.30684931506849,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
236962,2019,71.22739726027397,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
236962,2020,67.69125683060109,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
236962,2021,59.28219178082192,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
237070,2017,92.7013698630137,24885,LAZY,PL,+49:58:00,+020:30:00,251, TG7,1989-01-01,2022-08-31,26,Miroslaw Mietus
237070,2017,92.7013698630137,24911,LAZY,PL,+49:58:00,+020:30:00,251, TG7,1989-01-01,2022-08-31,26,Miroslaw Mietus
237070,2018,97.82191780821918,24885,LAZY,PL,+49:58:00,+020:30:00,251, TG7,1989-01-01,2022-08-31,26,Miroslaw Mietus
237070,2018,97.82191780821918,24911,LAZY,PL,+49:58:00,+020:30:00,251, TG7,1989-01-01,2022-08-31,26,Miroslaw Mietus
237070,2019,103.0027397260274,24885,LAZY,PL,+49:58:00,+020:30:00,251, TG7,1989-01-01,2022-08-31,26,Miroslaw Mietus
237070,2019,103.0027397260274,24911,LAZY,PL,+49:58:00,+020:30:00,251, TG7,1989-01-01,2022-08-31,26,Miroslaw Mietus
237070,2020,98.28415300546447,24885,LAZY,PL,+49:58:00,+020:30:00,251, TG7,1989-01-01,2022-08-31,26,Miroslaw Mietus
237070,2020,98.28415300546447,24911,LAZY,PL,+49:58:00,+020:30:00,251, TG7,1989-01-01,2022-08-31,26,Miroslaw Mietus
237118,2017,85.85205479452055,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, TG7,1952-01-01,2022-08-31,26,Miroslaw Mietus
237118,2018,93.1041095890411,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, TG7,1952-01-01,2022-08-31,26,Miroslaw Mietus
237118,2019,97.62465753424658,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, TG7,1952-01-01,2022-08-31,26,Miroslaw Mietus
237118,2020,92.31693989071039,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, TG7,1952-01-01,2022-08-31,26,Miroslaw Mietus
237118,2021,80.95616438356164,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, TG7,1952-01-01,2022-08-31,26,Miroslaw Mietus
237142,2017,85.53972602739726,24891,LACKO,PL,+49:33:34,+020:26:22,516, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
237142,2018,91.57808219178082,24891,LACKO,PL,+49:33:34,+020:26:22,516, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
237142,2019,96.03835616438356,24891,LACKO,PL,+49:33:34,+020:26:22,516, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
237142,2020,91.01092896174863,24891,LACKO,PL,+49:33:34,+020:26:22,516, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
237142,2021,80.96438356164384,24891,LACKO,PL,+49:33:34,+020:26:22,516, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
237202,2017,67.2,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
237202,2017,67.2,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
237202,2018,74.92054794520548,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
237202,2018,74.92054794520548,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
237202,2019,77.31506849315069,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
237202,2019,77.31506849315069,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
237202,2020,73.49180327868852,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
237202,2020,73.49180327868852,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
237202,2021,62.512328767123286,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
237202,2021,62.512328767123286,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
237274,2017,81.6027397260274,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, TG7,2008-07-01,2022-08-31,26,Miroslaw Mietus
237274,2017,81.6027397260274,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, TG7,2008-07-01,2022-08-31,26,Miroslaw Mietus
237274,2018,88.75342465753425,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, TG7,2008-07-01,2022-08-31,26,Miroslaw Mietus
237274,2018,88.75342465753425,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, TG7,2008-07-01,2022-08-31,26,Miroslaw Mietus
237274,2019,90.41369863013699,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, TG7,2008-07-01,2022-08-31,26,Miroslaw Mietus
237274,2019,90.41369863013699,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, TG7,2008-07-01,2022-08-31,26,Miroslaw Mietus
237274,2020,86.09016393442623,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, TG7,2008-07-01,2022-08-31,26,Miroslaw Mietus
237274,2020,86.09016393442623,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, TG7,2008-07-01,2022-08-31,26,Miroslaw Mietus
237274,2021,74.92328767123287,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, TG7,2008-07-01,2022-08-31,26,Miroslaw Mietus
237274,2021,74.92328767123287,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, TG7,2008-07-01,2022-08-31,26,Miroslaw Mietus
237286,2017,57.6,24880,PORONIN,PL,+49:19:49,+020:02:06,848, TG7,2010-01-01,2022-08-31,26,Miroslaw Mietus
237286,2017,57.6,24903,PORONIN,PL,+49:19:49,+020:02:06,848, TG7,2010-01-01,2022-08-31,26,Miroslaw Mietus
237286,2018,64.35068493150685,24880,PORONIN,PL,+49:19:49,+020:02:06,848, TG7,2010-01-01,2022-08-31,26,Miroslaw Mietus
237286,2018,64.35068493150685,24903,PORONIN,PL,+49:19:49,+020:02:06,848, TG7,2010-01-01,2022-08-31,26,Miroslaw Mietus
237286,2019,65.56438356164384,24880,PORONIN,PL,+49:19:49,+020:02:06,848, TG7,2010-01-01,2022-08-31,26,Miroslaw Mietus
237286,2019,65.56438356164384,24903,PORONIN,PL,+49:19:49,+020:02:06,848, TG7,2010-01-01,2022-08-31,26,Miroslaw Mietus
237286,2020,61.295081967213115,24880,PORONIN,PL,+49:19:49,+020:02:06,848, TG7,2010-01-01,2022-08-31,26,Miroslaw Mietus
237286,2020,61.295081967213115,24903,PORONIN,PL,+49:19:49,+020:02:06,848, TG7,2010-01-01,2022-08-31,26,Miroslaw Mietus
237286,2021,50.93972602739726,24880,PORONIN,PL,+49:19:49,+020:02:06,848, TG7,2010-01-01,2022-08-31,26,Miroslaw Mietus
237286,2021,50.93972602739726,24903,PORONIN,PL,+49:19:49,+020:02:06,848, TG7,2010-01-01,2022-08-31,26,Miroslaw Mietus
237298,2017,80.96164383561644,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, TG7,2013-01-01,2022-08-31,26,Miroslaw Mietus
237298,2017,80.96164383561644,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, TG7,2013-01-01,2022-08-31,26,Miroslaw Mietus
237298,2018,85.95616438356164,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, TG7,2013-01-01,2022-08-31,26,Miroslaw Mietus
237298,2018,85.95616438356164,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, TG7,2013-01-01,2022-08-31,26,Miroslaw Mietus
237298,2019,90.03561643835616,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, TG7,2013-01-01,2022-08-31,26,Miroslaw Mietus
237298,2019,90.03561643835616,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, TG7,2013-01-01,2022-08-31,26,Miroslaw Mietus
237298,2020,85.20491803278688,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, TG7,2013-01-01,2022-08-31,26,Miroslaw Mietus
237298,2020,85.20491803278688,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, TG7,2013-01-01,2022-08-31,26,Miroslaw Mietus
237298,2021,75.24383561643836,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, TG7,2013-01-01,2022-08-31,26,Miroslaw Mietus
237298,2021,75.24383561643836,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, TG7,2013-01-01,2022-08-31,26,Miroslaw Mietus
237466,2017,84.88493150684931,24918,DYNOW,PL,+49:50:00,+022:14:00,284, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
237466,2018,88.99152542372882,24918,DYNOW,PL,+49:50:00,+022:14:00,284, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
237466,2019,96.54246575342465,24918,DYNOW,PL,+49:50:00,+022:14:00,284, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
237466,2020,91.48087431693989,24918,DYNOW,PL,+49:50:00,+022:14:00,284, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
237466,2021,79.69315068493151,24918,DYNOW,PL,+49:50:00,+022:14:00,284, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
237502,2017,81.23835616438356,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, TG7,1981-01-01,2022-08-31,26,Miroslaw Mietus
237502,2018,87.58356164383562,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, TG7,1981-01-01,2022-08-31,26,Miroslaw Mietus
237502,2019,95.31780821917808,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, TG7,1981-01-01,2022-08-31,26,Miroslaw Mietus
237502,2020,89.07650273224044,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, TG7,1981-01-01,2022-08-31,26,Miroslaw Mietus
237502,2021,77.44109589041096,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, TG7,1981-01-01,2022-08-31,26,Miroslaw Mietus
237514,2017,70.97534246575343,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
237514,2018,78.82739726027397,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
237514,2019,85.0054794520548,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
237514,2020,78.3743169398907,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
237514,2021,67.37808219178082,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
237922,2017,88.00821917808219,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, TG7,2003-11-01,2022-08-31,26,Miroslaw Mietus
237922,2017,88.00821917808219,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, TG7,2003-11-01,2022-08-31,26,Miroslaw Mietus
237922,2018,97.10684931506849,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, TG7,2003-11-01,2022-08-31,26,Miroslaw Mietus
237922,2018,97.10684931506849,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, TG7,2003-11-01,2022-08-31,26,Miroslaw Mietus
237922,2019,100.65205479452055,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, TG7,2003-11-01,2022-08-31,26,Miroslaw Mietus
237922,2019,100.65205479452055,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, TG7,2003-11-01,2022-08-31,26,Miroslaw Mietus
237922,2020,94.85792349726776,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, TG7,2003-11-01,2022-08-31,26,Miroslaw Mietus
237922,2020,94.85792349726776,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, TG7,2003-11-01,2022-08-31,26,Miroslaw Mietus
237922,2021,84.56986301369864,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, TG7,2003-11-01,2022-08-31,26,Miroslaw Mietus
237922,2021,84.56986301369864,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, TG7,2003-11-01,2022-08-31,26,Miroslaw Mietus
238114,2017,117.45098039215686,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238114,2018,100.77808219178083,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238114,2019,104.27945205479452,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238114,2020,99.30054644808743,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238114,2021,96.7005988023952,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238174,2017,86.43287671232876,24977,STASZOW,PL,+50:36:00,+021:11:00,249, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238174,2018,93.90958904109588,24977,STASZOW,PL,+50:36:00,+021:11:00,249, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238174,2019,96.97260273972603,24977,STASZOW,PL,+50:36:00,+021:11:00,249, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238174,2020,92.61475409836065,24977,STASZOW,PL,+50:36:00,+021:11:00,249, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238174,2021,81.17808219178082,24977,STASZOW,PL,+50:36:00,+021:11:00,249, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238186,2017,92.20547945205479,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238186,2018,97.95068493150686,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238186,2019,102.31232876712329,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238186,2020,98.0,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238186,2021,88.20821917808219,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238354,2017,87.67945205479452,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2017,87.67945205479452,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2017,87.67945205479452,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2018,91.59726027397261,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2018,91.59726027397261,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2018,91.59726027397261,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2019,96.9013698630137,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2019,96.9013698630137,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2019,96.9013698630137,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2020,93.97814207650273,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2020,93.97814207650273,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2020,93.97814207650273,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2021,80.34246575342466,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2021,80.34246575342466,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238354,2021,80.34246575342466,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
238594,2017,89.51506849315068,25012,PUCZNIEW,PL,+51:47:00,+019:05:00,148, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238594,2018,97.40547945205479,25012,PUCZNIEW,PL,+51:47:00,+019:05:00,148, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238594,2019,103.05205479452054,25012,PUCZNIEW,PL,+51:47:00,+019:05:00,148, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238594,2020,99.37978142076503,25012,PUCZNIEW,PL,+51:47:00,+019:05:00,148, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238594,2021,89.34520547945205,25012,PUCZNIEW,PL,+51:47:00,+019:05:00,148, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238630,2017,91.57534246575342,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238630,2018,99.78356164383561,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238630,2019,104.93424657534247,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238630,2020,98.73497267759562,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238630,2021,83.76164383561644,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238666,2017,85.83287671232877,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, TG7,1975-01-01,2022-08-31,26,Miroslaw Mietus
238666,2018,91.76712328767124,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, TG7,1975-01-01,2022-08-31,26,Miroslaw Mietus
238666,2019,97.63835616438357,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, TG7,1975-01-01,2022-08-31,26,Miroslaw Mietus
238666,2020,95.6639344262295,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, TG7,1975-01-01,2022-08-31,26,Miroslaw Mietus
238666,2021,80.7068493150685,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, TG7,1975-01-01,2022-08-31,26,Miroslaw Mietus
238822,2017,95.6109589041096,25031,GORZYN,PL,+52:34:00,+015:54:00,79, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238822,2018,106.97808219178083,25031,GORZYN,PL,+52:34:00,+015:54:00,79, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238822,2019,107.85479452054794,25031,GORZYN,PL,+52:34:00,+015:54:00,79, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238822,2020,107.31147540983606,25031,GORZYN,PL,+52:34:00,+015:54:00,79, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238822,2021,94.78356164383561,25031,GORZYN,PL,+52:34:00,+015:54:00,79, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
238906,2017,95.34520547945205,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238906,2018,103.9972602739726,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238906,2019,106.30684931506849,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238906,2020,103.25136612021858,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238906,2021,91.3013698630137,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238978,2017,91.26849315068493,25044,KOLUDA WIELKA,PL,+52:44:00,+018:09:00,76, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238978,2018,100.43013698630136,25044,KOLUDA WIELKA,PL,+52:44:00,+018:09:00,76, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238978,2019,103.64109589041095,25044,KOLUDA WIELKA,PL,+52:44:00,+018:09:00,76, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238978,2020,99.13934426229508,25044,KOLUDA WIELKA,PL,+52:44:00,+018:09:00,76, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
238978,2021,87.85479452054794,25044,KOLUDA WIELKA,PL,+52:44:00,+018:09:00,76, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239074,2017,91.95890410958904,25052,LEGIONOWO,PL,+52:24:00,+020:58:00,71, TG7,1951-02-06,2022-08-31,26,Miroslaw Mietus
239074,2018,101.33424657534246,25052,LEGIONOWO,PL,+52:24:00,+020:58:00,71, TG7,1951-02-06,2022-08-31,26,Miroslaw Mietus
239074,2019,106.75616438356164,25052,LEGIONOWO,PL,+52:24:00,+020:58:00,71, TG7,1951-02-06,2022-08-31,26,Miroslaw Mietus
239074,2020,103.18852459016394,25052,LEGIONOWO,PL,+52:24:00,+020:58:00,71, TG7,1951-02-06,2022-08-31,26,Miroslaw Mietus
239074,2021,87.81095890410958,25052,LEGIONOWO,PL,+52:24:00,+020:58:00,71, TG7,1951-02-06,2022-08-31,26,Miroslaw Mietus
239086,2017,96.58356164383562,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239086,2017,96.58356164383562,25055,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239086,2018,104.28493150684932,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239086,2018,104.28493150684932,25055,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239086,2019,110.01095890410959,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239086,2019,110.01095890410959,25055,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239086,2020,106.43442622950819,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239086,2020,106.43442622950819,25055,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239086,2021,91.63835616438357,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239086,2021,91.63835616438357,25055,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239098,2017,97.89141414141415,25054,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
239098,2017,97.89141414141415,25152,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
239098,2018,117.55389221556887,25054,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
239098,2018,117.55389221556887,25152,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
239098,2019,112.22465753424657,25054,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
239098,2019,112.22465753424657,25152,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
239098,2020,109.79508196721312,25054,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
239098,2020,109.79508196721312,25152,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
239098,2021,93.53150684931506,25054,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
239098,2021,93.53150684931506,25152,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, TG7,2004-01-01,2022-08-31,26,Miroslaw Mietus
239170,2017,86.03561643835616,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
