No,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county,STANAME,matched_LAT,matched_LON,matched_STANAME
238,KpWabrzstmob,,Wąbrzeźno (stacja mobilna),KpWabrzstmob,01-01-2005,13-12-2008,background,urban,mobile,KUJAWSKO-POMORSKIE,Wąbrzeźno,ul. Kętrzyńskiego 3,53.278333,18.966667,powiat wąbrzeski,WABRZEZNO,53.04194444,18.59555556,TORUN                                   
239,KpWieniecZdrMOB,PL0718A,Airponter Wieniec Zdrój,KpWieniecZdrMOB,28-12-2018,31-12-2019,background,suburban,mobile,KUJAWSKO-POMORSKIE,Wieniec-Zdrój,ul. Wieniecka,52.656866,18.987368,powiat włocławski,WIENIEC-ZDROJ,53.04194444,18.59555556,TORUN                                   
240,KpWieniZdroj,PL0689A,"Wieniec Zdrój, ul. Wieniecka",,01-01-2018,,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Wieniec-Zdrój,Wieniecka,52.656866,18.987368,powiat włocławski,WIENIEC-ZDROJ,53.04194444,18.59555556,TORUN                                   
241,KpWienSanatorium,PL0342A,"Wieniec-Zdrój Sanatorium ""Jutrzenka""",KpWienSanatorium,01-01-1981,31-12-2010,NO DATA,nonurban,container,KUJAWSKO-POMORSKIE,Wieniec-Zdrój,,52.656944,18.988611,powiat włocławski,WIENIEC-ZDROJ,53.04194444,18.59555556,TORUN                                   
242,KpWiktorowoG,PL0587A,Lafarge- Airpointer,KpAirpWiktorowo,01-08-2012,01-01-2015,industrial,nonurban,container,KUJAWSKO-POMORSKIE,Wiktorowo,Wiktorowo 22,52.822942,17.859031,powiat mogileński,WIKTOROWO,52.73333333,18.15,KOLUDA WIELKA                           
243,KpWloclChelmMOB,PL0605A,Airpointer Włocławek,KpAirpWlocWod,01-01-2015,01-01-2018,background,suburban,mobile,KUJAWSKO-POMORSKIE,Włocławek,ul. Chełmicka,52.672648,19.079261,Powiat włocławski,WLOCLAWEK,52.58833333,19.72583333,PLOCK                                   
244,KpWloclGnia2,PL0703A,"Włocławek, ul. Gniazdowskiego2",KpWloclGnia2,01-01-2017,31-12-2017,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Włocławek,Gniazdowskiego 7,52.651561,19.051886,Powiat włocławski,WLOCLAWEK,52.58833333,19.72583333,PLOCK                                   
245,KpWloclGniaz,PL0690A,"Włocławek, ul. Gniazdowskiego",,01-04-2017,,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Włocławek,Gniazdowskiego 7,52.651561,19.051886,Powiat włocławski,WLOCLAWEK,52.58833333,19.72583333,PLOCK                                   
246,KpWloclKalis,PL0664A,"Włocławek, ul. Kaliska",,01-12-2018,,background,urban,container,KUJAWSKO-POMORSKIE,Włocławek,Kaliska 108 A,52.637394,19.044486,Powiat włocławski,WLOCLAWEK,52.58833333,19.72583333,PLOCK                                   
247,KpWloclKilinskiego,PL0343A,"Włocławek ""Kilińskiego""",KpWloclKilinskiego,16-03-2003,31-12-2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Włocławek,ul. Kilińskiego 16,52.656389,19.062778,Powiat włocławski,WLOCLAWEK,52.58833333,19.72583333,PLOCK                                   
248,KpWloclLady,PL0074A,"Włocławek ""Łady""",KpWloclLady,01-01-1996,31-12-2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Włocławek,ul. Łady 10,52.641944,19.0475,Powiat włocławski,WLOCLAWEK,52.58833333,19.72583333,PLOCK                                   
249,KpWloclMalinowa,PL0344A,"Włocławek ""Malinowa""",KpWloclMalinowa,03-01-1995,31-12-2009,background,urban,in-house,KUJAWSKO-POMORSKIE,Włocławek,ul. Malinowa 5,52.678611,19.051667,Powiat włocławski,WLOCLAWEK,52.58833333,19.72583333,PLOCK                                   
250,KpWloclOkrze,PL0205A,"Włocławek, ul. Okrzei",,01-01-2005,,communication,urban,container,KUJAWSKO-POMORSKIE,Włocławek,ul. Okrzei,52.658467,19.059314,Powiat włocławski,WLOCLAWEK,52.58833333,19.72583333,PLOCK                                   
251,KpWloclOpsis,,OPSIS Włocławek,KpWloclOpsis,01-06-2002,31-05-2009,background,urban,in-house,KUJAWSKO-POMORSKIE,Włocławek,pl. Wolności,52.663056,19.07,Powiat włocławski,WLOCLAWEK,52.58833333,19.72583333,PLOCK                                   
252,KpWloclPlocka,PL0345A,"Włocławek ""Płocka""",KpWloclPlocka,16-03-2003,31-12-2009,background,urban,in-house,KUJAWSKO-POMORSKIE,Włocławek,ul. Płocka 45,52.654444,19.101667,Powiat włocławski,WLOCLAWEK,52.58833333,19.72583333,PLOCK                                   
253,KpWloclSiels,PL0075A,"Włocławek Sielska ""DMD""",KpWloclSielska,03-01-1995,31-03-2017,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Włocławek,ul. Sielska 3,52.664721,19.036386,Powiat włocławski,WLOCLAWEK,52.58833333,19.72583333,PLOCK                                   
254,KpWloclWSHE,,Włocławek WSHE,KpWloclWSHE,05-02-2003,31-01-2005,communication,urban,in-house,KUJAWSKO-POMORSKIE,Włocławek WSHE,ul. Okrzei 94,52.663056,19.056389,Powiat włocławski,WLOCLAWEK WSHE,52.58833333,19.72583333,PLOCK                                   
255,KpWlocZytnia,PL0346A,"Włocławek ""Żytnia""",KpWlocZytnia,11-04-1995,31-12-2009,industrial,urban,in-house,KUJAWSKO-POMORSKIE,Włocławek,ul. Żytnia 55,52.646389,19.091111,Powiat włocławski,WLOCLAWEK,52.58833333,19.72583333,PLOCK                                   
256,KpWolice,PL0076A,Lafarge-Wolice,KpWolice,01-09-2001,31-12-2011,industrial,nonurban,container,KUJAWSKO-POMORSKIE,Wolice,,52.854167,17.900278,powiat żniński,WOLICE,52.73333333,18.15,KOLUDA WIELKA                           
257,KpZielBoryTu,PL0077A,"Zielonka, Bory Tucholskie",,27-05-2004,,background,nonurban,container,KUJAWSKO-POMORSKIE,Zielonka,,53.662136,17.933986,powiat tucholski,ZIELONKA,53.71527778,17.5325,CHOJNICE                                
258,KpZninBrowarowa,PL0347A,Żnin,KpZninBrowarowa,16-03-2003,31-12-2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Żnin,ul. Browarowa 14,52.851667,17.715556,powiat żniński,ZNIN,52.73333333,18.15,KOLUDA WIELKA                           
259,KpZninPotock,PL0348A,Żnin Starostwo Potockiego,KpZninPotockiego,11-08-2008,01-01-2016,background,suburban,in-house,KUJAWSKO-POMORSKIE,Żnin,ul. Potockiego 1,52.848453,17.734086,powiat żniński,ZNIN,52.73333333,18.15,KOLUDA WIELKA                           
260,LbBialaPKopernika,PL0078A,PSSE-Biała-Kopernika,LbBialaPKopernika,02-01-1995,31-12-2009,background,urban,in-house,LUBELSKIE,Biała Podlaska,ul. Kopernika 7,52.034189,23.102736,Powiat opoczyński,BIALA PODLASKA,52.07861111,23.62194444,TERESPOL                                
261,LbBialaPPl.TrzechKrzyzy,PL0080A,PSSE-Biała-Pl.TrzechKrzyży,LbBialaPPl.TrzechKrzyzy,01-03-2004,31-12-2009,background,urban,container,LUBELSKIE,Biała Podlaska,pl. Trzech Krzyży 4,52.023856,23.116042,Powiat opoczyński,BIALA PODLASKA,52.07861111,23.62194444,TERESPOL                                
262,LbBialySlupRPN,,Biały Słup,LbBialySlupRPN,21-01-2002,31-12-2005,background,nonurban,in-house,LUBELSKIE,Biały Słup,,50.591742,22.997811,powiat zamojski,BIALY SLUP,50.69777778,23.20638889,ZAMOSC                                  
263,LbBiaPodOrze,PL0079A,"Biała Podlaska, ul. Orzechowa",,07-04-1993,,background,urban,container,LUBELSKIE,Biała Podlaska,ul. Orzechowa,52.029194,23.149389,Powiat opoczyński,BIALA PODLASKA,52.07861111,23.62194444,TERESPOL                                
264,LbBiaSlupRPN,PL0349A,Biały Słup (RPN),LbBialySlupRPN_Auto,01-01-2006,31-12-2017,background,nonurban,container,LUBELSKIE,Biały Słup,,50.590806,22.997889,powiat zamojski,BIALY SLUP,50.69777778,23.20638889,ZAMOSC                                  
265,LbBilgorajWSSE,PL0350A,Biłgoraj ul. Dąbrowskiego,LbBilgorajWSSE,04-06-1991,31-12-2008,background,urban,in-house,LUBELSKIE,Biłgoraj,ul. Dąbrowskiego 8,50.533889,22.716667,powiat biłgorajski,BILGORAJ,50.69777778,23.20638889,ZAMOSC                                  
266,LbChelJagiel,PL0081A,Chełm ul. Jagiellońska,LbChelmJagWIOS,01-04-2000,31-12-2018,background,suburban,dust collector,LUBELSKIE,Chełm,ul. Jagiellońska 64,51.13095,23.514603,Powiat bydgoski,CHELM,51.55333333,23.52944444,WLODAWA                                 
267,LbChelmPolan,PL0744A,"Chełm, ul. Połaniecka",,01-01-2019,,background,urban,container,LUBELSKIE,Chełm,ul. Połaniecka,51.12219,23.47287,Powiat bydgoski,CHELM,51.55333333,23.52944444,WLODAWA                                 
268,LbChelmPolWSSE,PL0082A,Chełm ul. Połaniecka,LbChelmPolWSSE,16-04-1991,31-12-2008,background,urban,in-house,LUBELSKIE,Chełm,ul. Połaniecka 11,51.122778,23.473333,Powiat bydgoski,CHELM,51.55333333,23.52944444,WLODAWA                                 
269,LbChelmSzpWSSE,PL0083A,Chełm ul. Szpitalna,LbChelmSzpWSSE,05-01-1980,31-12-2009,background,urban,in-house,LUBELSKIE,Chełm,ul. Szpitalna 48,51.150278,23.4575,Powiat bydgoski,CHELM,51.55333333,23.52944444,WLODAWA                                 
270,LbChelPolan,PL0744A,Chełm ul.Połaniecka,LbChelPolan,01-01-2019,,background,urban,container,LUBELSKIE,Chełm,ul. Połaniecka,51.12219,23.47287,Powiat bydgoski,CHELM,51.55333333,23.52944444,WLODAWA                                 
271,LbDorohWIOS,PL0084A,Dorohusk,LbDorohWIOS,01-07-2001,31-08-2006,background,nonurban,in-house,LUBELSKIE,Dorohusk,ul. teren GZO,51.175556,23.801667,powiat chełmski,DOROHUSK,51.55333333,23.52944444,WLODAWA                                 
272,LbFlorianRPN,PL0691A,"Florianka, RPN",,01-01-2018,,background,nonurban,container,LUBELSKIE,Florianka,,50.551894,22.982861,powiat biłgorajski,FLORIANKA,50.69777778,23.20638889,ZAMOSC                                  
273,LbHrubieszowWIOS,PL0351A,Hrubieszów Gródecka,LbHrubieszowWIOS,06-02-2003,31-12-2009,background,urban,in-house,LUBELSKIE,Hrubieszów,ul. Gródecka 36,50.804722,23.913056,powiat hrubieszowski,HRUBIESZOW,50.69777778,23.20638889,ZAMOSC                                  
274,LbHrubieszowWSSE,,Hrubieszów Mickiewicza,LbHrubieszowWSSE,02-01-2002,31-12-2003,background,urban,in-house,LUBELSKIE,Hrubieszów,ul. Mickiewicza 2,50.802778,23.896111,powiat hrubieszowski,HRUBIESZOW,50.69777778,23.20638889,ZAMOSC                                  
275,LbJarczWolaM,PL0002R,"Jarczew, IMGW",,01-10-1985,,background,nonurban,container,LUBELSKIE,Jarczew,,51.814367,21.972375,powiat łukowski,JARCZEW,51.81666667,21.98333333,JARCZEW                                 
276,LbKra-awWSSE,PL0352A,Krasnystaw ul. Sikorskiego,LbKra-awWSSE,18-01-1990,31-12-2009,background,urban,in-house,LUBELSKIE,Krasnystaw,ul. Sikorskiego 3a,50.981547,23.170486,powiat krasnostawski,KRASNYSTAW,50.69777778,23.20638889,ZAMOSC                                  
277,LbKrasKoszar,PL0353A,"Kraśnik, ul. Koszarowa",,01-01-2007,,background,suburban,dust collector,LUBELSKIE,Kraśnik,ul. Koszarowa 10A,50.928239,22.228308,powiat kraśnicki,KRASNIK,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
278,LbKrasnikSpoldziel,PL0354A,Kraśnik Ul. Spółdzielcza,LbKrasnikSpoldziel,25-01-1994,31-12-2008,background,urban,in-house,LUBELSKIE,Kraśnik,ul. Spółdzielcza 3,50.927486,22.228567,powiat kraśnicki,KRASNIK,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
279,LbKrasnobrod,PL0761A,"Krasnobród, ul. Sanatoryjna",,16-01-2020,,background,suburban,dust collector,LUBELSKIE,Krasnobród,ul. Sanatoryjna,50.549297,23.197317,powiat zamojski,KRASNOBROD,50.69777778,23.20638889,ZAMOSC                                  
280,LbKrasnobrodWSSELel,,Krasnobród ul. Lelewela 2,LbKrasnobrodWSSELel,23-01-2002,31-12-2009,background,urban,in-house,LUBELSKIE,Krasnobród,ul. Lelewela 2,50.54385,23.215858,powiat zamojski,KRASNOBROD,50.69777778,23.20638889,ZAMOSC                                  
281,LbLeczna1000Lecia,PL0269A,Łęczna ul. 1000-Lecia,LbLeczna1000Lecia,01-09-2006,31-12-2010,background,urban,container,LUBELSKIE,Łęczna,ul. 1000-Lecia 12,51.30445,22.883331,powiat łęczyński,LECZNA,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
282,LbLublin_Chmielna,,Lublin ul. Chmielna,LbLublin_Chmielna,03-01-1994,31-12-2002,background,urban,in-house,LUBELSKIE,Lublin,ul. Chmielna 10,51.251289,22.5558,Lublin,LUBLIN,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
283,LbLublin_Krasn,PL0253A,Lublin Al. Kraśnicka,LbLublin_Krasn,01-01-2006,10-05-2010,background,urban,container,LUBELSKIE,Lublin,al. Kraśnicka 2 CD,51.247225,22.523883,Lublin,LUBLIN,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
284,LbLublinMaszynowa,PL0356A,Lublin ul. Maszynowa,LbLublinMaszynowa,10-03-1986,31-12-2009,background,urban,in-house,LUBELSKIE,Lublin,ul. Maszynowa 2,51.244431,22.595297,Lublin,LUBLIN,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
285,LbLublinNadrzecz,,Lublin Ul. Nadrzeczna,LbLublinNadrzecz,02-01-1991,31-12-2002,background,urban,in-house,LUBELSKIE,Lublin,ul. Nadrzeczna 16,51.222225,22.581822,Lublin,LUBLIN,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
286,LbLublinObywat_13,PL0086A,Lublin ul. Obywatelska 13,LbLublinObywat_13,04-10-2000,31-12-2009,background,urban,in-house,LUBELSKIE,Lublin,ul. Obywatelska 13,51.259269,22.568522,Lublin,LUBLIN,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
287,LbLublinOgrod,,Lublin Ogród Botaniczny,LbLublinOgrod,05-09-2003,31-12-2006,background,urban,container,LUBELSKIE,Lublin,ul. Sławinkowska 3,51.263964,22.514581,Lublin,LUBLIN,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
288,LbLublinPiel,PL0087A,Lublin Ul. Pielęgniarek,LbLublinPiel,22-05-2001,31-12-2009,background,urban,container,LUBELSKIE,Lublin,ul. Pielęgniarek 6,51.239444,22.5075,Lublin,LUBLIN,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
289,LbLublinSpokojna,PL0206A,Lublin Ul. Spokojna (Śródmieście),LbLublinSpokojna,01-01-2003,31-12-2009,background,urban,in-house,LUBELSKIE,Lublin,ul. Spokojna 9,51.250731,22.554769,Lublin,LUBLIN,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
290,LbLubObywate,PL0507A,"Lublin, ul. Obywatelska",,21-05-2010,,background,urban,container,LUBELSKIE,Lublin,ul. Obywatelska 13,51.259431,22.569133,Lublin,LUBLIN,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
291,LbLubSliwins,PL0085A,"Lublin, ul. Śliwińskiego",,01-07-2001,,background,urban,container,LUBELSKIE,Lublin,ul. Śliwińskiego 5,51.273078,22.551675,Lublin,LUBLIN,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
292,LbLukowBrowarna,PL0357A,WIOŚ-Łuków-Browarna,LbLukowBrowarna,03-01-2007,31-12-2010,background,urban,container,LUBELSKIE,Łuków,ul. Browarna 63,51.928564,22.377758,powiat łukowski,LUKOW,52.18111111,22.24472222,SIEDLCE                                 
293,LbLukowSpoldzielcza,PL0088A,PSSE-Łuków-Spółdzielcza,LbLukowSpoldzielcza,01-02-1999,31-12-2008,background,urban,in-house,LUBELSKIE,Łuków,ul. Społdzielcza 4,51.929722,22.380569,powiat łukowski,LUKOW,52.18111111,22.24472222,SIEDLCE                                 
294,LbMiedzPModrzewiowa,,PSSE-MiędzyrzecP-Modrzewiowa,LbMiedzPModrzewiowa,15-01-1997,31-12-2003,background,suburban,in-house,LUBELSKIE,Międzyrzec Podlaski,ul. Modrzewiowa 27,51.996064,22.802539,powiat bialski,MIEDZYRZEC PODLASKI,52.18111111,22.24472222,SIEDLCE                                 
295,LBMiedzPStaromiejska,PL0358A,PSSE-MiędzyrzecP-Staromiejska,LBMiedzPStaromiejska,05-01-2004,31-12-2008,background,urban,in-house,LUBELSKIE,Międzyrzec Podlaski,ul. Staromiejska 20,51.985278,22.787097,powiat bialski,MIEDZYRZEC PODLASKI,52.18111111,22.24472222,SIEDLCE                                 
296,LbNaleczAlMa,PL0710A,"Nałęczów, al. Małachowskiego",,22-01-2019,,background,suburban,dust collector,LUBELSKIE,Nałęczów,al. Małachowskiego,51.284931,22.210242,powiat puławski,NALECZOW,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
297,LbNaleczow,PL0710A,Nałęczów,LbNaleczow,22-01-2019,,background,suburban,dust collector,LUBELSKIE,Nałęczów,Al. Małachowskiego,51.284931,22.210242,powiat puławski,NALECZOW,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
298,LbNaleczowKasztan,PL0359A,Nałęczów Ul. Kasztanowa,LbNaleczowKasztan,04-01-1993,31-12-2009,background,urban,in-house,LUBELSKIE,Nałęczów,ul. Kasztanowa 1,51.287361,22.208233,powiat puławski,NALECZOW,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
299,LbPulaKarpin,PL0657A,"Puławy, ul. Karpińskiego",,01-06-2015,31-12-2021,background,urban,container,LUBELSKIE,Puławy,ul. Karpińskiego 5,51.419047,21.961089,powiat puławski,PULAWY,51.41666667,21.96666667,PULAWY                                  
300,LbPulaSkowie,PL0089A,Puławy ul. Skowieszyńska,LbPulawySkowieszynska,22-07-2003,31-12-2015,background,suburban,dust collector,LUBELSKIE,Puławy,ul. Skowieszyńska 51,51.410614,21.976375,powiat puławski,PULAWY,51.41666667,21.96666667,PULAWY                                  
301,LbPulawyLubelska,PL0360A,Puławy Ul. Lubelska,LbPulawyLubelska,04-01-1993,01-01-2015,background,urban,in-house,LUBELSKIE,Puławy,ul. Lubelska 5,51.417258,21.972761,powiat puławski,PULAWY,51.41666667,21.96666667,PULAWY                                  
302,LbRadzPodSit,PL0270A,"Radzyń Podlaski, ul. Sitkowskiego",,08-11-2006,,background,suburban,dust collector,LUBELSKIE,Radzyń Podlaski,ul. Sitkowskiego 1b,51.78,22.625944,powiat radzyński,RADZYN PODLASKI,51.81666667,21.98333333,JARCZEW                                 
303,LbRadzyPPocztowa,PL0090A,PSSE-RadzyńP-Pocztowa,LbRadzyPPocztowa,01-01-1984,31-12-2009,background,urban,in-house,LUBELSKIE,Radzyń Podlaski,ul. Pocztowa 5,51.784558,22.619614,powiat radzyński,RADZYN PODLASKI,51.81666667,21.98333333,JARCZEW                                 
304,LbRejowiecFabrWIOS,PL0361A,Rejowiec Fabryczny,LbRejowiecFabrWIOS,01-09-2006,31-12-2010,background,urban,container,LUBELSKIE,Rejowiec Fabryczny,ul. Chełmska 51A,51.110278,23.246944,powiat chełmski,REJOWIEC FABRYCZNY,50.69777778,23.20638889,ZAMOSC                                  
305,LbSwidnikWPolskiego,PL0362A,Świdnik ul. Wojska Polskiego,LbSwidnikWPolskiego,12-01-2004,31-12-2009,background,urban,in-house,LUBELSKIE,Świdnik,ul. Wojska Polskiego 27,51.221919,22.687217,powiat świdnicki,SWIDNIK,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
306,LbSwidnikWyszyns,,Świdnik Ul. Wyszyńskiego,LbSwidnikWyszyns,24-03-1993,31-12-2003,background,urban,in-house,LUBELSKIE,Świdnik,ul. Wyszyńskiego 15,51.217625,22.698714,powiat świdnicki,SWIDNIK,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
307,LbSzczebPartyzantow,PL0363A,Szczebrzeszyn,LbSzczebPartyzantow,10-02-2003,31-12-2008,background,urban,in-house,LUBELSKIE,Szczebrzeszyn,ul. Partyzantów 35,50.698056,22.971944,powiat zamojski,SZCZEBRZESZYN,50.69777778,23.20638889,ZAMOSC                                  
308,LbTomaszowLubWIOS,PL0271A,Tomaszów Lubelski ul. Lwowska 68,LbTomaszowLubWIOS,01-09-2006,31-12-2010,background,urban,container,LUBELSKIE,Tomaszów Lubelski,ul. Lwowska 68,50.4475,23.414444,powiat tomaszowski,TOMASZOW LUBELSKI,50.26666667,23.1,NOWY LUBLINIEC                          
309,LbTomaszowLubWSSE,PL0364A,Tomaszów Lubelski ul. Lwowska 51,LbTomaszowLubWSSE,02-01-1995,31-12-2008,background,urban,in-house,LUBELSKIE,Tomaszów Lubelski,ul. Lwowska 51,50.447778,23.416944,powiat tomaszowski,TOMASZOW LUBELSKI,50.26666667,23.1,NOWY LUBLINIEC                          
310,LbWilczopole,PL0488A,Wilczopole,,01-09-2006,,background,nonurban,in-house,LUBELSKIE,Wilczopole,,51.163542,22.598608,powiat lubelski,WILCZOPOLE,51.21694444,22.39361111,LUBLIN-RADAWIEC                         
311,LbWlodawWSSE,PL0365A,Włodawa ul. Pilsudskiego,LbWlodawWSSE,02-01-1985,31-12-2009,background,urban,in-house,LUBELSKIE,Włodawa,ul. Piłsudskiego 66,51.552308,23.554408,powiat włodawski,WLODAWA,51.55333333,23.52944444,WLODAWA                                 
312,LbZamoHrubie,PL0091A,"Zamość, ul. Hrubieszowska",,01-01-1992,,background,urban,container,LUBELSKIE,Zamość,ul. Hrubieszowska 69A,50.716628,23.290247,powiat zamojski,ZAMOSC,50.69777778,23.20638889,ZAMOSC                                  
313,LbZamoscWSSE,PL0092A,Zamość ul. Peowiaków 96,LbZamoscWSSE,12-06-1985,31-12-2009,background,urban,in-house,LUBELSKIE,Zamość,ul. Peowiaków 96,50.716111,23.260833,Powiat zamojski,ZAMOSC,50.69777778,23.20638889,ZAMOSC                                  
314,LdAlekslWSSEMSklodow,,Aleksandrów Ł.-Skłodowskiej Curie1,LdAlekslWSSEMSklodow,05-04-1976,01-01-2010,background,urban,in-house,ŁÓDZKIE,Aleksandrów Łódzki,ul. Skłodowskiej Curie 1,-999.0,-999.0,Powiat aleksandrowski,ALEKSANDROW LODZKI,,,
315,LdBelchatEdward,PL0665A,Bełchatów-Edwardów 5,LdBelchatEdward,01-01-2017,,background,urban,dust collector,ŁÓDZKIE,Bełchatów,ul. Edwardów 5,51.356611,19.365806,powiat bełchatowski,BELCHATOW,51.35333333,19.86638889,SULEJOW                                 
316,LdBelchaWSSEMOkrzei,PL0093A,Bełchatów-Okrzei49,LdBelchaWSSEMOkrzei,01-01-1988,01-01-2010,background,urban,in-house,ŁÓDZKIE,Bełchatów,ul. Okrzei S. 49,51.360278,19.367778,powiat bełchatowski,BELCHATOW,51.35333333,19.86638889,SULEJOW                                 
317,LdBelchEdwar,PL0665A,"Bełchatów, ul. Edwardów",,01-01-2017,,background,urban,dust collector,ŁÓDZKIE,Bełchatów,ul. Edwardów 5,51.356611,19.365806,powiat bełchatowski,BELCHATOW,51.35333333,19.86638889,SULEJOW                                 
318,LdBrzeReform,PL0366A,"Brzeziny, ul. Reformacka",,01-01-2010,,background,urban,dust collector,ŁÓDZKIE,Brzeziny,ul. Reformacka 1,51.797814,19.755769,powiat brzeziński,BRZEZINY,51.73,19.4,LODZ                                    
319,LdBrzeziWSSEMReforma,,Brzeziny-Reformacka,LdBrzeziWSSEMReforma,16-10-1990,01-01-2010,background,urban,in-house,ŁÓDZKIE,Brzeziny,ul. Reformacka 3,-999.0,-999.0,Powiat brzeziński,BRZEZINY,,,
320,LdGajewUjWod,PL0094A,"Gajew, Ujęcie Wody",,01-11-2003,,background,nonurban,container,ŁÓDZKIE,Gajew,Ujęcie wody,52.14325,19.233225,powiat łęczycki,GAJEW,52.2,18.66694444,KOLO                                    
321,LdKutn1Maja7MOB,PL0763A,"Kutno, ul. 1 Maja",,19-09-2019,,background,urban,mobile,ŁÓDZKIE,Kutno,ul. 1 Maja 7,52.231728,19.353742,powiat kutnowski,KUTNO,52.2,18.66694444,KOLO                                    
322,LdKutnKosciu,PL0607A,"Kutno, ul. Kościuszki",,01-01-2014,,background,urban,dust collector,ŁÓDZKIE,Kutno,ul. Kościuszki 26,52.234481,19.368186,powiat kutnowski,KUTNO,52.58833333,19.72583333,PLOCK                                   
323,LdKutnoWIOSMWilcza,PL0095A,Kutno Wilcza,LdKutnoWIOSMWilcza,01-03-1993,31-12-2015,background,urban,in-house,ŁÓDZKIE,Kutno,ul. Wilcza 5a,52.228489,19.372206,powiat kutnowski,KUTNO,52.58833333,19.72583333,PLOCK                                   
324,LdKutnoWSSEMGrunwal,PL0367A,Kutno-Grunwaldzka2,LdKutnoWSSEMGrunwal,01-07-1976,01-01-2010,background,urban,in-house,ŁÓDZKIE,Kutno,ul. Grunwaldzka 2,52.229167,19.372222,powiat kutnowski,KUTNO,52.58833333,19.72583333,PLOCK                                   
325,LdLaskNarutoMOB,PL0764A,"Łask, ul. Narutowicza",,26-10-2020,,background,urban,mobile,ŁÓDZKIE,Łask,ul. Narutowicza 28,51.589261,19.131494,powiat łaski,LASK,51.78333333,19.08333333,PUCZNIEW                                
326,LdLaskWSSEMWarszaw,PL0255A,Łask-Warszawska,LdLaskWSSEMWarszaw,05-02-1990,01-01-2010,background,urban,in-house,ŁÓDZKIE,Łask,ul. Warszawska,51.59,19.147222,powiat łaski,LASK,51.78333333,19.08333333,PUCZNIEW                                
327,LdLodzCzerni,PL0096A,"Łódź, ul. Czernika",,01-11-2003,,background,urban,container,ŁÓDZKIE,Łódź,ul. Czernika 1/3,51.75805,19.529786,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
328,LdLodzGdansk,PL0543A,"Łódź, ul. Gdańska",,01-01-2012,,background,urban,container,ŁÓDZKIE,Łódź,ul. Gdańska 16,51.775411,19.4509,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
329,LdLodzJanPaw,PL0635A,"Łódź, al. Jana Pawła II",,27-10-2015,,communication,urban,container,ŁÓDZKIE,Łódź,al. Jana Pawła II 15,51.754613,19.434925,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
330,LdLodzKilins,PL0589A,Łódź-Kilińskiego 102/102a,LdLodzWIOSAKilinsk,01-01-2014,31-12-2017,communication,urban,container,ŁÓDZKIE,Łódź,ul. Kilińskiego 102/102a,51.763801,19.467132,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
331,LdLodzLegion,PL0100A,"Łódź, ul. Legionów",,01-01-2004,,background,urban,dust collector,ŁÓDZKIE,Łódź,ul. Legionów 1,51.776417,19.452936,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
332,LdLodzRudzka,PL0101A,"Łódź, ul. Rudzka",,01-01-1975,,background,urban,dust collector,ŁÓDZKIE,Łódź,ul. Rudzka 60,51.705581,19.434842,Kłodzko County,LODZ,51.71694444,19.4,LUBLINEK                                
333,LdLodzWIOSARubinst,PL0097A,Łódź-Śródmieście,LdLodzWIOSARubinst,01-11-2003,31-12-2014,background,urban,in-house,ŁÓDZKIE,Łódź,ul. Rubinsteina 77,51.767292,19.455339,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
334,LdLodzWSSEMAstrona,PL0368A,Łódź-Astronautów,LdLodzWSSEMAstrona,01-01-1968,01-01-2010,background,urban,in-house,ŁÓDZKIE,Łódź,ul. Astronautów 17,51.726111,19.461944,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
