No,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county,STANAME,matched_LAT,matched_LON,matched_STANAME
99,DsSniezkaObs,PL0003R,Śnieżka,,01-01-2000,,background,nonurban,container,DOLNOŚLĄSKIE,Karpacz,Śnieżka,50.736389,15.739722,powiat karkonoski,KARPACZ,50.73611111,15.73944444,SNIEZKA                                 
100,DsSobczyce,PL0266A,Sobczyce,DsSobczyce,01-10-2003,31-12-2013,industrial,nonurban,container,DOLNOŚLĄSKIE,Sobczyce,,51.702092,16.067231,powiat głogowski,SOBCZYCE,51.83555556,16.53472222,LESZNO                                  
101,DsSoko08,,Sokolec,DsSoko08,01-11-1996,19-05-2004,background,nonurban,container,DOLNOŚLĄSKIE,Sokolec,,50.668056,16.475,powiat wałbrzyski,SOKOLEC,50.43694444,16.61416667,KLODZKO                                 
102,DsSpal06,,Spalona,DsSpal06,15-11-1996,15-05-2004,background,nonurban,container,DOLNOŚLĄSKIE,Spalona,,50.27657,16.538299,powiat kłodzki,SPALONA,50.43694444,16.61416667,KLODZKO                                 
103,DsSrodaSlMOB,PL0726A,Środa Śląska,,28-01-2020,31-12-2021,background,urban,mobile,DOLNOŚLĄSKIE,Środa Śląska,Aleja Konstytucji 3 Maja 7,51.166236,16.597559,powiat średzki,SRODA SLASKA,51.10333333,16.9,WROCLAW                                 
104,DsStrzMob,PL0506A,Strzelin - Mobil Mercedes,DsStrzMob,01-01-2010,31-12-2011,background,urban,mobile,DOLNOŚLĄSKIE,Strzelin,ul. M.Konopnickiej 3,50.784386,17.079435,powiat strzeliński,STRZELIN,51.06666667,16.91666667,ZYBISZOW                                
105,DsSwidnFolwa,PL0660A,"Świdnica, ul. Folwarczna",,01-01-2017,,background,urban,dust collector,DOLNOŚLĄSKIE,Świdnica,ul. Folwarczna 2,50.84443,16.494006,powiat świdnicki,SWIDNICA,51.06666667,16.91666667,ZYBISZOW                                
106,DsSwidnMarciMOB,PL0604A,Świdnica - Marcinkowskiego MOB,DsSwidMob,01-01-2015,31-12-2015,background,urban,mobile,DOLNOŚLĄSKIE,Świdnica,ul. Karola Marcinkowskiego 4-6,50.846559,16.466928,powiat świdnicki,SWIDNICA,51.06666667,16.91666667,ZYBISZOW                                
107,DsSwidnRynek,PL0059A,Świdnica - Rynek,DsSwidRynek,01-01-2011,31-12-2016,background,urban,dust collector,DOLNOŚLĄSKIE,Świdnica,ul. Rynek 43,50.842364,16.486703,powiat świdnicki,SWIDNICA,51.06666667,16.91666667,ZYBISZOW                                
108,DsSwidRynekArch,,Świdnica - Rynek Arch,DsSwidRynekArch,02-07-2003,31-12-2009,background,urban,in-house,DOLNOŚLĄSKIE,Świdnica,ul. Rynek 43,50.84236,16.486704,powiat świdnicki,SWIDNICA,51.06666667,16.91666667,ZYBISZOW                                
109,DsSwidWalb,,Świdnica - ul. Wałbrzyska,DsSwidWalb,02-01-1985,31-12-2003,background,urban,in-house,DOLNOŚLĄSKIE,Świdnica,ul. Wałbrzyska 15,50.838047,16.480395,powiat świdnicki,SWIDNICA,51.06666667,16.91666667,ZYBISZOW                                
110,DsSzczaKolej,PL0541A,"Szczawno-Zdrój, ul. Kolejowa",,01-01-2012,,background,urban,dust collector,DOLNOŚLĄSKIE,Szczawno-Zdrój,ul. Kolejowa 14,50.804189,16.254111,powiat wałbrzyski,SZCZAWNO-ZDROJ,50.78333333,15.78333333,KARPACZ                                 
111,DsSzczAzalMob,PL0578A,Szczawno-Zdrój - Azalia - Mobil,DsSzczAzalMob,01-01-2012,31-12-2012,background,urban,mobile,DOLNOŚLĄSKIE,Szczawno-Zdrój,ul. Klonowa,50.806472,16.253264,powiat wałbrzyski,SZCZAWNO-ZDROJ,50.78333333,15.78333333,KARPACZ                                 
112,DsSzczKopPM,PL0267A,Szczawno Zdrój - ul. Kopernika (PM10),DsSzczKopPM,01-01-2007,31-12-2011,background,urban,dust collector,DOLNOŚLĄSKIE,Szczawno-Zdrój,ul. Kopernika 2,50.801538,16.250145,powiat wałbrzyski,SZCZAWNO-ZDROJ,50.78333333,15.78333333,KARPACZ                                 
113,DsSzczMagMob,PL0579A,Szczawno-Zdrój - Magnolia - Mobil,DsSzczMagMob,01-01-2012,31-12-2012,background,urban,mobile,DOLNOŚLĄSKIE,Szczawno-Zdrój,ul. Kopernika,50.801523,16.250182,powiat wałbrzyski,SZCZAWNO-ZDROJ,50.78333333,15.78333333,KARPACZ                                 
114,DsSzczOgr,,Szczawno Zdrój - ul. Ogrodowa,DsSzczOgr,02-01-1993,31-12-2004,background,urban,in-house,DOLNOŚLĄSKIE,Szczawno-Zdrój,ul. Ogrodowa 5,50.805025,16.257246,powiat wałbrzyski,SZCZAWNO-ZDROJ,50.78333333,15.78333333,KARPACZ                                 
115,DsSzczRat,PL0254A,Szczawno Zdrój - ul. Ratuszowa,DsSzczRat,01-04-1983,31-12-2007,background,urban,in-house,DOLNOŚLĄSKIE,Szczawno-Zdrój,ul. Ratuszowa 1,50.802699,16.254862,powiat wałbrzyski,SZCZAWNO-ZDROJ,50.78333333,15.78333333,KARPACZ                                 
116,DsSzklarkiMob,PL0600A,Szklarki - Mobil,DsSzklarkiMob,01-01-2013,31-12-2013,background,nonurban,mobile,DOLNOŚLĄSKIE,Szklarki,,51.515908,15.747383,powiat polkowicki,SZKLARKI,51.1925,16.2075,LEGNICA                                 
117,DsSzkPor1MajMOB,PL0634A,Szklarska Poręba - 1 Maja,DsSzkPor1MajMOB,01-01-2016,31-12-2016,background,urban,mobile,DOLNOŚLĄSKIE,Szklarska Poręba,1 Maja,50.822706,15.528251,powiat karkonoski,SZKLARSKA POREBA,50.73,15.73,SNIEZKA                                 
118,DsTarnowek,PL0268A,Tarnówek,DsTarnowek,01-01-2003,31-12-2013,industrial,nonurban,container,DOLNOŚLĄSKIE,Tarnowek,,51.513299,16.166761,powiat polkowicki,TARNOWEK,51.1925,16.2075,LEGNICA                                 
119,DsTrzebBoch,,Trzebnica-Bochenka,DsTrzebBoch,01-01-2004,31-12-2005,background,urban,in-house,DOLNOŚLĄSKIE,Trzebnica,ul. Ks.Bochenka,51.310278,17.062778,powiat trzebnicki,TRZEBNICA,51.10333333,16.9,WROCLAW                                 
120,DsTrzebLes,,Trzebnica - Leśna,DsTrzebLes,01-01-1994,31-12-2003,background,urban,in-house,DOLNOŚLĄSKIE,Trzebnica,ul. Leśna,51.303889,17.07,powiat trzebnicki,TRZEBNICA,51.10333333,16.9,WROCLAW                                 
121,DsTrzebMob,,Trzebnica - Mobil Mercedes,DsTrzebMob,01-04-2008,31-01-2010,background,urban,mobile,DOLNOŚLĄSKIE,Trzebnica,ul. Żołnierzy Września,51.305272,17.060139,powiat trzebnicki,TRZEBNICA,51.10333333,16.9,WROCLAW                                 
122,DsTrzebniMaj,PL0779A,"Trzebnica, ul. 3 Maja",,23-12-2020,,background,urban,container,DOLNOŚLĄSKIE,Trzebnica,ul. 3 Maja,51.304817,17.071367,powiat trzebnicki,TRZEBNICA,51.10333333,16.9,WROCLAW                                 
123,DsWalbBator,,Wałbrzych - ul. Batorego,DsWalbBator,02-01-1975,31-12-2003,background,urban,in-house,DOLNOŚLĄSKIE,Wałbrzych,ul. Batorego 3,50.774028,16.278035,Wałbrzych County,WALBRZYCH,50.78333333,15.78333333,KARPACZ                                 
124,DsWalbGrodz,,Wałbrzych - ul. Grodzka,DsWalbGrodz,02-01-1993,31-12-2004,background,urban,in-house,DOLNOŚLĄSKIE,Wałbrzych,ul. Grodzka 73,50.823623,16.275474,Wałbrzych County,WALBRZYCH,50.78333333,15.78333333,KARPACZ                                 
125,DsWalbJord,PL0060A,Wałbrzych - ul. Jordana,DsWalbJord,02-01-2001,31-12-2006,industrial,urban,in-house,DOLNOŚLĄSKIE,Wałbrzych,ul. Jordana 4,50.759444,16.241389,Wałbrzych County,WALBRZYCH,50.78333333,15.78333333,KARPACZ                                 
126,DsWalbKost,,Wałbrzych - ul. Kosteckiego,DsWalbKost,02-01-1983,31-12-2003,industrial,urban,in-house,DOLNOŚLĄSKIE,Wałbrzych,ul. Kosteckiego 2,50.762702,16.244248,Wałbrzych County,WALBRZYCH,50.78333333,15.78333333,KARPACZ                                 
127,DsWalbrzWyso,PL0192A,"Wałbrzych, ul. Wysockiego",,01-01-2005,,background,urban,container,DOLNOŚLĄSKIE,Wałbrzych,ul. Wysockiego 11,50.768729,16.269677,Wałbrzych County,WALBRZYCH,50.78333333,15.78333333,KARPACZ                                 
128,DsWalbWysPArch,,Wałbrzych - ul. Wysockiego (PM10-Arch),DsWalbWysPArch,02-01-2004,31-12-2009,background,urban,dust collector,DOLNOŚLĄSKIE,Wałbrzych,ul. Wysockiego 11,50.768747,16.269584,Wałbrzych County,WALBRZYCH,50.78333333,15.78333333,KARPACZ                                 
129,DsWitk09,,Witków,DsWitk09,01-11-1996,20-05-2004,background,nonurban,container,DOLNOŚLĄSKIE,Witków,,50.81652,16.122029,powiat wałbrzyski,WITKOW,50.78333333,15.78333333,KARPACZ                                 
130,DsWitka,PL0319A,Witka,DsWitka,01-01-1996,31-12-2013,industrial,nonurban,container,DOLNOŚLĄSKIE,Witka,,51.041136,14.980327,powiat zgorzelecki,WITKA,50.90027778,15.78888889,JELENIA GORA                            
131,DsWlen03,PL0062A,Wleń,DsWlen03,01-07-1996,31-12-2010,background,nonurban,container,DOLNOŚLĄSKIE,Wleń,,51.012248,15.668279,powiat lwówecki,WLEN,50.90027778,15.78888889,JELENIA GORA                            
132,DsWrocAlWisn,PL0197A,"Wrocław, al. Wiśniowa",,01-01-2005,,communication,urban,container,DOLNOŚLĄSKIE,Wrocław,al. Wiśniowa/ul. Powst. Śląskich,51.086225,17.012689,Powiat wrocławski,WROCLAW,51.06666667,16.91666667,ZYBISZOW                                
133,DsWrocBartni,PL0193A,"Wrocław, ul. Bartnicza",,01-01-2005,,background,suburban,container,DOLNOŚLĄSKIE,Wrocław,ul. Bartnicza,51.115933,17.141125,Powiat wrocławski,WROCLAW,51.06666667,16.91666667,ZYBISZOW                                
134,DsWrocGrun,,Wrocław - Grunwald,DsWrocGrun,01-01-1996,31-12-2005,communication,urban,in-house,DOLNOŚLĄSKIE,Wrocław,pl. Grunwaldzki 9,51.109899,17.056491,Powiat wrocławski,WROCLAW,51.06666667,16.91666667,ZYBISZOW                                
135,DsWrocKorzPMArch,,Wrocław - Korzeniowskiego (PM10-Arch),DsWrocKorzPMArch,01-01-2005,31-12-2009,background,urban,dust collector,DOLNOŚLĄSKIE,Wrocław,ul. Wyb. J.Conrada-Korzeniowskiego,51.129409,17.029552,Powiat wrocławski,WROCLAW,51.10333333,16.9,WROCLAW                                 
136,DsWrocKrom,,Wrocław - Kromera,DsWrocKrom,01-01-1995,31-12-2004,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Kromera 44,51.132752,17.064494,Powiat wrocławski,WROCLAW,51.10333333,16.9,WROCLAW                                 
137,DsWrocNaGrob,PL0490A,"Wrocław, ul. Na Grobli",,01-01-2010,,background,urban,dust collector,DOLNOŚLĄSKIE,Wrocław,ul. Na Grobli,51.103456,17.059225,Powiat wrocławski,WROCLAW,51.06666667,16.91666667,ZYBISZOW                                
138,DsWrocOlsz,,Wrocław - Olszewskiego,DsWrocOlsz,01-01-1978,31-12-2003,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Olszewskiego 21,51.102735,17.096759,Powiat wrocławski,WROCLAW,51.06666667,16.91666667,ZYBISZOW                                
139,DsWrocOpor,,Wrocław - Oporowska,DsWrocOpor,01-01-1995,31-12-2004,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Oporowska 16,51.098027,17.002063,Powiat wrocławski,WROCLAW,51.06666667,16.91666667,ZYBISZOW                                
140,DsWrocOrzech,PL0196A,"Wrocław, ul. Orzechowa",,01-01-2011,,background,urban,dust collector,DOLNOŚLĄSKIE,Wrocław,ul. Orzechowa 61,51.077525,17.042817,Powiat wrocławski,WROCLAW,51.06666667,16.91666667,ZYBISZOW                                
141,DsWrocOrzechArch,,Wrocław - Orzechowa (PM10-Arch),DsWrocOrzechArch,01-01-2005,31-12-2009,background,urban,dust collector,DOLNOŚLĄSKIE,Wrocław,ul. Orzechowa 61,51.077525,17.042816,Powiat wrocławski,WROCLAW,51.06666667,16.91666667,ZYBISZOW                                
142,DsWrocPret,,Wrocław - Pretficza,DsWrocPret,01-01-1994,31-12-2004,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Pretficza 7,51.090895,17.013682,Powiat wrocławski,WROCLAW,51.06666667,16.91666667,ZYBISZOW                                
143,DsWrocSklad,,Wrocław - Składowa,DsWrocSklad,01-01-1977,31-12-2004,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Składowa 1/3,51.119722,17.0275,Powiat wrocławski,WROCLAW,51.10333333,16.9,WROCLAW                                 
144,DsWrocTech,,Wrocław - Mł.Techników,DsWrocTech,01-01-1986,31-12-2004,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Młodych Techników 7,51.113611,17.013056,Powiat wrocławski,WROCLAW,51.10333333,16.9,WROCLAW                                 
145,DsWrocUkr,PL0009A,Wrocław - Ukryta,DsWrocUkr,01-01-1998,31-12-2005,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Ukryta 10,51.117029,17.053859,Powiat wrocławski,WROCLAW,51.10333333,16.9,WROCLAW                                 
146,DsWrocWie,PL0025A,Wrocław - Wierzbowa,DsWrocWie,08-11-1994,31-12-2011,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Wierzbowa 14/16,51.10549,17.036471,Powiat wrocławski,WROCLAW,51.06666667,16.91666667,ZYBISZOW                                
147,DsWrocWybCon,PL0194A,"Wrocław, wyb. Conrada-Korzeniowskiego",,01-01-2005,,background,urban,container,DOLNOŚLĄSKIE,Wrocław,ul. Wyb. J.Conrada-Korzeniowskiego 18,51.129378,17.02925,Powiat wrocławski,WROCLAW,51.10333333,16.9,WROCLAW                                 
148,DsWyszkow,PL0320A,Wyszków,DsWyszkow,01-01-1996,31-12-2013,industrial,nonurban,container,DOLNOŚLĄSKIE,Wyszków,,50.963536,14.993653,powiat zgorzelecki,WYSZKOW,50.90027778,15.78888889,JELENIA GORA                            
149,DsZabkKlodz,,Ząbkowice Śląskie - ul. Kłodzka,DsZabkKlodz,02-01-1977,31-12-2005,background,urban,in-house,DOLNOŚLĄSKIE,Ząbkowice Śląskie,ul. Kłodzka 2,50.586033,16.809694,powiat ząbkowicki,ZABKOWICE SLASKIE,50.43694444,16.61416667,KLODZKO                                 
150,DsZabkPowWar,PL0321A,Ząbkowice Śląskie,DsZabkowSemi,01-09-2008,08-12-2020,background,urban,container,DOLNOŚLĄSKIE,Ząbkowice Śląskie,ul. Powstańców Warszawy 5,50.592325,16.819786,powiat ząbkowicki,ZABKOWICE SLASKIE,50.43694444,16.61416667,KLODZKO                                 
151,DsZameczno,,Zameczno,DsZameczno,01-01-1980,31-12-2003,industrial,nonurban,in-house,DOLNOŚLĄSKIE,Zameczno,,51.669507,15.932111,powiat głogowski,ZAMECZNO,51.93,15.52472222,ZIELONA GORA                            
152,DsZgorBohGet,PL0198A,"Zgorzelec, ul. Bohaterów Getta",,01-01-2005,,background,urban,container,DOLNOŚLĄSKIE,Zgorzelec,ul. Bohaterów Getta 1a,51.150391,15.008175,powiat zgorzelecki,ZGORZELEC,50.90027778,15.78888889,JELENIA GORA                            
153,DsZgorzMar,PL0199A,Zgorzelec - Maratońska,DsZgorzMar,01-01-2005,31-12-2007,background,urban,dust collector,DOLNOŚLĄSKIE,Zgorzelec,ul. Maratońska,51.145777,15.012233,powiat zgorzelecki,ZGORZELEC,50.90027778,15.78888889,JELENIA GORA                            
154,DsZgorzOrz,PL0322A,Zgorzelec - Orzeszkowej,DsZgorzOrz,01-01-1996,31-12-2013,industrial,urban,container,DOLNOŚLĄSKIE,Zgorzelec,ul. Orzeszkowej 3,51.130156,15.001958,powiat zgorzelecki,ZGORZELEC,50.90027778,15.78888889,JELENIA GORA                            
155,DsZgorzWar,,Zgorzelec - Warszawska,DsZgorzWar,03-01-1995,31-12-2004,background,urban,in-house,DOLNOŚLĄSKIE,Zgorzelec,ul. Warszawska 11,51.148418,15.007949,powiat zgorzelecki,ZGORZELEC,50.90027778,15.78888889,JELENIA GORA                            
156,DsZlotKosc,,Złotoryja - Kościuszki,DsZlotKosc,01-01-2000,31-12-2002,background,urban,container,DOLNOŚLĄSKIE,Złotoryja,ul. Kościuszki 5,51.123326,15.911288,powiat złotoryjski,ZLOTORYJA,51.1925,16.2075,LEGNICA                                 
157,DsZlotoryjaPMArch,,Złotoryja - Staszica (PM10-Arch),DsZlotoryjaPMArch,01-01-2009,31-12-2009,background,urban,container,DOLNOŚLĄSKIE,Złotoryja,ul. Stanisława Staszica 22,51.1239,15.920289,powiat złotoryjski,ZLOTORYJA,51.1925,16.2075,LEGNICA                                 
158,DsZlotoStasz,PL0477A,Złotoryja - Staszica,DsZlotoryjaPM,01-01-2011,31-12-2019,background,urban,dust collector,DOLNOŚLĄSKIE,Złotoryja,ul. Stanisława Staszica 22,51.1239,15.920289,powiat złotoryjski,ZLOTORYJA,51.1925,16.2075,LEGNICA                                 
159,DsZukowice,,Żukowice,DsZukowice,01-01-1980,31-12-2003,industrial,nonurban,in-house,DOLNOŚLĄSKIE,Żukowice,,51.667269,15.984407,powiat głogowski,ZUKOWICE,51.83555556,16.53472222,LESZNO                                  
160,KpAirpKoluda,PL0601A,Kołuda Wielka Airpointer,KpAirpKoluda,25-04-2013,02-01-2014,background,nonurban,mobile,KUJAWSKO-POMORSKIE,Kołuda Wielka,,52.735747,18.148678,powiat inowrocławski,KOLUDA WIELKA,52.73333333,18.15,KOLUDA WIELKA                           
161,KpBrodKochan,PL0606A,"Brodnica, ul. Kochanowskiego",,01-01-2015,,background,urban,dust collector,KUJAWSKO-POMORSKIE,Brodnica,ul. Kochanowskiego,53.249264,19.415086,powiat brodnicki,BRODNICA,53.04194444,18.59555556,TORUN                                   
162,KpBrodnZwirki,PL0323A,"Brodnica ""Żwirki""",KpBrodnZwirki,16-03-2003,31-12-2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Brodnica,ul. Żwirki i Wigury 1,53.2575,19.406667,powiat brodnicki,BRODNICA,53.04194444,18.59555556,TORUN                                   
163,KpBydBerling,PL0491A,Bydgoszcz Fieldorfa,KpBydgBerlinga,01-04-2010,,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. gen. Augusta Emila Fieldorfa „Nila” 13,53.151452,18.132062,Bydgoszcz,BYDGOSZCZ,53.04194444,18.59555556,TORUN                                   
164,KpBydFieldor,PL0491A,"Bydgoszcz, ul. Fieldorfa",,01-04-2010,,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. gen. Augusta Emila Fieldorfa „Nila” 13,53.151452,18.132062,Bydgoszcz,BYDGOSZCZ,53.04194444,18.59555556,TORUN                                   
165,KpBydgATRKalisk,PL0324A,"Bydgoszcz ""Fordon ATR""",KpBydgATRKalisk,02-01-1990,31-12-2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Kaliskiego 7,53.142778,18.126944,Bydgoszcz,BYDGOSZCZ,53.04194444,18.59555556,TORUN                                   
166,KpBydgBlota,,Bydgoszcz Białe Błota,KpBydgBlota,09-01-2006,31-12-2009,background,suburban,mobile,KUJAWSKO-POMORSKIE,Białe Błota,ul. Szubińska 8,53.100278,17.920278,powiat bydgoski,BIALE BLOTA,52.73333333,18.15,KOLUDA WIELKA                           
167,KpBydgChemEC,PL0583A,Bydgoszcz Chemiczna EC,KpBydgChemEC,01-01-2012,31-12-2013,industrial,suburban,mobile,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Chemiczna,53.104444,18.073611,Bydgoszcz,BYDGOSZCZ,53.04194444,18.59555556,TORUN                                   
168,KpBydgCO,,Bydgoszcz Centrum Onkologiczne,KpBydgCO,22-08-2006,31-12-2009,background,urban,mobile,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Berlinga 13,53.150833,18.131389,Bydgoszcz,BYDGOSZCZ,53.04194444,18.59555556,TORUN                                   
169,KpBydgMorska,PL0325A,"Bydgoszcz ""Morska""",KpBydgMorska,18-01-1993,31-12-2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Morska 2,53.1275,18.054444,Bydgoszcz,BYDGOSZCZ,53.04194444,18.59555556,TORUN                                   
170,KpBydgUjejskiego,PL0063A,"Bydgoszcz ""Szpital XXX-lecia""",KpBydgUjejskiego,13-01-1981,31-12-2010,background,urban,container,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Ujejskiego 75,53.114722,18.027222,Bydgoszcz,BYDGOSZCZ,53.04194444,18.59555556,TORUN                                   
171,KpBydgWPola,PL0065A,"Bydgoszcz ""W. Pola""",KpBydgWPola,04-01-1994,31-12-2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. W. Pola 19,53.125,17.975833,Bydgoszcz,BYDGOSZCZ,53.04194444,18.59555556,TORUN                                   
172,KpBydgWzgWolnosci,,Bydgoszcz Wzgórze Wolności,KpBydgWzgWolnosci,31-03-2008,31-12-2009,background,urban,mobile,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Słowiańska 7,53.115833,18.016111,Bydgoszcz,BYDGOSZCZ,53.04194444,18.59555556,TORUN                                   
173,KpBydgZachemHutn,PL0326A,Zachem - Hutnicza,KpBydgZachemHutn,01-03-1999,31-12-2012,industrial,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Hutnicza 89,53.101667,18.106111,Bydgoszcz,BYDGOSZCZ,53.04194444,18.59555556,TORUN                                   
174,KpBydgZachemWojska,PL0327A,"Bydgoszcz ""Zachem2""",KpBydgZachemWojska,11-01-1983,31-12-2009,background,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Wojska Polskiego 46,53.102222,18.059444,Bydgoszcz,BYDGOSZCZ,53.04194444,18.59555556,TORUN                                   
175,KpBydPlPozna,PL0252A,"Bydgoszcz, pl. Poznański",,06-01-2006,,communication,urban,container,KUJAWSKO-POMORSKIE,Bydgoszcz,Plac Poznański,53.121774,17.987883,Bydgoszcz,BYDGOSZCZ,53.04194444,18.59555556,TORUN                                   
176,KpBydWarszaw,PL0064A,"Bydgoszcz, ul. Warszawska",,21-01-1995,,background,urban,container,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Warszawska 10,53.134088,17.995712,Bydgoszcz,BYDGOSZCZ,53.04194444,18.59555556,TORUN                                   
177,KpChelmLunawMOB,PL0737A,"Chełmno, Łunawska 3A",KpChelmLunawMOB,08-01-2020,04-01-2021,background,urban,mobile,KUJAWSKO-POMORSKIE,Chełmno,ul. Łunawska 3A,53.351975,18.447498,powiat chełmiński,CHELMNO,53.04194444,18.59555556,TORUN                                   
178,KpChelmnLunawska,PL0328A,"Chełmno ""Łunawska""",KpChelmnLunawska,16-03-2003,31-12-2010,background,urban,in-house,KUJAWSKO-POMORSKIE,Chełmno,ul. Łunawska 2A,53.348611,18.445278,powiat chełmiński,CHELMNO,53.04194444,18.59555556,TORUN                                   
