Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [µg/m3],Min [µg/m3],Max [µg/m3],N Days > 120 (S8max),26 max (S8max) [µg/m3],Per. S93.2 (S8max) [µg/m3],AOT40 V-VII [µg/m3]*h,SOMO35 [µg/m3]*d,Number of measurements,Summer completeness [%],Winter completeness [%],Number of complete summer months (IV-IX),Completeness [%],Summer/Winter Number
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,O3,1g,41.319717019,1.395,164.751,25,119.1067625,121.912857143,19985.107491444,5270.070655183,8393,96,96,5,95.81,1
2018,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,O3,1g,52.63475709,1,172.822,20,119.03875,119.294625,20429.35530989,5859.257136624,8602,99,97,6,98.19,1.02
2018,małopolskie,PL1203,strefa małopolska,MpKaszowLisz,O3,1g,48.242929032,1.0774,181.039,26,120.65575,120.65575,19791.439125547,5733.445027974,8684,99,99,6,99.13,1.01
2018,małopolskie,PL1203,strefa małopolska,MpSzarowSpok,O3,1g,49.283169179,1,170.208,36,125.053375,125.2372875,22229.807959701,6043.656734349,8640,98,99,6,98.63,1
2018,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,O3,1g,58.619449844,1.38778,165.317,23,119.413125,120.055625,20582.728593906,5821.169599708,8215,99,89,6,93.77,1.12
2018,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,O3,1g,59.094263521,1,189.059,26,121.065,121.2655,18555.101745921,6362.197525638,8545,99,96,6,97.54,1.04
2018,małopolskie,PL1203,strefa małopolska,MpZakopaSien,O3,1g,52.383649356,1,160.048,9,114.323,114.448625,15737.959974977,5542.570174785,8636,98,99,6,98.58,0.99
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,O3,1g,40.177003219,0.2,159.8,5,101.567520736,102.35,8501.023257653,2778.281646095,8615,99,98,6,98.34,1.01
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarPodlesn,O3,1g,43.4913242,0.1525,160.1,11,107.5625,107.5625,11215.3,3663.9926296,8686,100,98,6,99.15,1.02
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,O3,1g,46.740038533,0.32,163.76,14,109.78,109.866450483,13837.589853659,4051.237664127,8481,96,98,4,96.81,0.98
2018,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,O3,1g,47.868138288,0.53227,166.387602,3,99.65425075,99.8804655,7490.882981684,2758.78966834,8543,98,97,5,97.52,1.01
2018,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,O3,1g,49.540983852,0.97,177.26,8,107.6975,108.1975,9738.530584958,3585.011049934,8670,98,99,6,98.97,1
2018,mazowieckie,PL1403,miasto Radom,MzRadTochter,O3,1g,43.879548417,-0.01,167.776,6,102.732,102.732,7409.301972752,2991.589867927,8685,99,99,6,99.14,1.01
2018,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,O3,1g,57.560965341,1.561206,170.9823,24,118.947985625,119.23238175,18204.985674297,5735.866736809,8652,98,100,5,98.76,0.99
2018,mazowieckie,PL1404,strefa mazowiecka,MzGranicaKPN,O3,1g,47.988463117,0.29918884,170.17751208,21,117.815,117.9775,19953.192582065,4879.958003736,8487,97,97,5,96.88,1
2018,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,O3,1g,56.994245649,0.84779779,156.51,14,109.8025,109.8025,13986.491386861,4356.0260588,8700,99,99,6,99.31,1.01
2018,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,O3,1g,46.97208163,0.4,182.183,24,120.034375,121.412125,22116.855378641,5429.240178391,8171,92,95,3,93.27,0.97
2018,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,O3,1g,46.05098745,0.54,151.48,9,107.545,107.575,11718.022452316,3633.29560119,8446,99,94,6,96.41,1.07
2018,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,O3,1g,46.753586159,0,181.9,25,119.9825,120.85,17387.847933884,5583.164423984,8583,98,98,6,97.97,1.01
2018,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,O3,1g,41.774040021,0.216908,191.638218,15,109.502388667,111.273804,14904.830392,3646.43208475,8228,91,97,4,93.92,0.94
2018,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,O3,1g,50.637815787,0.19153,167.723,15,115.6174875,116.33975,13641.983876161,4718.626401972,8491,94,100,4,96.92,0.94
2018,opolskie,PL1602,strefa opolska,OpKKozBSmial,O3,1g,47.602338779,-0.01833,175.161,24,119.48175,119.48175,17871.673207685,5503.482069377,8727,99,100,6,99.62,1
2018,opolskie,PL1602,strefa opolska,OpOlesSlowac,O3,1g,52.730687556,0.31944,182.969,28,120.943875,120.943875,21420.202070845,6007.099841667,8749,100,100,6,99.87,1
2018,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,O3,1g,51.894420677,0.05014,156.488,14,115.22875,115.22875,16134.768706909,5209.692919118,8730,100,100,6,99.65,1
2018,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,O3,1g,50.939191362,0.02817,183.685,13,116.6494375,116.8421625,16653.239011252,5683.442776099,8597,99,97,6,98.13,1.03
2018,podkarpackie,PL1802,strefa podkarpacka,PkKrempnaMPN,O3,1g,57.114815965,0.97469,168.994,10,113.94475,114.135375,14401.983322232,5936.572830364,8667,99,99,6,98.93,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,O3,1g,53.098061187,0.06333,168.294,14,116.931025,116.931025,17139.840927621,5224.573269608,8739,100,100,6,99.76,1
2018,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,O3,1g,51.014253092,0.00611,170.146,17,116.318525,116.5907,15942.464543562,5268.903759629,8586,98,98,6,98.01,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,O3,1g,51.34917989,0.42167,160.927,16,116.7915,117.89525,15363.6661,5789.420725776,8445,100,93,6,96.4,1.07
2018,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWarsza,O3,1g,49.646435453,0,155,10,107.75,108.5,12158.409638554,4102.769964181,8304,94,95,4,94.79,0.99
2018,podlaskie,PL2002,strefa podlaska,PdAugustoZdrMOB,O3,1g,49.292214765,0,144,2,98.5,101.125,10290.939457203,2942.490499458,7450,71,99,4,85.04,0.73
2018,podlaskie,PL2002,strefa podlaska,PdBorsukowiz,O3,1g,50.913283916,0,149,9,109.75,110.5,12081.296089385,4276.208916563,8499,95,99,5,97.02,0.97
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,O3,1g,48.125074297,0.19794,145.609,3,102.3843875,103.333225,8810.522961798,2801.298320088,8619,99,98,5,98.39,1.01
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaOstrz05,O3,1g,41.681026147,0.18278,132.471,1,93.29665,95.9733125,4798.876610816,1570.125387432,8288,91,98,5,94.61,0.93
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,O3,1g,55.017179236,0.1,156.155,5,106.6651625,107.725375,11294.045017778,3856.487619218,8455,94,99,5,96.51,0.95
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzaf09N,O3,1g,48.510496822,0.07861,143.991,4,101.244275,101.9529125,7691.442583114,2690.077716324,8581,98,98,6,97.95,1
2018,pomorskie,PL2202,strefa pomorska,PmKosTargo12,O3,1g,44.283649725,0.02584,140.701,8,96.6858375,97.069275,5054.333314925,2129.155824597,8265,98,90,6,94.34,1.1
2018,pomorskie,PL2202,strefa pomorska,PmLebaRabkaE,O3,1g,64.07135024,2,151.9,12,113.6,113.6,13071.339981868,5123.907142857,8754,100,100,6,99.93,1.01
2018,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,O3,1g,41.422502596,0.04719,128.377,0,86.5252375,87.1095,3051.020370302,1257.141115371,8658,99,99,6,98.83,1
2018,pomorskie,PL2202,strefa pomorska,PmLinieKos17,O3,1g,61.919745279,0.41955,153.119,13,110.575325,110.575325,15178.515094795,5093.605362201,8722,99,100,6,99.56,1
2018,pomorskie,PL2202,strefa pomorska,PmMalMicki15,O3,1g,46.289727057,0.39716,147.226,3,95.9289,97.0216,4757.958248212,2223.843225095,7746,79,98,3,88.42,0.8
2018,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,O3,1g,49.035951696,0.01038,137.889,7,103.363125,107.63265,11489.177975915,3080.216389043,7770,81,97,2,88.69,0.84
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,O3,1g,49.161822237,0.25949,189.307,28,121.217714286,121.217714286,20699.26556951,6057.807365476,8749,100,100,6,99.87,1.01
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,O3,1g,44.545335771,0.04714,177.524,17,115.9355125,116.386,18609.319005139,5028.353026327,8571,96,100,4,97.84,0.96
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,O3,1g,46.091627404,0.25278,173.308,25,119.793375,119.793375,17468.037194918,5281.697113994,8694,100,99,6,99.24,1.02
2018,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,O3,1g,47.554978892,0.03,164.611,19,116.21425,116.21425,15249.579876755,5247.805306475,8712,99,99,6,99.45,1.01
2018,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,O3,1g,56.214192089,2.11278,175.059,19,118.2145,118.649875,17603.5771,5553.120486064,8655,99,99,6,98.8,1.01
2018,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,O3,1g,49.598485155,0.18944,175.061,18,116.15025,116.15025,17634.879884672,4913.951125629,8733,99,100,6,99.69,1
2018,śląskie,PL2405,strefa śląska,SlCiesMickie,O3,1g,61.940135536,1.17222,172.775,29,122.228875,123.1195,19826.365128131,6505.384010831,8600,98,98,5,98.17,1
2018,śląskie,PL2405,strefa śląska,SlUstronSana,O3,1g,61.893675182,3.42739,177.732,24,119.985375,120.115,16976.272032,5907.498808766,8455,94,99,4,96.51,0.95
2018,śląskie,PL2405,strefa śląska,SlWodzGalczy,O3,1g,50.337676246,1.23111,179.092,21,118.902875,118.902875,18824.999059165,5221.851136112,8745,100,100,6,99.82,1
2018,śląskie,PL2405,strefa śląska,SlZlotPotLes,O3,1g,61.417782614,2.86677,183.308,40,123.741285714,124.66925,22611.18216242,7284.849795694,8680,99,99,6,99.08,1.01
2018,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,O3,1g,49.246744998,0,151,4,96.625,108.5,13692,3845.23255814,3149,26,46,0,35.94,0.56
2018,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,O3,1g,42.948688712,0,172,9,106.428571429,115.25,14734.838709677,4197.81037415,4385,75,99,3,50.05,1
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkKonsGranatMOB,O3,1g,49.799126147,0.2,158.5,4,105.7625,108.725,10029.457712487,3801.279827488,7959,91,91,4,90.85,1
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,O3,1g,50.253872291,0,189.9,17,116.25,116.3875,15269.398909091,5237.193036219,8535,99,96,6,97.43,1.05
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,O3,1g,56.833111519,1,160.6,7,111.3125,111.3125,12867.29281768,4625.779917254,8716,99,100,6,99.49,1
2018,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,O3,1g,50.924802913,-0.05889,143.977,6,108.3599375,109.1221,12000.579612055,3957.606462112,8622,99,98,5,98.42,1.01
2018,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,O3,1g,54.19085689,0.12833,142.921,8,107.893375,108.634375,12064.083080401,4124.507540266,8670,98,99,6,98.97,1
2018,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmElkStadion,O3,1g,55.673698911,-0.03611,147.708,8,110.004875,110.0359625,14338.4615,4398.055943477,8707,100,99,6,99.39,1.01
2018,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,O3,1g,55.918960533,0.11722,145.076,6,106.3754125,106.830575,11318.876823273,3889.040564595,8614,100,97,6,98.33,1.04
2018,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,O3,1g,54.945983311,-0.56056,147.118,19,114.119625,114.119625,13854.220022099,5044.157019399,8673,99,99,6,99,1
2018,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,O3,1g,55.485347123,1,154.243,9,108.75775,108.879857143,13369.488802991,4356.48260301,8616,98,98,6,98.35,1.01
2018,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,O3,1g,46.945753994,-0.01889,154.851,19,114.835425,114.87225,17703.481117871,4617.854560987,8649,98,100,6,98.73,0.98
2018,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,O3,1g,56.416602128,0.74278,181.345,43,128.75775,129.330625,24177.28135687,6589.77076213,8578,96,100,5,97.92,0.97
2018,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,O3,1g,50.036854419,0.08758,171.298,24,119.668,120.45125,16958.762580905,4872.576938959,8541,95,100,5,97.5,0.96
2018,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,O3,1g,57.629596484,0.02199,185.707,38,126.486875,127.1755,25137.682840254,6896.358849523,8246,100,88,6,94.13,1.14
2018,wielkopolskie,PL3003,strefa wielkopolska,WpPiaskiKrzy,O3,1g,53.033726706,-0.72091,183.149,32,124.772625,125.092125,20746.586493733,6075.609870461,8664,100,98,6,98.9,1.02
2018,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,O3,1g,50.89403471,0.01555,165.354,15,109.4740125,110.2099125,11112.013257817,3627.14209613,8174,96,91,5,93.31,1.06
2018,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,O3,1g,58.364134707,0.09402,172.487,28,121.166125,121.166125,20121.40721233,5958.370010715,8755,100,100,6,99.94,1.01
2019,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocBartni,O3,1g,52.958328586,0.205,164.194,30,121.121625,121.43,19562.138451064,5721.618063421,8614,98,98,6,98.33,1.01
2019,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,O3,1g,49.030297734,0,157.466,13,110.864125,110.864125,13983.632877798,4268.074096547,8685,99,99,6,99.14,1.01
2019,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,O3,1g,53.218610158,0,192.903,24,117.46405,118.916,19727.825700847,5250.470204737,8617,98,99,5,98.36,0.99
2019,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,O3,1g,56.929595853,0.08536,168.566,16,114.17575,114.17575,17124.946112409,5194.268443361,8660,99,99,6,98.85,1.01
2019,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorOgin,O3,1g,56.162695703,0,182.133,21,118.750875,118.855875,20640.587480367,5731.734347502,8585,98,98,6,98,1.01
2019,dolnośląskie,PL0204,strefa dolnośląska,DsKlodzSzkol,O3,1g,50.329832534,0,149.954,11,112.5355,113.871125,14609.596279781,5106.701588724,8117,99,86,6,92.65,1.16
2019,dolnośląskie,PL0204,strefa dolnośląska,DsLubanMieszMOB,O3,1g,54.208896068,0.89465,166.792,21,119.457625,119.582875,19527.199086981,5327.129177105,8619,97,99,5,98.39,0.98
2019,dolnośląskie,PL0204,strefa dolnośląska,DsOlawZolnAK,O3,1g,52.443130562,-0.00125,165.939,15,113.6183625,116.053625,15367.684671941,5119.569543929,7825,99,80,6,89.32,1.24
2019,dolnośląskie,PL0204,strefa dolnośląska,DsOsieczow21,O3,1g,52.961719049,0.61059,176.514,29,122.07425,122.501375,19906.020153191,5930.607357646,8572,98,97,6,97.85,1.02
2019,dolnośląskie,PL0204,strefa dolnośląska,DsSniezkaObs,O3,1g,74.039365153,0.3,167.3,20,118.242857143,118.425,14226.033395176,6960.842603708,8632,99,98,6,98.53,1.01
2019,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,O3,1g,43.803019294,0,141,7,102.125,103.375,5410.10875576,2669.900989411,8525,99,96,6,97.31,1.04
2019,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,O3,1g,44.846754314,0,142.4,4,102.9125,103.6,5206.582550336,2595.984061605,8519,97,98,4,97.24,0.99
2019,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclKalis,O3,1g,46.93244121,0,143.6,6,107.371428571,110.1375,7829.4,3210.253697861,7919,94,87,5,90.39,1.08
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,O3,1g,49.507177772,0,157,11,113.875,114.375,10088.137805984,3959.577817324,8493,100,94,6,96.95,1.07
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,O3,1g,49.240219092,0,145.2,3,106.5,108.3625,5309.253288364,3094.185105904,7668,76,99,4,87.53,0.77
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpWieniecZdrMOB,O3,1g,50.195170029,0,174.8,24,119.6625,119.6625,16604.449438202,5070.692446577,8675,98,100,5,99.02,0.99
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,O3,1g,56.389171585,0,179.416,29,122.375,123.899223146,14409.601916168,4832.746701678,7867,91,89,3,89.8,1.03
2019,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,O3,1g,50.600948635,0,176.1,8,110.55,111.2,11241.727239488,4074.696083872,8644,99,98,6,98.67,1.02
2019,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,O3,1g,52.490677829,0.68,162.16,6,108.53125,109.2975,11140.160725295,3917.777832341,8660,100,98,6,98.85,1.03
2019,lubelskie,PL0602,strefa lubelska,LbFlorianRPN,O3,1g,58.040313259,1.6359,152.4579,12,112.3858,112.3858,14361.601791826,5057.826668733,8723,99,100,6,99.57,1
2019,lubelskie,PL0602,strefa lubelska,LbJarczWolaM,O3,1g,49.854987643,0.2,133.5,3,102.16375,102.82125,5839.328493648,2955.245493551,8659,100,98,6,98.84,1.02
2019,lubelskie,PL0602,strefa lubelska,LbWilczopole,O3,1g,49.695305816,1.1,168.9,2,107.225,107.6125,9803.865317387,3312.795565642,8649,99,98,6,98.73,1.01
2019,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,O3,1g,42.582637513,0.01167,164.943,6,105.603,106.3118125,7954.196457143,2992.986567388,8613,99,97,6,98.32,1.03
2019,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,O3,1g,54.704515697,0,175.413,17,113.06225,113.6175,13197.987,4687.516074665,8489,100,94,6,96.9,1.07
2019,lubuskie,PL0803,strefa lubuska,LuSmolBytnic,O3,1g,54.438512968,0.29722,189.829,34,124.671625,124.671625,19792.633872744,6138.101679961,8725,100,100,6,99.6,1.01
2019,lubuskie,PL0803,strefa lubuska,LuSulecDudka,O3,1g,47.697744401,0.07944,196.573,16,108.1059125,113.8705,16450.126842478,3309.418440359,7374,69,99,4,84.17,0.7
2019,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,O3,1g,52.240738279,0,160.816,14,114.564125,114.9885,13773.686079121,4872.123991276,8066,99,85,6,92.07,1.17
2019,lubuskie,PL0803,strefa lubuska,LuZarySzyman,O3,1g,59.955876216,0.01944,185.65,34,127.061375,127.9095,22690.488973099,6900.101603177,8607,97,100,5,98.25,0.97
2019,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,O3,1g,57.057465278,2.1,163.1,25,119.8875,121.3375,17975.482139619,5429.721888755,8640,100,97,6,98.63,1.03
2019,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,O3,1g,51.084888684,1.4,156.9,12,114.5,114.9125,14918.513145966,4424.969583168,8669,100,98,6,98.96,1.03
2019,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,O3,1g,49.431955858,0.3,154.1,12,112.7875,113.1125,13591.911514053,4397.049145518,8518,97,97,5,97.23,1.01
2019,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,O3,1g,53.396154759,0.9,158.9,18,116.125,118.5375,15584.116047144,5102.611206005,8426,98,94,6,96.18,1.04
2019,łódzkie,PL1002,strefa łódzka,LdParzniUjWo,O3,1g,58.083835711,1.8,162.4,15,115.075,115.075,16092.452994555,5247.858997823,8692,99,99,6,99.22,1.01
2019,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,O3,1g,47.79673749,0.8,153.3,7,111.9125,112.3,14272.027561197,4366.862080819,8613,98,98,6,98.32,1.01
2019,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,O3,1g,48.495525613,0.3,157,6,110.15,110.5375,12791.386400725,4111.703456382,8609,98,98,5,98.27,1.01
2019,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,O3,1g,39.922130425,1.62899,162.562,7,110.959125,110.9735625,13017.252506301,3807.040722017,8608,98,98,6,98.26,1.01
2019,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,O3,1g,51.853404543,1,181.249,15,113.573625,113.705875,16819.825943802,5129.438905286,8509,97,97,5,97.13,1.01
2019,małopolskie,PL1203,strefa małopolska,MpKaszowLisz,O3,1g,52.38969958,1.72807,179.752,27,120.8980875,121.63625,20614.109204766,5710.834013843,8570,99,97,6,97.83,1.02
2019,małopolskie,PL1203,strefa małopolska,MpSzarowSpok,O3,1g,50.83771831,1.71123,177.968,17,115.2713625,115.2713625,17738.696316484,5036.423927954,8626,99,98,6,98.47,1.02
2019,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,O3,1g,57.578629184,0.95,154.524,4,108.2042375,108.58165,12819.8567,4404.44170534,8263,93,95,5,94.32,0.99
2019,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,O3,1g,54.866371654,1,173.82,14,114.823625,114.823625,14971.461982418,4865.973193599,8653,99,98,6,98.77,1.01
2019,małopolskie,PL1203,strefa małopolska,MpZakopaSien,O3,1g,51.78897642,1,149.327,6,108.78625,108.861275,13593.731539394,4638.301763586,8475,96,97,5,96.74,1
2019,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarChrosci,O3,1g,47.130536025,0,171.3,20,117.7375,117.9875,18385.318572238,5130.944846103,8524,98,97,6,97.3,1.02
2019,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,O3,1g,44.131165249,0,145.9,8,108.175,108.7125,9650.538588451,3396.093253968,8702,99,99,6,99.33,1.01
2019,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarPodlesn,O3,1g,39.077180632,0,138.1,2,94.35,94.35,3619.756294278,1652.232321429,8741,100,100,6,99.78,1
2019,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,O3,1g,49.118887656,0.64302,149.73,10,113.572857143,113.8925,11900.37216899,4387.226968449,8476,99,94,6,96.75,1.06
2019,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,O3,1g,53.725995092,1.656,162.97,7,112.539,112.815,14839.151808955,4197.767787856,8455,95,98,5,96.51,0.97
2019,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,O3,1g,54.998304253,2.15,154.61,15,114.8975,114.8975,15060.788507978,4611.095255103,8704,99,100,6,99.36,1
2019,mazowieckie,PL1403,miasto Radom,MzRadTochter,O3,1g,50.815476655,2.03,168.8,19,116.55,116.55,18353.191208791,4496.673214284,8717,99,100,6,99.5,1
2019,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,O3,1g,57.460708127,1.6,161.8,12,115.275,115.275,14075.848212649,4862.028335641,8699,99,99,6,99.3,1
2019,mazowieckie,PL1404,strefa mazowiecka,MzGranicaKPN,O3,1g,56.422550779,1,177.45,37,127.025,128.4,19565.005645161,6141.806762357,8025,91,93,2,91.6,0.98
2019,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,O3,1g,57.13327343,1.39,149.44444444,10,111.75,111.916666668,9674.373041434,4019.561803377,8439,98,95,6,96.33,1.03
2019,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,O3,1g,52.664802877,0.07,161,25,120.4625,120.7375,17537.295694823,5298.964948931,8482,100,94,6,96.82,1.07
2019,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,O3,1g,46.149479378,1.65,159.79487179,8,110.0125,110.0125,11956.339611518,3970.968898539,8710,100,99,6,99.42,1.01
2019,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,O3,1g,46.542483027,0.3,156.8,14,115.0865,115.188,13537.528430656,4337.387973356,8619,100,97,6,98.39,1.04
2019,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,O3,1g,49.829032244,0.43213,160.298,6,108.52425,109.148957143,10627.163711295,3775.088277893,8597,99,97,6,98.13,1.03
2019,opolskie,PL1602,strefa opolska,OpKKozBSmial,O3,1g,50.703253797,1.02667,151.109,20,118.354125,118.354125,19163.253419402,5466.529562238,8727,100,99,6,99.62,1.01
2019,opolskie,PL1602,strefa opolska,OpOlesSlowac,O3,1g,52.548858354,0.10944,157.356,22,118.167125,118.8345,15778.62399564,4691.595340661,8352,99,92,6,95.34,1.09
2019,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,O3,1g,47.802454976,0.03315,147.305,6,105.41555,105.41555,9193.661668364,3548.47100259,8734,100,100,6,99.7,1.01
2019,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,O3,1g,47.081014823,0.08451,143.328,5,105.259775,105.259775,10390.3685,3794.091831784,8733,99,100,6,99.69,1
2019,podkarpackie,PL1802,strefa podkarpacka,PkKrempnaMPN,O3,1g,59.052832868,0.23444,170.355,24,119.545625,119.8925,21856.382736449,6455.615334351,8596,98,99,5,98.12,1
2019,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,O3,1g,53.109673325,0.07,182.219,17,116.882375,117.194,19310.229134177,5040.225672559,8429,93,100,5,96.22,0.94
2019,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,O3,1g,51.106602433,0.10333,174.406,6,111.013025,111.013025,13538.020094247,4533.301122121,8739,100,100,6,99.76,1.01
2019,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,O3,1g,53.807887788,0.06,156.191,19,117.73435,117.9797625,17820.443129323,6044.555016064,8643,98,100,5,98.66,0.98
2019,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWarsza,O3,1g,50.775979656,0,144,7,108,108.875,8628.121883657,3593.195444844,8651,98,99,6,98.75,0.99
2019,podlaskie,PL2002,strefa podlaska,PdAugustoZdrMOB,O3,1g,54.209055209,1,142,7,111.625,111.625,10685.829514207,4216.423391871,8658,99,99,6,98.83,1
2019,podlaskie,PL2002,strefa podlaska,PdBorsukowiz,O3,1g,51.709681133,0,151,9,109.75,110.125,10130.165745856,4148.941659997,8687,99,99,6,99.16,1
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,O3,1g,47.756190331,0.07414,149.288,2,93.2702375,93.2702375,2739.242592,2153.522430336,8672,100,98,6,98.99,1.02
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaOstrz05,O3,1g,46.538461182,0.15222,160.292,1,89.509375,92.621675,1503.812327552,1778.273803312,7233,81,84,3,82.56,0.96
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,O3,1g,57.209234009,0.33511,164.795,5,106.57825,107.19635,6651.84513224,3703.170779838,8504,100,95,6,97.07,1.06
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzaf09N,O3,1g,52.568877266,0.28025,157.936,6,98.872175,100.0882875,4446.386673134,2806.362850396,8554,98,98,6,97.64,1.01
