Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [mg/m3],Min [mg/m3],Max [mg/m3],Max (S8max) [mg/m3],Number of measurements,Completeness [%],Summer/Winter Number
2019,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,CO,1g,0.511222484,0.188,4.535,3.68125,8595,98.11,1.01
2019,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,CO,1g,0.794346441,0.14171,6.21226,3.22127125,8667,98.93,1
2019,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,CO,1g,0.399749602,0.01839,6.41636,2.36053,8634,98.56,1.01
2019,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,CO,1g,0.587147776,0.12724,3.72734,2.7673775,8661,98.86,1.01
2019,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,CO,1g,0.381922306,0.1,2.42067,1.47506125,8596,98.12,1.02
2019,małopolskie,PL1203,strefa małopolska,MpZakopaSien,CO,1g,0.431282972,0.1,5.4071,4.0022425,8541,97.5,1.02
2019,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,CO,1g,0.578115167,0.14717,3.451,2.171625,8721,99.55,1.01
2019,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,CO,1g,0.372810356,0.153,2.104,1.008,7841,89.5,0.83
2019,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,CO,1g,0.340234409,0.1407182,1.992292233,1.233908495,8701,99.32,1
2019,mazowieckie,PL1403,miasto Radom,MzRadTochter,CO,1g,0.398963669,0.144,4.597,3.72125,8646,98.69,1.02
2019,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,CO,1g,0.216834522,0.059,1.259,0.84225,8696,99.26,1.01
2019,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,CO,1g,0.374709325,0.121,1.662672836,1.472926289,8527,97.34,1.03
2019,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,CO,1g,0.358740568,0.111,3.68689,2.469041325,8706,99.38,1.01
2019,opolskie,PL1602,strefa opolska,OpKKozBSmial,CO,1g,0.336505488,0.0712,2.60211,2.1012875,8465,96.63,1.05
2019,podkarpackie,PL1801,miasto Rzeszów,PkRzeszPilsu,CO,1g,0.449187895,0.07017,4.40827,3.82447,8718,99.52,1.01
2019,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,CO,1g,0.263157825,0.01455,4.31241,3.48162625,8748,99.86,1.01
2019,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,CO,1g,0.288188339,0.04948,3.6301,2.6808725,8726,99.61,1.01
2019,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,CO,1g,0.333156232,0.164,2.132,1.73175,8705,99.37,1.01
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,CO,1g,0.322715224,0.14861,2.3567,1.5721525,8597,98.13,1.01
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaOstrz05,CO,1g,0.294004871,0.147656,1.22041,0.81013,8396,95.84,1.06
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaWyzwo03,CO,1g,0.342301102,0.125891,1.66887,1.42192875,8632,98.53,1
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,CO,1g,0.284386425,0.120929,1.32084,0.9845755,8637,98.59,1.03
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBitPl06,CO,1g,0.27804442,0.126894,1.09634,0.75008,8608,98.26,1
2019,pomorskie,PL2202,strefa pomorska,PmKosTargo12,CO,1g,0.581847187,0.091721,2.84884,2.10563375,8665,98.91,1
2019,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,CO,1g,0.455197514,0.157114,3.48806,2.0995175,8488,96.89,1.04
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,CO,1g,0.406920938,0.09555,3.10242,2.0584125,8736,99.72,1
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoPlebA4,CO,1g,0.459564476,0.06646,2.61816,1.91246625,8710,99.42,1
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,CO,1g,0.382507723,0.10192,3.91001,3.21393875,8721,99.55,1
2019,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,CO,1g,0.470733367,0.09569,6.57558,4.2445125,8702,99.33,1.01
2019,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlZorySikor2,CO,1g,0.426730478,0.05837,3.12831,2.24177125,8604,98.21,1
2019,śląskie,PL2403,miasto Bielsko-Biała,SlBielPartyz,CO,1g,0.465130705,0.131,3.48271,2.7128125,8701,99.32,1.02
2019,śląskie,PL2404,miasto Częstochowa,SlCzestoArmK,CO,1g,0.53814623,0.12645,6.42394,4.0939875,8657,98.82,1.02
2019,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,CO,1g,0.393301449,0.09772,3.21568,2.3840575,8674,99.01,1.02
2019,śląskie,PL2405,strefa śląska,SlCiesMickie,CO,1g,0.398348015,0.13161,5.08758,3.04292875,8707,99.39,1.01
2019,śląskie,PL2405,strefa śląska,SlWodzGalczy,CO,1g,0.472503414,0.0851,4.63104,3.17318875,8661,98.86,1.01
2019,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,CO,1g,0.429097172,0.012,4.115,3.07125,7656,87.39,0.82
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkSkarZielnaMOB,CO,1g,0.453809189,0.06,3.792,2.291125,8249,94.16,1.11
2019,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,CO,1g,0.290916967,0.0658429,1.41423,1.071909571,8644,98.67,1.03
2019,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,CO,1g,0.318503738,0.100369,1.35205,0.932404875,8422,96.14,1.06
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,CO,1g,0.299939401,0.00201067,1.97153,1.317735,8510,97.14,0.95
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,CO,1g,0.301158917,0.023374,2.50139,1.4915445,8738,99.74,1.01
2019,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,CO,1g,0.372272524,0.11347,3.30508,2.8153075,7008,80,1.63
2019,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznPolank,CO,1g,0.376762981,0.02716,2.56547,2.2252025,8569,97.81,1.03
2019,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,CO,1g,0.338353751,0.10494,2.59135,1.33817125,6959,79.44,1.68
2019,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,CO,1g,0.245002916,0.01071,1.41448,1.087097143,8670,98.97,1.01
2019,wielkopolskie,PL3003,strefa wielkopolska,WpKozieosLes,CO,1g,0.275872755,0.01165,2.53907,1.89883375,8640,98.63,1.01
2019,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,CO,1g,0.360220145,0.06281,2.16218,1.70628125,8578,97.92,0.98
2019,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,CO,1g,0.252475966,0.02081,1.74494,1.20197125,8549,97.59,1.06
2020,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocAlWisn,CO,1g,0.586490388,0.168896,2.65046,1.88885875,8683,98.85,1.01
2020,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,CO,1g,0.344327697,0.0938806,1.9704,1.48827625,8600,97.9,1.02
2020,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,CO,1g,0.366778419,0.140747,2.64404,1.9829825,8370,95.28,0.94
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsJelGorOgin,CO,1g,0.388485213,0.171186,2.67161,2.103535,8693,98.96,1
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsLegAlRzecz,CO,1g,0.423769027,0.161076,3.43262,2.50706,8666,98.65,0.99
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsLubanMieszMOB,CO,1g,0.423429913,0.164128,2.8253,2.51360125,8700,99.04,0.99
2020,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydPlPozna,CO,1g,0.407280724,0.104,3.562,1.930625,8674,98.74,0.98
2020,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,CO,1g,0.412709042,0.159,3.02,1.686,8527,97.07,0.95
2020,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruKaszow,CO,1g,0.291103065,0.086,2.101,1.316125,8548,97.31,0.97
2020,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,CO,1g,0.440496049,0.098,4.212,3.416625,8606,97.97,1.01
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudPilsud,CO,1g,0.478247242,0.046,5.284,3.397125,7252,82.55,0.66
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,CO,1g,0.256384036,0.102,0.676,0.609125,8494,96.69,0.99
2020,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,CO,1g,0.350043418,0.001,2.799,1.9665,8614,98.06,0.99
2020,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,CO,1g,0.34845482,0.05317,2.79379,2.21565,8349,95.04,0.92
2020,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,CO,1g,0.330929664,0.09634,1.31259,0.94326625,8271,94.15,0.92
2020,lubuskie,PL0803,strefa lubuska,LuSulecDudka,CO,1g,0.278619289,0.02113,2.24398,1.4781625,7878,89.68,0.87
2020,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,CO,1g,0.355092408,0.07368,4.26285,3.0707375,7815,88.96,0.8
2020,lubuskie,PL0803,strefa lubuska,LuZarySzyman,CO,1g,0.218596806,0.00043,2.54978,1.29556,8645,98.41,1.01
2020,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,CO,1g,0.470441713,0.195,3.33,1.972125,8712,99.18,0.98
2020,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzJanPaw,CO,1g,0.483250966,0.2022,2.76,2.38975,8632,98.26,1
2020,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,CO,1g,0.454830576,0.176,3.098,2.5105,8523,97.02,1.05
2020,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,CO,1g,0.457943605,0.182,3.129,2.5355,8671,98.71,1.02
2020,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,CO,1g,0.466948434,0.16,3.856,3.451625,8765,99.78,1
2020,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,CO,1g,0.707443046,0.15338,3.45907,2.64069875,8671,98.71,0.98
2020,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,CO,1g,0.370343768,0.10069,1.82558,1.7450175,8536,97.17,0.97
2020,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,CO,1g,0.551661849,0.17335,6.29634,4.39979375,8581,97.68,1.01
2020,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,CO,1g,0.375188651,0.10536,3.0157,1.4932025,8694,98.97,1
2020,małopolskie,PL1203,strefa małopolska,MpZakopaSien,CO,1g,0.463014647,0.09819,3.7311,2.87177625,8550,97.33,1.03
2020,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,CO,1g,0.518470591,0.163064493,2.848547047,1.826873154,8751,99.62,1
2020,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,CO,1g,0.338844393,0.15202,2.226,1.3515,8706,99.11,0.98
2020,mazowieckie,PL1403,miasto Radom,MzRadTochter,CO,1g,0.376281065,0.14284,4.14519703,2.636554286,8666,98.65,0.98
2020,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,CO,1g,0.281563671,0.11,0.946,0.729375,8701,99.05,0.99
2020,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,CO,1g,0.385110002,0.1355,3.874,2.789375,8608,97.99,1.03
2020,opolskie,PL1602,strefa opolska,OpKKozBSmial,CO,1g,0.336125238,0.0853,2.3394,1.91897125,8211,93.47,1.01
2020,podkarpackie,PL1801,miasto Rzeszów,PkRzeszPilsu,CO,1g,0.436909019,0.10386,2.85138,2.2195075,8766,99.79,1
2020,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,CO,1g,0.289683494,0.01096,2.75011,1.7768975,8743,99.53,1
2020,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,CO,1g,0.310156562,0.03934,2.57504,1.7373325,8743,99.53,0.99
2020,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,CO,1g,0.327354743,0.113,2.197,1.7525,8127,92.52,0.88
2020,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,CO,1g,0.330164021,0.144166,1.25682,1.10259125,8374,95.33,1.02
2020,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPoWie01,CO,1g,0.304238817,0.114498,1.97287,1.469760125,8656,98.54,1
2020,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaWyzwo03,CO,1g,0.305721763,0.137999,1.55731,1.127075833,8478,96.51,1.02
2020,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,CO,1g,0.292930043,0.146975,1.47618,0.9370265,8505,96.82,1.01
2020,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBitPl06,CO,1g,0.281691461,0.136084,1.08591,0.891221875,8423,95.89,0.99
2020,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,CO,1g,0.375593073,0.09829,2.64062,1.47952,7856,89.43,0.81
2020,pomorskie,PL2202,strefa pomorska,PmMalMicki15,CO,1g,0.276123455,0.0776588,2.20228,1.63094,8109,92.31,1.13
2020,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,CO,1g,0.359224741,0.1,2.21726,1.62187625,8754,99.65,1
2020,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoPlebA4,CO,1g,0.454294116,0.14021,2.38961,2.00838125,8686,98.88,0.98
2020,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,CO,1g,0.370493846,0.10994,5.20194,4.17284375,8733,99.41,1
2020,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,CO,1g,0.463971553,0.10152,5.61699,4.8376525,8693,98.96,0.98
2020,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlZorySikor2,CO,1g,0.405545055,0.11404,3.2847,2.850645,8705,99.1,0.99
2020,śląskie,PL2403,miasto Bielsko-Biała,SlBielPartyz,CO,1g,0.466960952,0.1504,3.73436,3.01775625,8663,98.62,1
2020,śląskie,PL2404,miasto Częstochowa,SlCzestoArmK,CO,1g,0.479135893,0.11712,5.35614,4.60471875,8750,99.61,1.01
2020,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,CO,1g,0.3492363,0.12056,2.99941,2.66288125,8766,99.79,1
2020,śląskie,PL2405,strefa śląska,SlWodzGalczy,CO,1g,0.439438544,0.10567,3.28225,2.8431475,8762,99.74,1
2020,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,CO,1g,0.575279895,0.128,3.737,3.153625,8739,99.48,1
2020,świętokrzyskie,PL2602,strefa świętokrzyska,SkOstrOsSlonMOB,CO,1g,0.509270148,0.072,4.193,3.433625,8511,96.89,1.06
2020,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,CO,1g,0.345592677,0.0726439,3.10229,1.31994125,8775,99.89,1
2020,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,CO,1g,0.308761636,0.127082,1.40707,1.0712235,8525,97.05,0.95
2020,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,CO,1g,0.325683022,0.0427966,3.41181,1.60053975,8715,99.21,0.99
2020,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,CO,1g,0.296256497,0.121787,2.28492,1.390284375,8704,99.08,1.02
2020,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,CO,1g,0.403911911,0.05972,2.77398,2.19779625,7975,90.79,1.2
2020,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznPolank,CO,1g,0.410563534,0.1784,2.11234,1.5113925,8689,98.91,1
2020,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,CO,1g,0.295464401,0.02693,1.88537,1.38230625,8536,97.17,0.97
2020,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,CO,1g,0.248871246,0.06452,1.70921,1.34989875,8577,97.64,0.97
2020,wielkopolskie,PL3003,strefa wielkopolska,WpKozieosLes,CO,1g,0.250076534,0.01141,1.36265,0.83893125,8648,98.45,0.99
2020,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,CO,1g,0.324027806,0.05874,3.54636,2.78173375,8661,98.59,0.98
2020,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPils02,CO,1g,0.266443107,0.06497,1.48595,0.819575,8594,97.83,1.04
2020,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,CO,1g,0.236394308,0.0364,1.84925,1.31942625,8547,97.3,1.06
2021,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocAlWisn,CO,1g,0.626776796,0.168462,2.95884,2.615947143,8395,95.83,0.98
2021,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,CO,1g,0.39081142,0.156886,1.86937,1.77046,8605,98.23,1.02
2021,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,CO,1g,0.430477011,0.1968,2.45409,1.6810075,8695,99.25,1.01
2021,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,CO,1g,0.402273188,0.140901,2.96089,2.475665,8637,98.59,1.01
2021,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorOgin,CO,1g,0.413785159,0.165596,2.38995,1.9604075,8548,97.57,0.97
2021,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydPlPozna,CO,1g,0.450235205,0.124,5.641,4.657375,8550,97.6,0.96
2021,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruKaszow,CO,1g,0.314717298,0.117,3.657,2.009,8631,98.52,1
2021,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,CO,1g,0.470266461,0.148,4.008,3.195375,8733,99.69,1
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudPilsud,CO,1g,0.515670982,0.047,4.982,3.709875,8729,99.64,1.01
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,CO,1g,0.269759903,0.12,1.022,0.925375,8255,94.23,0.92
2021,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,CO,1g,0.345430973,0.002,3.928,2.375625,8149,93.02,1.1
2021,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,CO,1g,0.357492713,0.03209,2.75782,2.02272625,8404,95.93,1.07
2021,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,CO,1g,0.330895292,0.07642,1.47928,0.97643875,8542,97.51,1.02
2021,lubuskie,PL0803,strefa lubuska,LuSulecDudka,CO,1g,0.398440846,0.16168,2.89712,1.85857875,8570,97.83,0.99
2021,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,CO,1g,0.361147422,0.07197,3.04914,2.26423625,8633,98.55,1.01
2021,lubuskie,PL0803,strefa lubuska,LuZarySzyman,CO,1g,0.255503406,0.00161,2.94335,1.80755,8558,97.69,0.98
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,CO,1g,0.487604343,0.202,3.38,2.18875,8750,99.88,1.01
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzJanPaw,CO,1g,0.523402752,0.209,2.695,2.01375,8720,99.54,1
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,CO,1g,0.467512826,0.2,3.674,2.823375,8615,98.34,0.99
2021,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,CO,1g,0.485846216,0.189,3.15,2.40075,8616,98.35,1
2021,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,CO,1g,0.494333412,0.198,4.184,2.862875,8476,96.75,1.05
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,CO,1g,0.704046421,0.19909,3.72835,2.51459,8687,99.16,1
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,CO,1g,0.334124779,0.07694,1.87953,1.66077625,8661,98.86,1.01
2021,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,CO,1g,0.599438349,0.26784,3.86458,3.2138075,8623,98.43,1
2021,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,CO,1g,0.35156704,0.09228,2.27804,1.79771625,8668,98.94,1
2021,małopolskie,PL1203,strefa małopolska,MpZakopaSien,CO,1g,0.41133856,0.07141,3.11782,2.6509175,8554,97.64,0.98
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,CO,1g,0.589089855,0.186,2.827,1.925600996,8702,99.33,1.02
2021,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,CO,1g,0.378848198,0.149,2.489629239,1.941175544,8729,99.64,1.01
2021,mazowieckie,PL1403,miasto Radom,MzRadTochter,CO,1g,0.405829312,0.164,4.620831784,3.00055407,8056,91.96,1.17
2021,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,CO,1g,0.316084722,0.16,1.341,1.174875,8507,97.11,1.04
2021,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,CO,1g,0.424572927,0.148139891,4.476163913,3.712048044,8557,97.68,0.97
2021,opolskie,PL1602,strefa opolska,OpKKozBSmial,CO,1g,0.351999165,0.084,2.11848,1.680095,8459,96.56,0.99
2021,podkarpackie,PL1801,miasto Rzeszów,PkRzeszPilsu,CO,1g,0.449996629,0.06552,4.18078,3.16239875,8734,99.7,1.01
2021,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,CO,1g,0.29555961,0.04073,3.37218,2.677145,8630,98.51,1.01
2021,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,CO,1g,0.29227358,0.02935,3.04796,2.57139125,8712,99.45,1
2021,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,CO,1g,0.353063353,0.14,3.165,1.967125,8350,95.31,1.06
2021,podlaskie,PL2002,strefa podlaska,PdAugustowUz,CO,1g,0.275835819,0.098,2.913,2.1685,8716,99.49,1
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczkow,CO,1g,0.316223578,0.114987,1.85644,1.484642125,8570,97.83,0.99
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPowWars,CO,1g,0.355211395,0.150091,2.83859,2.077104286,8600,98.17,1
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaWyzwole,CO,1g,0.34022617,0.155656,1.77797,1.14053875,8555,97.65,1.02
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPorebsk,CO,1g,0.317750549,0.140185,1.86808,1.301655714,8614,98.33,1.01
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBiPlowc,CO,1g,0.346273989,0.16492,1.37099,1.11443,8074,92.16,1.01
2021,pomorskie,PL2202,strefa pomorska,PmLebMalczew,CO,1g,0.416252063,0.118689,3.13242,1.99456625,8364,95.47,0.97
2021,pomorskie,PL2202,strefa pomorska,PmMalMickiew,CO,1g,0.354426007,0.155982,2.03096,1.2095225,8462,96.59,0.94
2021,śląskie,PL2401,Aglomeracja Górnośląska,SlDabroTysia,CO,1g,0.397780501,0.08724,2.18385,1.8443775,8546,97.55,1
2021,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoPlebA4,CO,1g,0.487005314,0.16501,2.10377,1.70402,8721,99.55,1.01
2021,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,CO,1g,0.39261512,0.1392,3.22707,2.914225,8588,98.03,0.99
2021,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,CO,1g,0.469256495,0.15417,4.53765,3.398265,8731,99.66,1.01
2021,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlZorySikor2,CO,1g,0.467915688,0.15624,2.83062,2.68052375,8746,99.84,1
2021,śląskie,PL2403,miasto Bielsko-Biała,SlBielPartyz,CO,1g,0.472206144,0.16252,2.61888,2.07277625,8393,95.81,1
2021,śląskie,PL2404,miasto Częstochowa,SlCzestoArmK,CO,1g,0.535754732,0.18628,4.89939,2.7952875,8720,99.54,1
2021,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,CO,1g,0.42192366,0.13306,3.28731,2.64616875,8718,99.52,1.01
2021,śląskie,PL2405,strefa śląska,SlWodzGalczy,CO,1g,0.463871898,0.12364,4.08199,3.34004625,8639,98.61,1.03
2021,świętokrzyskie,PL2601,miasto Kielce,SkKielWarsz1,CO,1g,0.535671463,0.033,4.1493,2.5725125,7832,89.4,1.13
2021,świętokrzyskie,PL2602,strefa świętokrzyska,SkSandZielnaMOB,CO,1g,0.313545511,0.0832,1.6298,1.28635,8614,98.33,1.01
2021,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,CO,1g,0.344588077,0.0908462,1.73493,1.007564,8667,98.93,1.01
2021,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,CO,1g,0.349599718,0.130392,1.8234,1.413688125,8671,98.98,0.99
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,CO,1g,0.377689942,0.068633,2.11971,1.433491375,8521,97.27,0.96
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,CO,1g,0.333414698,0.123169,1.86108,1.43159625,8741,99.78,1
2021,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,CO,1g,0.306115169,-0.10786,4.57762,3.324401429,8635,98.57,1
2021,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznPolank,CO,1g,0.39523527,0.17467,2.67884,2.1164675,8655,98.8,1.01
2021,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,CO,1g,0.308461576,0.01256,2.76999,1.89512875,8649,98.73,1
2021,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,CO,1g,0.263692772,0.02835,1.74457,1.45473,8645,98.68,1.01
2021,wielkopolskie,PL3003,strefa wielkopolska,WpKozieosLes,CO,1g,0.278347341,0.0134,1.64099,1.29578375,8622,98.42,1
2021,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,CO,1g,0.374717214,0.08615,2.72788,2.177344286,8204,93.65,1.05
2021,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPilsud,CO,1g,0.289763578,0.00126,2.11467,1.23159375,8744,99.81,1.01
2021,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,CO,1g,0.163399399,0.00019,1.91773,1.33154125,8382,95.68,1.1
2021,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,CO,1g,0.268509748,0.02389,1.96102,1.35319375,8719,99.53,1.02
