Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [µg/m3],Min [µg/m3],Max [µg/m3],L>50 (S24),36 max (S24) [µg/m3],Perc. 90.4 (S24) [µg/m3],Max (S24) [µg/m3],Number of measurements,Completeness [%],Summer/Winter number
2018,łódzkie,PL1002,strefa łódzka,LdOpocCurieSk,PM10,24g,35.130015236,4.90909091,135.6363636,68,67.36363636,68.27272727,135.6363636,358,98.08,0.97
2018,łódzkie,PL1002,strefa łódzka,LdParzniUjWo,PM10,24g,25.194305694,3.27272727,85.45454545,25,42.81818182,42.81818182,85.45454545,364,99.72,1
2018,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,PM10,1g,37.258813588,1,341,80,65.791666667,69.791666667,155.75,8331,95.1,1
2018,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,PM10,24g,37.048216976,7.18181818,150.0909091,86,72.90909091,72.90909091,150.0909091,362,99.17,0.99
2018,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,PM10,1g,42.964903241,1,464,99,73.083333333,75.129333333,170.458333333,8485,96.86,0.97
2018,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,PM10,24g,40.513474471,8.81818182,171,91,76.45454545,76.45454545,171,365,100,1.01
2018,łódzkie,PL1002,strefa łódzka,LdRawaNiepod,PM10,24g,34.569041096,5.09090909,130,76,66,66,130,365,100,1.01
2018,łódzkie,PL1002,strefa łódzka,LdSieraPolna,PM10,24g,33.642266501,7.18181818,124,65,60.36363636,60.36363636,124,365,100,1.01
2018,łódzkie,PL1002,strefa łódzka,LdSkierKonop,PM10,24g,35.72747198,4.90909091,182.5454545,64,64.72727273,64.72727273,182.5454545,365,100,1.01
2018,łódzkie,PL1002,strefa łódzka,LdToMaSwAnto,PM10,24g,35.64050505,7.45454546,136.1818182,72,65.63636364,65.63636364,136.1818182,360,98.63,0.98
2018,łódzkie,PL1002,strefa łódzka,LdUniejTermy,PM10,24g,30.877314175,7.63636364,93.90909091,44,54.36363636,55,93.90909091,329,90.13,1.03
2018,łódzkie,PL1002,strefa łódzka,LdWieluPOW12,PM10,24g,33.048602367,7.27272727,137.4545455,55,58.09090909,58.09090909,137.4545455,361,98.9,0.98
2018,łódzkie,PL1002,strefa łódzka,LdZduWoKrole,PM10,24g,39.018181818,9.09090909,137.4545455,84,69.27272727,69.90909091,137.4545455,350,95.89,1.1
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM10,1g,56.585864213,3.51373,415.45,166,93.545541667,95.028229167,223.646583333,8590,98.05,0.98
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,PM10,1g,43.390415638,3,291.074,91,83.578029167,85.177529167,191.662458333,8357,95.39,1.01
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,PM10,24g,43.200028169,7.58,190.18,97,83.26,83.37,190.18,355,97.26,1.01
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,PM10,1g,39.779867659,2.9951,273.358,91,79.937904167,80.9669125,187.334833333,8592,98.08,0.98
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,PM10,24g,37.787363897,5.88,185.34,71,77.49,78.62,185.34,349,95.61,1.1
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakDietla,PM10,1g,47.07817123,3,263.106,109,87.717458333,87.87,176.077583333,8440,96.34,0.98
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakOsPias,PM10,1g,36.561953051,3,268.832,70,70.076020833,70.233675,169.638875,8548,97.57,1.01
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakOsPias,PM10,24g,36.471506849,7.61,169.6,71,69.27,69.27,169.6,365,100,1.01
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakTelime,PM10,1g,49.300570826,3,278.173,52,65.478330435,86.651383333,172.959416667,3522,40.2,0.65
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakTelime,PM10,24g,49.455208333,11.79,169.44,51,66.98,91.07,169.44,144,39.45,0.67
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakWadow,PM10,1g,33.131955722,3,208.856,58,62.261541667,64.774220833,126.499358333,8632,98.53,1
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakWadow,PM10,24g,33.465258621,7.81,126.83,60,63.83,64.81,126.83,348,95.34,0.98
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakZloRog,PM10,1g,42.899135882,3,293.804,96,83.272658333,83.8474875,185.588375,8557,97.68,1.03
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakZloRog,PM10,24g,42.083653846,7.65,178.98,101,81.4,81.4,178.98,364,99.72,1.01
2018,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,PM10,1g,31.857461761,2.99864,370.746,40,52.285595833,52.2864875,143.3547625,8653,98.77,1.02
2018,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,PM10,24g,32.041735537,6.41,144.04,39,53.15,53.15,144.04,363,99.45,0.99
2018,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,PM10,1g,35.812374884,3,377.243,55,58.749175,58.749175,150.424545833,8728,99.63,1
2018,małopolskie,PL1203,strefa małopolska,MpBochKonfed,PM10,24g,36.214861878,8.18,190.71,67,67.34,67.34,190.71,362,99.17,0.99
2018,małopolskie,PL1203,strefa małopolska,MpGorlKrasin,PM10,24g,28.533117978,7.34,118.21,34,48.6,48.6,118.21,356,97.53,1
2018,małopolskie,PL1203,strefa małopolska,MpMuszynZloc,PM10,24g,20.003579882,5.87,61.13,6,33.68,33.79,61.13,338,92.6,1.06
2018,małopolskie,PL1203,strefa małopolska,MpNiepo3Maja,PM10,24g,35.632046784,5.72,163.57,76,74.15,74.85,163.57,342,93.69,1
2018,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,PM10,1g,41.756872728,3,388.081,89,81.280416667,81.318295833,156.768341667,8564,97.76,1
2018,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,PM10,24g,40.194604106,10.84,153.57,83,78.71,79.93,153.57,341,93.42,1.01
2018,małopolskie,PL1203,strefa małopolska,MpNoTargPSlo,PM10,1g,48.009194093,3,537.981,109,101.606166667,102.903445833,221.045491667,8359,95.42,0.97
2018,małopolskie,PL1203,strefa małopolska,MpNoTargPSlo,PM10,24g,46.702536443,6.68,213.22,106,94.37,96.16,213.22,343,93.97,0.92
2018,małopolskie,PL1203,strefa małopolska,MpOlkuFrNull,PM10,1g,43.693441091,3.30602,214.755,14,17.486694583,81.488154167,108.815865217,944,10.77,0
2018,małopolskie,PL1203,strefa małopolska,MpOswiecBema,PM10,24g,43.600708215,6.72,231.66,91,90.1,92.17,231.66,353,96.71,1.05
2018,małopolskie,PL1203,strefa małopolska,MpSkawOsOgro,PM10,1g,41.925641479,3,255.343,86,82.919541667,83.5023375,186.303741667,8636,98.58,1
2018,małopolskie,PL1203,strefa małopolska,MpSuchaNiesz,PM10,1g,43.338325967,3,409.283,104,90.394441667,93.901983333,144.8111125,8351,95.33,0.99
2018,małopolskie,PL1203,strefa małopolska,MpSuchaNiesz,PM10,24g,43.924191617,5.63,146.05,101,96.78,97.49,146.05,334,91.5,0.89
2018,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,PM10,24g,22.670030303,5.5,76.03,16,35.77,37.63,76.03,330,90.41,1.2
2018,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,PM10,1g,32.353678165,3,218.138,48,55.779875,55.938545833,143.057133333,8582,97.96,1.02
2018,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,PM10,24g,33.069421488,8.16,142.68,50,56.43,56.43,142.68,363,99.45,0.99
2018,małopolskie,PL1203,strefa małopolska,MpTuchChopin,PM10,24g,41.66538674,9.16,213.28,90,85.12,85.12,213.28,362,99.17,0.99
2018,małopolskie,PL1203,strefa małopolska,MpZakopaSien,PM10,1g,31.387671192,2.98581,403.547,55,66.198825,66.198825,134.803458333,8725,99.6,1
2018,małopolskie,PL1203,strefa małopolska,MpZakopaSien,PM10,24g,30.500591549,5.06,121.06,49,61.77,62.09,121.06,355,97.26,1.02
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAKrzywo,PM10,24g,32.121933702,0.73,99.98,54,58.24,58.24,99.98,362,99.17,1
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,PM10,1g,42.87676925,4.02008929,498.17366071,94,66.764343945,69.15892857,114.368303571,8460,96.57,0.96
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,PM10,24g,44.395227273,11.59,123.01,112,72.57,72.95,123.01,352,96.43,1.06
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,PM10,1g,30.47488064,0,334.13545838,49,54.788251996,55.11426872,95.928882934,8587,98.02,1.02
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarTolstoj,PM10,1g,30.186044116,0.99,352.6,43,53.704166667,54.91375,92.075,8251,94.18,0.96
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,PM10,1g,35.516835502,3.64,313.5,62,60.099130435,60.795416667,111.113333333,8529,97.36,0.97
2018,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,PM10,24g,30.96280597,6.18,86.36,51,55.19,56.42,86.36,335,91.78,0.85
2018,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,PM10,1g,29.887909013,4.05219954,198.94684036,42,52.830234166,53.565683011,91.216481187,8434,96.27,1.02
2018,mazowieckie,PL1403,miasto Radom,MzRad25Czerw,PM10,24g,34.750977654,2.9,123.37,60,64.95,66.72,123.37,358,98.08,1
2018,mazowieckie,PL1403,miasto Radom,MzRadTochter,PM10,1g,38.047957936,3.3533913,449.28382609,78,71.698207358,71.698207358,151.333282608,8630,98.51,1.02
2018,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,PM10,24g,20.858017493,2.18,70.37,11,37.36,38.98,70.37,343,93.97,0.91
2018,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,PM10,1g,25.31446849,0.12,167.44274344,29,47.385925694,48.12314063,96.826133791,8446,96.41,1.04
2018,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,PM10,24g,24.457671642,3.81,105.17,25,46.24,46.97,105.17,335,91.78,1.12
2018,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,PM10,24g,33.758351955,6.17,150.4,66,66.04,66.95,150.4,358,98.08,0.97
2018,mazowieckie,PL1404,strefa mazowiecka,MzOstroHalle,PM10,24g,28.662339833,5.81,98.34,40,51.89,52.62,98.34,359,98.35,1.01
2018,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,PM10,1g,36.520815426,1.59,558.39,78,75.596666667,76.704583333,204.629166667,8609,98.27,1.01
2018,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,PM10,24g,38.192099448,6.73,252.25,84,74,74,252.25,362,99.17,1
2018,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,PM10,24g,33.251994302,6.54,139.39,62,62.15,62.67,139.39,351,96.16,1.01
2018,mazowieckie,PL1404,strefa mazowiecka,MzSiedKonars,PM10,1g,31.34014116,1.90729504,316.49699404,42,52.700833333,56.164166667,134.981017353,8254,94.22,0.96
2018,mazowieckie,PL1404,strefa mazowiecka,MzSiedKonars,PM10,24g,31.91198324,5.44,107.95,53,58.6,59.14,107.95,358,98.08,0.97
2018,mazowieckie,PL1404,strefa mazowiecka,MzZyraRoosev,PM10,1g,36.209532469,1.33368187,401.47872178,73,63.676479285,63.785962372,154.961912581,8596,98.12,0.99
2018,opolskie,PL1601,miasto Opole,OpOpoleKoszy,PM10,1g,34.688199528,0.60634,314.9,60,58.286233333,58.286233333,176.645,8699,99.3,1
2018,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,PM10,24g,30.668587896,6,139,49,53,54,139,347,95.06,0.94
2018,opolskie,PL1602,strefa opolska,OpGlubRatusz,PM10,24g,35.365384615,7,159,59,62,62,159,364,99.72,1.01
2018,opolskie,PL1602,strefa opolska,OpKKozBSmial,PM10,1g,37.29363593,0.79556,296.531,65,64.622925,64.622925,218.608791667,8693,99.23,1.01
2018,opolskie,PL1602,strefa opolska,OpKKozBSmial,PM10,24g,30.732954545,6,168,43,54,54,168,352,96.43,1.03
2018,opolskie,PL1602,strefa opolska,OpKluczMicki,PM10,24g,30.351351351,7,127,41,54,55,127,333,91.23,1.22
2018,opolskie,PL1602,strefa opolska,OpNysaRodzie,PM10,24g,32.362359551,5,177,59,65,66,177,356,97.53,1.06
2018,opolskie,PL1602,strefa opolska,OpOlesSlowac,PM10,1g,34.189192685,0.21062,341.456,70,66.136329167,66.136329167,143.871091667,8680,99.08,1
2018,opolskie,PL1602,strefa opolska,OpZdziePiast,PM10,1g,39.454027336,0.73238,298.113,82,72.696245833,72.696245833,226.328041667,8695,99.25,0.99
2018,opolskie,PL1602,strefa opolska,OpZdziePiast,PM10,24g,35.965116279,6,204,65,64,65,204,344,94.24,1.07
2018,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,PM10,1g,31.214514193,3.804,276.92,45,54.207491667,54.238233333,151.784,8638,98.6,1.02
2018,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,PM10,24g,31.434197183,7.02,151,47,53.7,54.7,151,355,97.26,1.03
2018,podkarpackie,PL1802,strefa podkarpacka,PkDebiGrottg,PM10,24g,39.254771429,6.05,216,68,66.3,66.7,216,350,95.89,0.94
2018,podkarpackie,PL1802,strefa podkarpacka,PkIwonZdrRab,PM10,24g,23.246972222,5.71,75.5,16,39.3,39.3,75.5,360,98.63,0.99
2018,podkarpackie,PL1802,strefa podkarpacka,PkJarosPruch,PM10,24g,38.68679558,8.61,186,76,66.9,66.9,186,362,99.17,1
2018,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,PM10,1g,29.432274767,2.94854,281.447,33,49.883575,50.292391667,133.849719048,8582,97.96,1.02
2018,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,PM10,24g,28.278536585,6.04,137,28,44.4,48.2,137,328,89.86,1.17
2018,podkarpackie,PL1802,strefa podkarpacka,PkKrosKletow,PM10,24g,31.36349162,8.5,148,39,52.2,53,148,358,98.08,0.97
2018,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,PM10,1g,33.267772086,1.7679,376.206,50,58.837429167,58.837429167,140.9245625,8676,99.04,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkMielPogodn,PM10,24g,33.410833333,10.3,153,44,54.6,54.6,153,360,98.63,0.99
2018,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,PM10,1g,31.029322991,2.7082,233.167,43,54.346558333,54.346558333,127.322858333,8713,99.46,1
2018,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,PM10,24g,30.876630137,8.56,130,45,53.1,53.1,130,365,100,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,PM10,1g,30.6721923,4.19692,205.892,48,54.853704167,54.853704167,98.7325375,8753,99.92,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,PM10,24g,31.7821875,6.2,116,52,56.2,56.3,116,352,96.43,0.93
2018,podkarpackie,PL1802,strefa podkarpacka,PkRymZdrPark,PM10,1g,21.616645064,3.3212,181.345,11,35.3917,35.3917,83.904025,8722,99.56,1
2018,podkarpackie,PL1802,strefa podkarpacka,PkRymZdrPark,PM10,24g,21.648027397,4.77,83.2,10,35.2,35.2,83.2,365,100,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkSanoSadowa,PM10,24g,29.822396694,5.64,115,40,53.3,53.3,115,363,99.45,0.99
2018,podkarpackie,PL1802,strefa podkarpacka,PkStWolWoPol,PM10,24g,29.580082192,7.32,124,31,48.3,48.3,124,365,100,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkTarnDabrow,PM10,24g,31.304792244,6.63,116,38,52.5,52.5,116,361,98.9,1.03
2018,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWarsza,PM10,1g,26.441753362,0,338.1,26,45.233333333,46.8125,103.15,7882,89.97,0.87
2018,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,PM10,24g,23.967170389,2.44977952,88.36196592,17,39.57354326,40.74180981,88.36196592,356,97.53,0.97
2018,podlaskie,PL2002,strefa podlaska,PdAugustoZdrMOB,PM10,1g,20.579876563,0.4,187,8,32.629166667,37.525,79.458333333,6157,70.28,0.7
2018,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,PM10,1g,27.788046431,0,363.8,34,49.604347826,51.091666667,95.733333333,8098,92.44,0.88
2018,podlaskie,PL2002,strefa podlaska,PdSuwPulaskp,PM10,24g,24.050452041,2.25175737,92.4136879,10,29.44204466,45.47666518,92.4136879,137,37.53,0.49
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaKacze02,PM10,1g,24.46731418,1,300.086,13,39.340439167,40.815354167,96.39975125,8239,94.05,0.92
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLecz08m,PM10,24g,27.343490305,3,126,33,49,49,126,361,98.9,0.99
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,PM10,1g,22.431817865,1,241.43,14,41.562129167,41.735479167,98.485216667,8635,98.57,1.01
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPoWie01,PM10,1g,30.099698977,1,224.94,48,52.3785125,52.3785125,113.0712625,8752,99.9,1.01
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaWyzwo03,PM10,1g,29.25216834,0.76042,444.239,45,54.281675,57.963179444,145.093420833,7970,90.98,1.08
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyJozBema,PM10,24g,26.747126437,3,135,32,48,52,135,261,71.5,0.75
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,PM10,1g,19.012132793,0.13726,155.779,6,33.44465,34.61061375,67.131833333,8080,92.23,0.87
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzaf09N,PM10,1g,18.421863745,1,188.867,7,33.435191667,33.435191667,75.724091667,8703,99.34,1
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyWendy10,PM10,1g,28.74195579,1,465.683,37,51.351158333,51.351158333,129.1671375,8681,99.09,0.99
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBitPl06,PM10,1g,21.459086218,1,198.39,14,39.169904167,39.226670833,77.773004167,8462,96.59,0.94
2018,pomorskie,PL2202,strefa pomorska,PmKosTargo12,PM10,1g,34.005441191,1,297.354,69,63.7634875,63.8136125,157.3036125,8616,98.35,1.02
2018,pomorskie,PL2202,strefa pomorska,PmKosTargo12,PM10,24g,30.035812672,6,147,45,54,54,147,363,99.45,1.02
2018,pomorskie,PL2202,strefa pomorska,PmKwiSportow,PM10,24g,26.403954802,4,102,31,49,50,102,354,96.98,0.96
2018,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,PM10,1g,34.771745572,1,341.51,68,64.783593182,65.364220833,172.4053625,8460,96.57,0.97
2018,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,PM10,24g,33.585635359,5,161,63,64,64,161,362,99.17,1
2018,pomorskie,PL2202,strefa pomorska,PmLinieKos17,PM10,24g,17.939393939,2,65,4,37,38,65,297,81.36,0.98
2018,pomorskie,PL2202,strefa pomorska,PmMalMicki15,PM10,1g,28.692070368,1,261.097,44,54.153066667,55.132704167,158.491,8478,96.78,1.03
2018,pomorskie,PL2202,strefa pomorska,PmMalMicki15,PM10,24g,26.18645961,1,136,31,48,48,136,359,98.35,0.99
2018,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,PM10,1g,21.88030835,1,228.769,18,39.653679167,41.343891667,98.7545125,8231,93.96,0.96
2018,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,PM10,24g,22.664723032,5,100,17,39,40,100,343,93.97,0.88
2018,pomorskie,PL2202,strefa pomorska,PmWejhPlWejh,PM10,24g,29.046961326,5,140,47,55,55,140,362,99.17,1.02
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,PM10,1g,41.698452206,2.04271,360.584,87,75.765021739,75.765021739,187.324745833,8731,99.66,1.01
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,PM10,24g,41.834104046,9.1,196.6,85,72.7,74.1,196.6,346,94.79,0.95
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlGliwicMewy,PM10,1g,39.97171382,3.4972,324.315,92,73.193116667,73.193116667,192.058845833,8690,99.2,1
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM10,1g,40.262261871,2.83907,328.742,81,71.437125,71.437125,174.801495833,8739,99.76,1.01
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM10,24g,40.002770083,10.4,181.9,77,71.2,71.2,181.9,361,98.9,1.03
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoPlebA4,PM10,24g,47.288405797,16.5,222.3,109,81.4,84.1,222.3,345,94.52,1.03
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlSosnoLubel,PM10,1g,37.248466444,2.29067,353.312,72,66.606158333,66.606158333,180.6425875,8749,99.87,1
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlTychyTolst,PM10,1g,37.933476959,2.89364,336.724,78,76.954120833,78.2147,170.3881375,8649,98.73,1.02
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,PM10,1g,44.899919873,3.36765,416.359,111,88.1389625,88.1389625,205.716665217,8712,99.45,1
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,PM10,24g,44.941714286,9.9,201.8,103,85.9,86.2,201.8,350,95.89,0.99
2018,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,PM10,1g,50.510078311,3.64614,946.994,108,108.2418125,108.2418125,331.861654167,8700,99.31,0.99
2018,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,PM10,24g,50.757063712,9.3,310.7,110,107,107,310.7,361,98.9,1.01
2018,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlZorySikor2,PM10,24g,44.68121547,11.2,251.2,94,87.4,87.4,251.2,362,99.17,1.02
2018,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,PM10,1g,37.348232093,7.27349,453.145,67,71.779436842,71.779436842,207.892458333,8658,98.83,1
2018,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,PM10,24g,34.352601156,7.8,200.6,52,59.4,63.4,200.6,346,94.79,1.12
2018,śląskie,PL2404,miasto Częstochowa,SlCzestoArmK,PM10,1g,38.593626494,4.92966,445.712,82,74.2002875,75.042304167,190.434954167,8485,96.86,1.05
2018,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,PM10,1g,32.640477533,4.62363,357.995,51,58.4721125,58.4721125,161.286729167,8724,99.58,1
2018,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,PM10,24g,33.397383721,10.2,162.7,50,57.4,58.5,162.7,344,94.24,0.91
2018,śląskie,PL2405,strefa śląska,SlCiesMickie,PM10,1g,33.644703801,1.74307,352.452,60,61.501541667,61.501541667,217.459875,8675,99.02,1
2018,śląskie,PL2405,strefa śląska,SlCiesMickie,PM10,24g,33.812640449,9.2,222.7,58,61.7,61.8,222.7,356,97.53,1.03
2018,śląskie,PL2405,strefa śląska,SlGodGliniki,PM10,24g,45.57797619,6.3,242.6,94,93.5,99,242.6,336,92.05,1.1
2018,śląskie,PL2405,strefa śląska,SlKnurJedNar,PM10,24g,42.00280112,9.4,210.3,91,78.5,78.8,210.3,357,97.8,1.01
2018,śląskie,PL2405,strefa śląska,SlLublPiasko,PM10,24g,36.105322129,8.5,138.7,70,68.7,68.8,138.7,357,97.8,0.99
2018,śląskie,PL2405,strefa śląska,SlLublSzymal,PM10,1g,43.692845615,3.92472,337.846,36,51.099554167,76.278879167,118.728833333,2921,33.34,0.33
2018,śląskie,PL2405,strefa śląska,SlMyszMiedzi,PM10,24g,49.100600601,9.1,230.6,105,98.4,99.9,230.6,333,91.23,1.09
2018,śląskie,PL2405,strefa śląska,SlPszczBoged,PM10,24g,54.880939227,2.7,272.9,125,119.8,119.8,272.9,362,99.17,0.99
2018,śląskie,PL2405,strefa śląska,SlTarnoLitew,PM10,24g,38.815342466,7.8,168.9,77,72.6,72.6,168.9,365,100,1.01
2018,śląskie,PL2405,strefa śląska,SlUstronSana,PM10,1g,25.473757655,3.71019,317.592,32,48.307558333,48.423683333,239.358666667,8368,95.52,0.95
2018,śląskie,PL2405,strefa śląska,SlWodzGalczy,PM10,1g,47.934072042,3.83365,481.773,110,100.630925,100.630925,267.102125,8745,99.82,1
2018,śląskie,PL2405,strefa śląska,SlZawSkloCur,PM10,24g,34.7744,10.4,122.2,38,52.5,59.2,122.2,250,68.49,1.63
2018,śląskie,PL2405,strefa śląska,SlZlotPotLes,PM10,1g,26.425496009,4.28926,122.363,23,43.024779167,43.024779167,78.754191667,8611,98.29,1
2018,śląskie,PL2405,strefa śląska,SlZywieKoper,PM10,1g,46.820642849,3.99443,840.784,97,92.048095833,92.048095833,452.48475,8715,99.48,1
2018,śląskie,PL2405,strefa śląska,SlZywieKoper,PM10,24g,44.325074627,8.2,240.7,88,89,89.6,240.7,335,91.78,1.06
2018,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,PM10,1g,44.380046811,2,334,44,54.083333333,73.875,150.958333333,3418,39.01,0.59
2018,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,PM10,24g,42.615565892,10.18848241,146.9661883,40,52.12347199,74.85813504,146.9661883,140,38.35,0.56
2018,świętokrzyskie,PL2601,miasto Kielce,SkKielKusoci,PM10,24g,30.416274035,6.82710977,153.86687205,41,52.11834696,53.02102415,153.86687205,357,97.8,1.05
2018,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,PM10,1g,32.225577671,0,220,24,44.541666667,53.875,118.916666667,4371,49.89,1
2018,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,PM10,24g,31.49743098,8.32945287,115.9090704,20,41.63801459,52.56726805,115.9090704,168,46.02,0.91
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkBuskRokosz,PM10,24g,29.53726083,5.95669834,143.23957925,42,54.51083507,54.51083507,143.23957925,360,98.63,1.03
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkKonsGranatMOB,PM10,1g,32.704521405,1.7,205.3,19,41.783333333,54.933333333,82.241666667,4158,47.46,1.13
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkKonsGranatMOB,PM10,24g,30.251585314,6.74137835,118.49282184,39,55.33766625,56.07989445,118.49282184,347,95.06,1.12
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkMaloSlonec,PM10,1g,31.241897243,0.06,239.96,37,50.922083333,53.29875,113.724782609,7727,88.2,1.28
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,PM10,1g,37.908436918,0.58,318.44,80,69.189583333,69.538333333,177.645,8592,98.08,1
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkOzarOsWzgo,PM10,24g,24.729166667,3,131,26,44,45,131,336,92.05,0.98
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,PM10,1g,31.156940005,0,331.97,48,55.994210526,58.157083333,166.900416667,8134,92.85,1.08
