Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [µg/m3],Min [µg/m3],Max [µg/m3],L>50 (S24),36 max (S24) [µg/m3],Perc. 90.4 (S24) [µg/m3],Max (S24) [µg/m3],Number of measurements,Completeness [%],Summer/Winter number
2017,podkarpackie,PL1802,strefa podkarpacka,PkKrosKletow,PM10,24g,31.659279778,7.12,190,51,62.8,62.8,190,361,98.9,1.02
2017,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,PM10,1g,32.51161601,1.72359,601.101,49,57.3983,59.230495833,172.0353375,8614,98.33,0.98
2017,podkarpackie,PL1802,strefa podkarpacka,PkMielPogodn,PM10,24g,36.347541436,7.78,152,71,67.3,67.3,152,362,99.17,1
2017,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,PM10,1g,30.237584416,0.63693,321.494,39,55.260679167,55.804075,167.118804167,8628,98.49,1.03
2017,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,PM10,24g,30.135068493,7.05,169,43,53.4,53.4,169,365,100,1.01
2017,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,PM10,1g,29.749691785,0.09584,266.319,41,53.288504167,56.160016667,144.5547375,7794,88.97,0.8
2017,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,PM10,24g,28.719237288,4.65,165,38,52.8,53.2,165,354,96.98,0.98
2017,podkarpackie,PL1802,strefa podkarpacka,PkRymZdrPark,PM10,1g,21.025491087,0.67577,265.574,20,37.1714375,37.878125,91.599366667,8587,98.02,0.98
2017,podkarpackie,PL1802,strefa podkarpacka,PkRymZdrPark,PM10,24g,20.618489011,4.28,93.8,20,37.2,37.2,93.8,364,99.72,1.01
2017,podkarpackie,PL1802,strefa podkarpacka,PkSanoSadowa,PM10,24g,30.379318182,5.96,194,45,59.5,60.2,194,352,96.43,0.97
2017,podkarpackie,PL1802,strefa podkarpacka,PkTarnDabrow,PM10,24g,31.239423077,6.59,173,47,57.4,57.4,173,364,99.72,1
2017,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWarsza,PM10,1g,23.25392557,0,309.2,13,39.495833333,39.933333333,143.958333333,8330,95.09,0.92
2017,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,PM10,24g,20.991877183,2.68524019,129.69503,8,33.61766551,33.84449558,129.69503,342,93.69,0.92
2017,podlaskie,PL2002,strefa podlaska,PdAugustoZdrMOB,PM10,1g,15.52147746,0.8,167.4,0,21.470833333,27.245833333,49.254166667,4237,48.36,1.08
2017,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,PM10,1g,24.966297906,0,383.8,16,38.8375,40.070833333,143.508333333,7593,86.67,0.76
2017,podlaskie,PL2002,strefa podlaska,PdSuwPulaski,PM10,24g,21.043294413,3.54073571,104.4727065,11,36.79795174,37.04201363,104.4727065,347,95.06,0.91
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaKacze02,PM10,1g,18.9251694,1,254.4,10,31.578891667,31.578891667,93.766666667,8733,99.69,1.01
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLecz08m,PM10,24g,24.252777778,1,145,24,41,41,145,360,98.63,0.99
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,PM10,1g,18.426116071,1,270.308,10,29.782916667,30.3,106.952666667,8593,98.09,1.01
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaOstrz05,PM10,1g,16.566481825,0.8,215.99,10,27.424070833,28.731425,87.959145833,8154,93.08,0.9
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPoWie01,PM10,1g,23.837115726,1,181.541,22,39.824095833,39.824095833,126.49975,8699,99.3,1.02
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaWyzwo03,PM10,1g,16.702334811,1,249.114,13,32.073804167,34.064354167,92.8882375,8213,93.75,1.14
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyJozBema,PM10,24g,19.765273312,1,133,14,33,35,133,311,85.2,0.92
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,PM10,1g,13.048967991,1,219.708,8,21.573775,21.796766667,96.091675,8560,97.71,1.03
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzaf09N,PM10,1g,15.432307313,0.6111,219.733,7,27.230558333,27.303008333,94.481708333,8628,98.49,1
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyWendy10,PM10,1g,22.347260839,1,240.497,16,36.599654167,39.386575,123.940504167,7911,90.3,0.92
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBitPl06,PM10,1g,16.83507991,1,154.306,12,26.751566667,26.751566667,108.3033625,8701,99.32,1.02
2017,pomorskie,PL2202,strefa pomorska,PmKosTargo12,PM10,1g,24.574072906,0.3317,351.908,22,42.732820833,44.822816667,116.427,7458,85.13,1.2
2017,pomorskie,PL2202,strefa pomorska,PmKosTargo12,PM10,24g,28.564606742,4,149,35,50,51,149,356,97.53,0.99
2017,pomorskie,PL2202,strefa pomorska,PmKwiSportow,PM10,24g,23.284900285,1,133,24,39,39,133,351,96.16,0.93
2017,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,PM10,1g,22.949596434,1,216.586,11,37.780094167,40.766816667,65.546525,7115,81.22,1.31
2017,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,PM10,24g,28.047887324,4,152,36,51,51,152,355,97.26,1.02
2017,pomorskie,PL2202,strefa pomorska,PmLinieKos17,PM10,24g,19.341107872,1,132,13,31,32,132,343,93.97,0.88
2017,pomorskie,PL2202,strefa pomorska,PmMalMicki15,PM10,1g,24.741685465,1,197.027,24,41.546641667,50.2795125,140.951843478,5962,68.05,1.45
2017,pomorskie,PL2202,strefa pomorska,PmMalMicki15,PM10,24g,22.941340782,1,140,20,38,38,140,358,98.08,1.03
2017,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,PM10,1g,17.532532416,1,172.541,12,30.089076667,31.040074583,102.173779167,8088,92.32,0.87
2017,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,PM10,24g,20.930635838,3,101,13,36,37,101,346,94.79,0.95
2017,pomorskie,PL2202,strefa pomorska,PmWejhPlWejh,PM10,24g,26.813813814,1,136,28,46,48,136,333,91.23,0.9
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,PM10,1g,39.770949249,1.94444,537.738,74,79.199839583,79.368566667,306.764782609,8563,97.75,1
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,PM10,24g,39.582222222,7.3,323.8,67,74.5,74.5,323.8,360,98.63,1
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlGliwicMewy,PM10,1g,44.053494131,3.94015,648.356,84,85.811170833,85.811170833,398.5733,8668,98.94,1
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM10,1g,41.642594938,3.94898,671.591,78,85.322954167,85.79315,373.7445,8463,96.6,0.96
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM10,24g,41.136797753,9.8,381.4,71,80.4,81.2,381.4,356,97.53,0.96
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoPlebA4,PM10,24g,52.027927928,13.6,369.5,102,90.3,94.3,369.5,333,91.23,0.85
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlSosnoLubel,PM10,1g,40.530497269,0.18025,639.464,71,72.835358333,74.247533333,305.4703125,8648,98.72,0.99
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlTychyTolst,PM10,1g,40.891001261,2.51878,712.089,74,74.911054167,74.911054167,362.644708333,8750,99.88,1.01
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,PM10,1g,48.090182376,2.08848,1235.51,93,98.196245833,99.706133333,724.965125,8542,97.51,0.97
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,PM10,24g,39.228398792,5.3,508.4,70,72.5,76.4,508.4,331,90.68,1.19
2017,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,PM10,1g,51.187523122,1.98636,1585.48,96,94.436208333,94.436208333,860.344,8725,99.6,1
2017,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,PM10,24g,46.515264798,7.5,297.6,89,89.5,92.3,297.6,321,87.94,0.9
2017,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlZorySikor2,PM10,24g,42.196100279,9.3,314.2,77,81.1,82.8,314.2,359,98.35,1.02
2017,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,PM10,1g,37.518417884,3.71508,477.67,72,82.429083333,82.429083333,307.266291667,8680,99.08,1
2017,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,PM10,24g,37.842899408,12.5,319.7,60,78.7,80.3,319.7,338,92.6,1.1
2017,śląskie,PL2404,miasto Częstochowa,SlCzestoArmK,PM10,1g,42.440593599,3.89054,827.729,82,70.490325,70.490325,469.790458333,8683,99.12,0.99
2017,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,PM10,1g,34.420347331,3.69206,705.914,45,56.253925,56.6256375,363.7355,8513,97.18,0.99
2017,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,PM10,24g,34.462711864,5.7,359,40,53.1,54.1,359,354,96.98,0.99
2017,śląskie,PL2405,strefa śląska,SlCiesMickie,PM10,1g,32.092078661,3.96776,409.31,53,62.353675,62.956875,264.610333333,8589,98.04,1
2017,śląskie,PL2405,strefa śląska,SlCiesMickie,PM10,24g,31.894490358,8.7,279.6,56,64.7,64.7,279.6,363,99.45,0.99
2017,śląskie,PL2405,strefa śląska,SlGodGliniki,PM10,24g,39.064779874,6.8,494.9,66,80.6,84.8,494.9,318,87.12,1.19
2017,śląskie,PL2405,strefa śląska,SlKnurJedNar,PM10,24g,36.794078947,8.4,400.4,57,71.7,80.1,400.4,304,83.28,1.24
2017,śląskie,PL2405,strefa śląska,SlLublPiasko,PM10,24g,36.362848297,8.6,234.7,62,71,74.4,234.7,323,88.49,1.02
2017,śląskie,PL2405,strefa śląska,SlMyszMiedzi,PM10,24g,46.200564972,8.8,490.4,91,87.1,89.2,490.4,354,96.98,1.02
2017,śląskie,PL2405,strefa śląska,SlPszczBoged,PM10,24g,55.585950413,9.8,503.5,102,109.7,109.7,503.5,363,99.45,1.01
2017,śląskie,PL2405,strefa śląska,SlTarnoLitew,PM10,24g,38.332506887,8,262.5,68,74.7,74.7,262.5,363,99.45,0.99
2017,śląskie,PL2405,strefa śląska,SlUstronSana,PM10,1g,25.121075619,2.34137,328.812,31,49.3996625,49.3996625,216.3952625,8710,99.42,1.01
2017,śląskie,PL2405,strefa śląska,SlWodzGalczy,PM10,1g,49.129761813,1.13085,907.791,106,93.6592125,93.6592125,622.410666667,8730,99.65,1.01
2017,śląskie,PL2405,strefa śląska,SlZawSkloCur,PM10,24g,39.557961783,6.3,291.1,65,72,77.2,291.1,314,86.02,0.74
2017,śląskie,PL2405,strefa śląska,SlZlotPotLes,PM10,1g,26.13562836,4.17802,213.676,23,43.4454,43.4454,132.843375,8585,98,1.01
2017,śląskie,PL2405,strefa śląska,SlZywieKoper,PM10,1g,48.37310087,2.74706,743.391,91,107.696008333,107.696008333,360.44925,8683,99.12,1.02
2017,śląskie,PL2405,strefa śląska,SlZywieKoper,PM10,24g,45.779591837,8.9,321.4,85,104.5,109.9,321.4,343,93.97,1.03
2017,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,PM10,1g,36.446962724,1,626,60,69.5,69.5,297.083333333,8692,99.22,1
2017,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,PM10,24g,35.151528191,5.81164495,278.8834184,62,69.82100695,69.82100695,278.8834184,364,99.72,1.01
2017,świętokrzyskie,PL2601,miasto Kielce,SkKielKusoci,PM10,24g,29.642756857,5.82438004,158.95693411,41,56.0752727,56.0752727,158.95693411,365,100,1.01
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkBuskRokosz,PM10,24g,30.859439713,3.25481876,156.30950006,58,62.15887867,62.15887867,156.30950006,362,99.17,0.99
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkMalo11List,PM10,1g,39.322432354,2.07,477.77,29,41.49625,86.285652174,174.736666667,3437,39.23,0.62
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkMaloSlonec,PM10,1g,36.29909009,1.79,248.75,20,39.3725,60.45625,102.535,2220,25.34,0.01
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,PM10,1g,38.266014375,0,515.41,71,75.8125,75.8125,253.4775,8626,98.47,1
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkOzarOsWzgo,PM10,24g,24.073746313,2,154,23,42,43,154,339,92.87,0.93
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,PM10,1g,32.779286465,0,453.97,49,64.545833333,65.055833333,207.7825,8563,97.75,1.01
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkSolecZdrojMOB,PM10,24g,26.484112374,2.37380475,142.8,33,49.6056455,49.99322952,142.8,349,95.61,1.02
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkStaraZlota,PM10,24g,28.961517457,2.59887923,158.57125933,36,50.56443602,51.14259556,158.57125933,348,95.34,0.93
2017,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,PM10,1g,23.42877586,0.29542,158.294,19,39.9277875,41.062975,97.960191667,8319,94.96,0.95
2017,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,PM10,24g,23.363276836,3.2,105,19,42.6,43.2,105,354,96.98,1.07
2017,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,PM10,1g,24.988780138,0.1,201.6,26,46.816666667,47.754166667,129.708333333,8378,95.63,0.92
2017,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,PM10,24g,24.619444444,4,149.4,25,44.3,44.3,149.4,360,98.63,1
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmElkStadion,PM10,1g,23.629819742,0.52222,368.058,25,45.529845833,46.204241667,108.759808333,8566,97.78,0.96
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGlitajn,PM10,24g,19.069146006,3.4,88.6,9,33.8,33.8,88.6,363,99.45,1.02
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,PM10,1g,28.512917701,1.22333,210.979,28,47.839675,48.605683333,78.990833333,8167,93.23,1.06
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmIlawAnders,PM10,24g,27.135555556,5.4,132.7,32,47.1,47.1,132.7,360,98.63,1
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmNiTraugutt,PM10,24g,34.529353234,3.7,147.2,32,47.4,64.5,147.2,201,55.06,0.2
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,PM10,1g,26.855013218,0.74556,172.504,24,43.897533333,46.143854167,102.047566667,7763,88.61,0.9
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,PM10,24g,15.524117647,3.5,75.13,4,28.28,28.57,75.13,357,97.8,1.03
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznChwial,PM10,24g,29.848554913,6.39,234.85,38,55.92,56.24,234.85,346,94.79,1.12
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,PM10,1g,28.838150483,0.31636,327.972,41,55.334033333,55.334033333,218.466,8704,99.36,1
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznPolank,PM10,1g,26.398480376,1.63,241.8,35,50.3249875,50.3249875,188.433333333,8651,98.75,1.03
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznSzyman,PM10,24g,27.069197531,6.58,168.79,32,45.32,50.54,168.79,324,88.76,1.22
2017,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,PM10,1g,32.037091607,0.54431,421.025,48,56.332120833,56.332120833,239.767916667,8677,99.05,1.02
2017,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,PM10,24g,28.789561644,3.8,205.6,35,50.2,50.2,205.6,365,100,1.01
2017,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,PM10,1g,23.230355159,0.22059,256.939,22,41.529175,41.637454167,179.254625,8534,97.42,1.02
2017,wielkopolskie,PL3003,strefa wielkopolska,WpGniePaczko,PM10,24g,33.7073,7.55,188.49,46,53.87,59.64,188.49,300,82.19,0.66
2017,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,PM10,1g,27.71669826,1.81,749.96,29,45.754904167,49.526583333,229.8472,7391,84.37,1.24
2017,wielkopolskie,PL3003,strefa wielkopolska,WpLeszKiepur,PM10,24g,25.942396694,6.4,110.3,34,49.8,49.8,110.3,363,99.45,1.01
2017,wielkopolskie,PL3003,strefa wielkopolska,WpNoTomSzpit,PM10,24g,35.205304878,7.77,207.75,56,71.56,81.66,207.75,328,89.86,1.09
2017,wielkopolskie,PL3003,strefa wielkopolska,WpOstWieWyso,PM10,24g,34.619657143,6.89,201.6,56,62.24,66.71,201.6,315,86.3,0.82
2017,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,PM10,1g,25.541936511,0.01956,384.344,31,48.633060476,48.733816667,192.878175,8544,97.53,0.99
2017,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,PM10,24g,28.810109589,3.48,201.85,37,50.91,50.91,201.85,365,100,1.01
2017,wielkopolskie,PL3003,strefa wielkopolska,WpPleszAlMic,PM10,24g,38.054617834,7.19,228,64,64.5,70.58,228,314,86.02,1.18
2017,wielkopolskie,PL3003,strefa wielkopolska,WpTarPodZach,PM10,24g,25.848579387,4.19,158.47,26,43.81,44.74,158.47,359,98.35,0.99
2017,wielkopolskie,PL3003,strefa wielkopolska,WpWagrowLipo,PM10,24g,31.364405797,4.33,212.97,49,57.78,58.34,212.97,345,94.52,0.92
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,PM10,1g,25.16873728,2,238.94,24,41.368570833,41.368570833,131.879016667,8712,99.45,1.01
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,PM10,24g,21.980958904,5.63,120.93,19,37.1,37.1,120.93,365,100,1.01
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczLacz04,PM10,1g,20.939011843,0.11078,281.447,15,33.985216667,33.985216667,116.726045833,8693,99.23,1.01
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPils02,PM10,24g,22.796629834,5.68,148.11,18,39.03,39.03,148.11,362,99.17,1.01
2017,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,PM10,1g,25.978073879,0.25509,451.36,22,42.749566667,42.749566667,119.195025,8744,99.81,1.01
2017,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,PM10,24g,24.822712329,5.37,112.18,19,39.2,39.2,112.18,365,100,1.01
2017,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszSpasow,PM10,24g,21.162527778,4.18,100.88,17,35.11,35.11,100.88,360,98.63,1.02
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpMyslZaBram,PM10,24g,25.261812865,5.07,150.22,27,44.27,45.57,150.22,342,93.69,0.88
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczec1Maj,PM10,24g,23.166381215,5.07,129.6,22,41.31,41.31,129.6,362,99.17,1.02
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,PM10,1g,26.39672027,0.18828,284.559,27,46.640408333,46.640408333,117.150166667,8740,99.77,1.01
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,PM10,24g,24.779863014,5.31,126.56,23,44.56,44.56,126.56,365,100,1.01
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,PM10,24g,20.744182825,3.45,109.41,17,35.74,35.74,109.41,361,98.9,0.99
2018,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocOrzech,PM10,24g,29.091046832,4.9,143.18,37,50.73,50.73,143.18,363,99.45,1.02
2018,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,PM10,1g,29.866280835,4.8,206.317,33,49.584016667,50.1349375,130.9791375,8562,97.73,0.97
2018,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,PM10,24g,31.847327824,5.69,142.84,48,55.03,55.03,142.84,363,99.45,1.01
2018,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,PM10,1g,36.236343718,0.97759,259.718,65,61.3838625,62.833608333,155.024183333,8537,97.45,1.02
2018,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,PM10,24g,34.634821918,6.79,148.36,65,60.77,60.77,148.36,365,100,1.01
2018,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,PM10,1g,27.09414949,0,355.111,34,49.677129167,49.677129167,150.401741667,8689,99.18,1.01
2018,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,PM10,24g,30.457658402,5.28,149.16,38,54.07,54.07,149.16,363,99.45,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsDzialoszyn,PM10,1g,28.903753297,1.50266,325.348,23,45.847105417,46.5874875,105.0943125,8302,94.77,0.97
2018,dolnośląskie,PL0204,strefa dolnośląska,DsDziePilsud,PM10,1g,31.3783504,0,361.68,45,54.746845833,54.746845833,142.083841667,8700,99.31,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsGlogWiStwo,PM10,24g,31.958969359,4.38,151.6,59,59.65,61.2,151.6,359,98.35,1.03
2018,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorOgin,PM10,1g,27.666540369,0.05995,262.446,35,48.754395833,48.754395833,105.256933333,8724,99.58,1
2018,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorSoko,PM10,24g,26.820972222,6.24,130.86,31,49.15,49.15,130.86,360,98.63,1
2018,dolnośląskie,PL0204,strefa dolnośląska,DsKlodzSzkol,PM10,1g,33.4771393,0.87624,313.976,55,59.680545833,59.680545833,132.1910875,8644,98.67,1.02
2018,dolnośląskie,PL0204,strefa dolnośląska,DsLadekMOB,PM10,1g,22.758070939,0,282.084,20,39.5742375,40.877866667,105.038491667,8199,93.59,1.11
2018,dolnośląskie,PL0204,strefa dolnośląska,DsLubanMOB,PM10,1g,43.702355395,0.30054,610.38,92,83.0425375,84.290583333,240.521375,7898,90.15,1.21
2018,dolnośląskie,PL0204,strefa dolnośląska,DsNowRudSreb,PM10,1g,38.901295448,0,535.834,97,79.671392083,80.926025833,173.531791667,8239,94.05,1.11
2018,dolnośląskie,PL0204,strefa dolnośląska,DsNowRudSreb,PM10,24g,42.771686047,6.94,171.84,107,82.84,85.13,171.84,344,94.24,1.11
2018,dolnośląskie,PL0204,strefa dolnośląska,DsOlawZolnAK,PM10,1g,31.222757325,1,189.997,22,42.789733333,52.4528875,95.1272125,4915,56.1,1.24
2018,dolnośląskie,PL0204,strefa dolnośląska,DsOlawZolnAK,PM10,24g,30.591583333,4.89,147.49,40,52.29,52.29,147.49,360,98.63,0.99
2018,dolnośląskie,PL0204,strefa dolnośląska,DsOlesBrzozo,PM10,24g,28.766317365,6.97,112.33,33,49.2,51.18,112.33,334,91.5,0.92
2018,dolnośląskie,PL0204,strefa dolnośląska,DsOsieczow21,PM10,24g,22.071966292,4.2,99.97,15,39.97,40.02,99.97,356,97.53,0.97
2018,dolnośląskie,PL0204,strefa dolnośląska,DsPolKasztan,PM10,24g,29.530890208,5.04,133.25,41,53.21,54.57,133.25,337,92.32,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsSwidnFolwa,PM10,24g,33.545690608,6.57,145.73,57,59.2,59.2,145.73,362,99.17,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsSzczaKolej,PM10,24g,29.352016807,4.04,175.27,36,51.54,51.75,175.27,357,97.8,0.98
2018,dolnośląskie,PL0204,strefa dolnośląska,DsZabkPowWar,PM10,1g,26.095509851,0,280.425,29,47.7534625,47.8018375,121.231225,8543,97.52,1.02
2018,dolnośląskie,PL0204,strefa dolnośląska,DsZgorBohGet,PM10,24g,29.360495868,7.3,105.91,36,50.83,50.83,105.91,363,99.45,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsZlotoStasz,PM10,24g,29.482258953,6.82,118.29,37,51.23,51.23,118.29,363,99.45,1.02
2018,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydPlPozna,PM10,1g,40.160362569,1.19589145,533.4,85,72.1,75.666666667,160.617391304,7928,90.5,1
2018,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,PM10,1g,35.819538587,0.9775,395.665,81,70.7635125,71.3318625,146.7013875,8477,96.76,0.98
2018,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,PM10,24g,35.285066411,6.37232426,128.36708692,81,69.06708007,69.06708007,128.36708692,364,99.72,1
2018,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,PM10,1g,29.730318353,1,231.3532,43,52.940666667,52.987147826,113.6444,8419,96.1,1.04
2018,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,PM10,24g,30.209308806,5.12994069,107.30540215,41,52.81229503,52.81229503,107.30540215,365,100,1.01
2018,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruKaszow,PM10,1g,27.583971665,1,223.3,34,49.760869565,50.433333333,87.920833333,8329,95.07,0.97
2018,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruStorczMOB,PM10,1g,32.828958037,1,536.6,66,74.270833333,78.695833333,154.2875,7588,86.62,0.92
2018,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruWSikor,PM10,1g,30.536853572,1.1,294,52,56.254545455,56.254545455,96.683333333,8721,99.55,1.01
2018,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclGniaz,PM10,24g,32.096048785,4.47845085,141.98941108,64,62.37420899,62.37420899,141.98941108,362,99.17,1.02
2018,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,PM10,1g,33.23200847,1.036,352.9351,69,62.250695652,63.6207875,140.228734783,8489,96.9,1.05
2018,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,PM10,24g,34.238695449,6.87204221,138.81636205,72,68.77481823,68.77481823,138.81636205,362,99.17,0.99
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpBrodKochan,PM10,24g,34.786832094,7.29914044,123.04121675,71,64.65586395,68.85327576,123.04121675,334,91.5,0.84
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,PM10,24g,24.911900419,4.11856384,87.81160419,37,50.88813862,50.88813862,87.81160419,360,98.63,0.98
